index,Score,Score Rank,Percentile,Percentile Rank
CK1G3,4.223,1,99.77,1
TTBK1,2.445,7,99.77,1
CK1G1,3.4112,4,99.63,3
RIPK2,1.8433,14,99.62,4
RIPK3,2.2967,8,98.81,5
CK1G2,3.008,5,98.5,6
PAK2,3.5394,3,98.29,7
CK1A2,2.0221,12,98.23,8
AURA,3.7601,2,97.46,9
SNRK,1.1753,21,96.84,10
CK1A,1.4613,19,96.29,11
MEKK3,0.4008,38,96.2,12
PAK4,2.2262,10,96.17,13
PAK3,2.2696,9,95.63,14
SKMLCK,2.509,6,95.53,15
IRAK1,0.4558,35,95.5,16
CAMLCK,2.0133,13,94.77,17
PAK1,2.131,11,94.56,18
MEKK6,-0.9523,98,94.38,19
PAK6,1.6901,17,94.15,20
GRK3,1.7954,16,94.07,21
MLK3,0.7599,31,94.0,22
TTBK2,0.7723,30,93.87,23
GRK2,1.2413,20,93.71,24
RIPK1,0.9582,26,93.56,25
ULK3,0.3977,39,93.48,26
AURB,1.8256,15,93.28,27
PAK5,1.0493,24,92.82,28
PKG1,0.9414,27,92.76,29
CK1D,1.5605,18,92.7,30
YANK2,0.4344,36,92.39,31
SMMLCK,0.8666,28,92.01,32
MLK1,0.4308,37,91.35,33
GCN2,0.1943,47,91.29,34
CK1E,0.7764,29,90.84,35
YANK3,1.0545,23,90.84,35
STK33,-0.301,62,90.26,37
MYLK4,1.1714,22,90.02,38
PERK,-0.281,61,89.43,39
MNK2,1.0266,25,89.42,40
DLK,0.2033,46,89.11,41
MLK4,-0.2335,59,89.1,42
TTK,-1.7535,151,88.34,43
PKG2,0.5723,32,88.0,44
PLK4,-0.9078,93,87.94,45
IRE2,-0.0961,52,87.42,46
MEK5,-0.8913,92,87.31,47
PDHK1,0.0373,49,86.37,48
VRK2,-1.1185,109,85.65,49
GRK1,0.5233,33,84.9,50
IRAK4,-0.196,57,84.75,51
HRI,-0.6508,74,83.99,52
CHAK1,-0.318,63,83.75,53
MSK1,0.2958,43,83.74,54
ULK1,-0.9943,100,83.12,55
MSK2,-0.0675,51,83.05,56
ZAK,-1.0824,104,82.71,57
PKCH,-0.5977,73,81.98,58
P90RSK,0.3346,42,81.81,59
CAMK4,-0.345,64,81.71,60
WNK3,-0.193,56,81.57,61
TGFBR2,-0.4886,67,81.45,62
BMPR1A,-0.1615,54,81.36,63
GRK6,0.512,34,80.93,64
CAMK1A,-0.87,90,80.88,65
NEK8,-1.3661,127,80.47,66
BRSK2,-1.0313,101,80.38,67
PLK1,-0.2287,58,80.07,68
MAPKAPK5,-0.9103,94,80.04,69
