index,Score,Score Rank,Percentile,Percentile Rank
PDHK4,2.1522,8,99.95,1
PDHK1,1.774,12,99.51,2
IKKE,2.1893,7,99.12,3
DNAPK,3.6431,1,99.04,4
BRSK1,3.1572,2,98.16,5
CAMK2D,2.9736,3,97.93,6
BRSK2,2.4388,5,97.79,7
TBK1,1.7402,13,97.52,8
HPK1,0.989,29,97.48,9
NEK11,0.3492,60,97.07,10
WNK1,2.0847,10,96.64,11
BCKDK,0.9179,32,96.52,12
GCK,0.5576,50,96.32,13
IKKA,1.3176,19,96.18,14
IRAK1,0.5707,49,96.09,15
LATS2,2.1261,9,96.01,16
SNRK,0.7181,39,95.36,17
IKKB,1.4519,16,95.18,18
RAF1,1.1971,25,95.17,19
CAMK2A,2.8757,4,94.91,20
KHS1,0.296,67,94.82,21
WNK3,1.213,23,94.5,22
WNK4,1.0122,28,94.26,23
RIPK2,-0.4791,119,94.1,24
MARK1,1.236,21,94.09,25
TAO1,-0.6796,132,94.0,26
YSK4,0.3571,59,93.94,27
SLK,-0.1327,97,93.15,28
KHS2,-0.1205,95,92.62,29
PAK6,1.2443,20,92.58,30
WNK2,1.218,22,92.17,31
CAMK2B,2.2781,6,92.14,32
CAMK2G,1.3344,18,92.11,33
MSK1,1.9064,11,91.68,34
RIPK3,0.4357,53,91.52,35
ULK3,0.0146,91,91.29,36
RIPK1,0.6611,44,91.28,37
PAK4,0.3628,57,91.25,38
SKMLCK,1.1989,24,91.13,39
MARK3,0.4989,52,91.09,40
TLK2,0.6931,42,91.02,41
NDR2,1.4853,15,90.93,42
MYLK4,1.3459,17,90.89,43
CK1G3,0.7454,37,90.71,44
TSSK2,1.103,26,90.7,45
TAO3,0.1408,82,90.7,45
QSK,0.755,36,90.24,47
MASTL,0.0079,92,90.22,48
PRKD1,1.6644,14,90.16,49
PDK1,-0.3417,107,89.93,50
PAK5,0.2737,68,89.93,50
CK1G1,0.388,55,89.58,52
ATM,0.6648,43,89.23,53
PHKG2,-0.2496,102,88.99,54
MINK,-1.1134,168,88.68,55
PRPK,0.3482,61,88.62,56
DCAMKL2,0.5928,46,88.52,57
TSSK1,0.8388,35,88.38,58
QIK,0.304,66,88.35,59
LOK,-0.6778,131,88.15,60
MSK2,0.9397,30,88.14,61
AURA,0.2552,69,88.08,62
MAPKAPK5,0.1798,78,88.04,63
PKACA,0.6963,41,87.82,64
MARK2,0.045,90,87.49,65
CHK2,0.348,62,87.1,66
AKT1,0.571,48,87.09,67
PRKD2,1.0705,27,86.97,68
MAPKAPK3,0.8843,33,86.61,69
SIK,0.1954,75,86.39,70
CHK1,0.5988,45,86.28,71
PKG1,-0.8772,150,86.27,72
PAK2,0.1183,85,86.18,73
TAO2,-1.0126,162,86.17,74
PHKG1,-0.1488,100,86.12,75
SMG1,-0.2978,104,86.11,76
CAMK4,0.23,72,86.03,77
PAK1,0.3794,56,85.8,78
BRAF,-0.6948,133,85.38,79
PAK3,0.1705,79,85.37,80
MST4,0.1902,77,85.18,81
PKACB,0.3583,58,85.09,82
TAK1,-1.7697,208,85.06,83
