index,Score,Score Rank,Percentile,Percentile Rank
MEK2,0.4654,19,99.48,1
BUB1,3.6596,1,99.12,2
NEK4,1.0241,8,98.53,3
LOK,1.3364,4,98.23,4
LKB1,1.0451,7,98.03,5
NEK1,0.5574,18,97.48,6
NEK3,0.4579,20,96.86,7
PBK,0.9922,9,96.13,8
SMG1,1.363,3,95.81,9
CRIK,2.2972,2,95.75,10
SLK,0.0938,24,94.32,11
ROCK1,0.864,12,93.33,12
NEK2,0.8814,10,93.21,13
MYO3B,-0.8404,61,92.95,14
TAO1,-0.9156,65,92.76,15
CAMKK1,-0.4428,43,92.56,16
CAMKK2,-0.8799,62,92.47,17
TAK1,-0.9865,68,92.39,18
MEK1,-0.3809,38,92.38,19
ROCK2,0.872,11,92.37,20
MRCKA,1.2625,5,92.36,21
BIKE,-0.8373,60,92.3,22
HPK1,-0.3516,37,91.76,23
TAO2,-0.5952,49,90.74,24
NEK5,-0.1735,31,90.2,25
P70S6K,1.0563,6,90.15,26
NEK11,-0.6836,54,90.13,27
MRCKB,0.6929,15,89.85,28
AAK1,-1.3989,91,88.78,29
YSK1,-1.3455,88,87.75,30
DMPK1,-0.5476,46,86.75,31
PRKD3,0.7954,13,86.19,32
PIM2,0.5975,16,85.83,33
LRRK2,-1.1996,78,85.65,34
HRI,-0.546,45,85.5,35
MINK,-1.449,94,85.47,36
AURB,-0.1797,32,85.25,37
ULK3,-0.7605,55,85.11,38
PASK,0.0809,25,85.03,39
DAPK2,0.7944,14,84.98,40
KHS2,-1.1536,74,84.96,41
SMMLCK,-0.2076,33,84.91,42
PKG1,-1.2617,81,84.58,43
HGK,-1.2957,82,84.11,44
PKG2,-0.1478,29,84.01,45
STLK3,-3.3314,205,83.98,46
GCK,-1.1051,69,83.92,47
MST3,-0.6064,50,83.78,48
MEKK6,-2.2225,143,83.65,49
P70S6KB,0.5715,17,83.53,50
DAPK3,-0.5637,47,83.36,51
MYO3A,-2.4616,161,83.15,52
KHS1,-1.318,86,82.75,53
PERK,-0.8171,58,82.73,54
DAPK1,-0.4171,41,82.62,55
CHK2,-0.6519,52,81.97,56
TNIK,-1.3592,90,81.95,57
PINK1,0.1776,22,81.79,58
