index,Score,Score Rank,Percentile,Percentile Rank
CAMK2G,2.2386,7,97.25,1
MOS,2.1284,10,96.76,2
CK1D,2.1451,9,95.11,3
PRKX,2.8746,3,94.84,4
CK2A1,3.3627,1,94.64,5
AURA,2.2133,8,94.5,6
CK1G3,1.3757,18,94.45,7
CK2A2,3.2279,2,94.26,8
AURC,2.3165,6,94.19,9
MSK1,2.5255,5,93.96,10
GRK6,2.048,12,93.96,10
PKACB,2.0775,11,92.73,12
GSK3B,1.3286,20,92.1,13
AURB,1.3826,17,91.93,14
CAMK2A,2.0328,13,90.84,15
CDC7,1.0001,23,90.84,15
GSK3A,2.6913,4,90.43,17
GRK2,0.8885,27,90.19,18
PLK3,0.9611,24,89.93,19
LATS1,1.5053,16,89.89,20
CAMK2B,1.7704,14,89.38,21
PKACA,0.9489,25,89.04,22
PLK2,0.8499,29,89.04,22
MSK2,1.1506,22,89.04,22
ALK2,0.8393,30,88.63,25
YANK3,0.8098,32,88.6,26
DAPK3,0.1953,45,88.55,27
DAPK1,0.4295,39,88.01,28
CAMK1B,1.3596,19,88.0,29
GRK3,0.8874,28,87.27,30
ALK7,1.233,21,86.53,31
LATS2,0.4165,40,86.21,32
GRK5,0.8158,31,85.86,33
NDR2,0.6942,33,84.87,34
TSSK4,0.6888,34,84.67,35
CAMLCK,0.9058,26,84.62,36
MYLK4,0.1652,46,84.26,37
PAK1,0.1392,47,84.12,38
HUNK,-0.3818,63,83.6,39
DAPK2,0.6523,35,83.52,40
RSK4,0.2531,44,82.85,41
BMPR1B,0.6075,36,82.41,42
GRK1,0.3349,43,82.25,43
RSK2,0.5095,38,82.24,44
PIM1,0.5348,37,81.66,45
TGFBR1,0.4146,41,81.58,46
CLK2,1.6466,15,81.55,47
TSSK3,-0.1825,55,81.54,48
ACVR2B,0.0663,50,81.37,49
CAMK1D,-0.2631,59,80.85,50
FAM20C,-0.8524,77,80.3,51
CAMK1A,-0.9857,85,80.17,52
ALK1,-0.0052,52,79.71,53
PKACG,-0.4362,66,79.18,54
GRK4,0.0513,51,78.84,55
DMPK1,-1.7164,108,78.37,56
NDR1,-0.3565,62,77.95,57
MAPKAPK2,-0.0797,54,77.82,58
SKMLCK,-0.9444,81,77.7,59
CK1A,-0.3417,61,77.54,60
BMPR1A,-0.6392,72,77.41,61
PAK2,-1.0247,86,76.09,62
PIM3,0.1061,49,76.01,63
PASK,-0.9501,82,75.9,64
CK1A2,0.1385,48,75.36,65
CK1E,-0.0723,53,75.34,66
MEK1,-1.0797,88,75.3,67
CAMK1G,-1.2988,92,75.26,68
PAK4,-2.3792,140,74.96,69
HASPIN,-2.4094,142,74.45,70
WNK2,-0.3903,64,74.31,71
CAMK4,-1.1236,89,74.2,72
TSSK2,-0.5571,67,74.12,73
ACVR2A,-0.6334,71,73.64,74
SMMLCK,-1.3778,93,73.48,75
CLK4,0.3883,42,73.2,76
BRSK1,-1.6653,103,72.83,77
MNK2,-0.773,74,71.96,78
P90RSK,-0.5936,69,71.68,79
CK1G2,-0.9786,84,70.69,80
P70S6KB,-0.7432,73,69.77,81
MRCKA,-2.1679,131,68.3,82
PAK5,-2.8877,161,67.81,83
NIK,-0.218,57,67.42,84
MNK1,-1.7058,107,67.22,85
