index,Score,Score Rank,Percentile,Percentile Rank
DMPK1,3.2811,1,98.48,1
NEK1,0.2982,22,96.66,2
BRAF,0.4394,17,96.66,2
MEK2,-0.8729,79,96.06,4
LKB1,0.4721,15,95.87,5
DAPK3,1.8373,2,95.53,6
PBK,0.6492,12,95.2,7
SMMLCK,1.529,3,94.96,8
GAK,0.0155,32,94.78,9
ASK1,-0.9035,80,94.68,10
CAMKK2,-0.6803,72,93.68,11
MYO3B,-0.7813,75,93.25,12
DAPK1,1.4479,5,93.01,13
MRCKA,1.2761,8,92.4,14
MEKK6,-1.3752,105,91.74,15
ROCK1,0.3867,19,91.67,16
HPK1,-0.4941,60,90.76,17
CAMLCK,1.4798,4,90.58,18
MRCKB,0.8185,10,90.37,19
DAPK2,1.3072,7,90.33,20
ROCK2,0.3809,20,90.04,21
YSK1,-1.1209,90,89.76,22
NEK4,-0.632,68,89.45,23
DNAPK,0.7311,11,89.24,24
MEK1,-0.6329,69,88.06,25
SKMLCK,0.5299,13,87.92,26
NEK3,-0.9672,84,86.94,27
ULK3,-0.5585,64,86.93,28
MINK,-1.3447,102,86.56,29
KHS1,-0.9352,83,86.56,29
CAMKK1,-1.0904,88,86.47,31
AURB,-0.1579,44,85.38,32
PDK1,-0.7306,73,85.36,33
CRIK,-0.5518,63,85.02,34
WNK1,0.4276,18,84.72,35
HGK,-1.2561,95,84.54,36
MYO3A,-2.317,173,84.54,36
MST3,-0.5708,66,84.23,38
MAP3K15,-1.3158,100,84.19,39
PKACB,0.1867,28,84.15,40
WNK4,-0.2324,48,84.07,41
PKACA,-0.0895,39,83.87,42
YANK2,-0.3198,51,83.85,43
ATR,0.1873,27,83.84,44
PAK2,-0.2134,46,83.77,45
MYLK4,0.0668,31,83.67,46
PIM2,0.2897,23,83.53,47
ICK,0.9826,9,83.5,48
MSK1,0.1521,29,82.88,49
KHS2,-1.3658,104,82.85,50
PASK,-0.2479,49,82.55,51
AAK1,-2.3694,178,82.35,52
AURA,-0.8171,76,81.73,53
LRRK2,-1.5069,116,81.6,54
SGK1,-0.0796,38,81.58,55
PKACG,-0.1559,43,81.47,56
TAO2,-1.3512,103,81.33,57
SGK3,-0.0103,33,81.03,58
PAK3,-0.3434,52,81.01,59
CAMK2G,0.2888,24,80.74,60
NDR1,-0.0954,40,80.69,61
BIKE,-2.4308,181,80.64,62
TNIK,-1.4752,114,80.47,63
MPSK1,-0.3717,54,79.8,64
MAK,1.3663,6,79.79,65
WNK2,-0.0261,34,79.7,66
PKG1,-2.2689,169,79.31,67
MSK2,-0.671,71,78.78,68
TAK1,-2.2431,167,78.59,69
MST4,-0.3948,56,78.41,70
PAK1,-0.504,61,78.31,71
PAK5,-1.8157,130,77.61,72
AKT1,-0.9241,81,77.59,73
AKT3,-1.4981,115,77.49,74
CAMK1B,0.3557,21,77.35,75
AKT2,-0.6285,67,77.11,76
AURC,-1.14,91,76.23,77
MEK5,-1.3901,107,76.22,78
TTK,-2.9863,213,75.69,79
PAK4,-2.3155,171,75.51,80
NIK,0.0952,30,75.49,81
PAK6,-1.4623,112,75.21,82
YANK3,-0.1237,42,75.16,83
PKG2,-1.3083,99,75.06,84
NEK2,-0.6538,70,74.8,85
PKCI,-1.4632,113,74.5,86
NEK5,-1.2319,94,74.17,87
MEKK3,-1.2594,96,74.09,88
MOK,0.5041,14,73.82,89
CDKL2,-0.0623,37,73.77,90
RSK4,-0.8585,78,73.58,91
P70S6KB,-0.447,58,73.37,92
PRKX,-1.6201,120,73.25,93
RIPK2,-2.7513,199,72.83,94
RSK2,-0.4854,59,72.66,95
GCK,-1.9036,137,72.21,96
CAMK1G,-1.6429,123,71.62,97
TAO1,-3.1054,221,69.9,98
NEK11,-2.0609,148,68.15,99
PKCE,-2.1554,155,68.14,100
STK33,-2.2159,162,67.51,101
PKCT,-2.1452,152,66.7,102
SBK,-1.5467,117,66.45,103
CK1A2,-0.2159,47,66.09,104
RSK3,-1.3851,106,65.9,105
LOK,-2.398,180,65.9,105
P38A,0.4625,16,65.4,107
P70S6K,-2.3041,170,65.4,107
P38B,0.2767,25,65.35,109
EEF2K,-2.6925,198,65.23,110
DYRK3,-0.0349,35,65.23,110
VRK2,-1.9942,143,64.99,112
NEK8,-2.2223,164,64.99,112
P90RSK,-1.0372,86,64.98,114
CDKL1,-0.1895,45,64.69,115
VRK1,-3.1408,224,64.57,116
CLK4,-0.3177,50,64.48,117
MST1,-2.3668,177,64.06,118
