index,Score,Score Rank,Percentile,Percentile Rank
CAMK2G,2.5286,4,98.1,1
AURC,2.7566,2,95.26,2
PRKX,3.0384,1,95.21,3
AURA,2.2583,6,94.62,4
MSK1,2.6579,3,94.4,5
AURB,1.7653,11,93.1,6
PKACB,2.1845,7,93.06,7
CK2A1,2.3514,5,92.77,8
GSK3B,1.3575,14,92.53,9
CK2A2,2.0253,8,91.78,10
DAPK1,0.9686,22,90.87,11
CAMK2A,2.0127,9,90.71,12
MSK2,1.4145,13,90.24,13
PKACA,1.145,17,89.92,14
MYLK4,0.9967,19,89.15,15
CDC7,0.6982,29,88.39,16
YANK3,0.7722,27,88.23,17
CAMK2B,1.5483,12,88.04,18
LATS1,1.2817,16,88.02,19
CAMK1B,1.3027,15,87.49,20
DAPK3,0.0001,37,87.32,21
TSSK4,0.9773,21,87.12,22
PAK1,0.574,31,87.11,23
GRK1,0.6526,30,86.65,24
CAMKK1,-1.0894,83,86.47,25
GRK6,0.9589,23,85.9,26
DAPK2,0.8814,25,85.9,26
CAMLCK,0.9825,20,85.41,28
HUNK,-0.2564,50,85.36,29
PIM1,1.0004,18,85.29,30
MOS,0.877,26,84.92,31
SKMLCK,-0.039,41,84.41,32
PKACG,0.2029,34,84.07,33
PAK6,-0.3922,55,84.0,34
LATS2,0.1349,35,83.57,35
PAK2,-0.3338,52,82.77,36
CAMKK2,-2.0248,123,81.87,37
ALK7,0.7423,28,81.74,38
DMPK1,-1.359,95,81.2,39
GSK3A,1.9273,10,81.07,40
TSSK2,0.0167,36,81.06,41
PAK4,-1.6484,105,80.77,42
CAMK4,-0.4581,60,80.76,43
RSK2,0.3092,32,80.61,44
ALK2,-0.1847,47,80.45,45
NDR2,0.2398,33,80.23,46
WNK2,-0.0103,38,79.92,47
CAMK1D,-0.432,57,79.74,48
TSSK3,-0.4504,59,79.59,49
SSTK,-0.8898,72,79.55,50
SMMLCK,-0.8552,70,79.32,51
MEK1,-0.9775,78,78.87,52
RSK4,-0.318,51,78.49,53
CK1D,-0.356,54,78.3,54
CAMK1G,-0.9984,79,78.12,55
CAMK1A,-1.395,98,77.49,56
PAK5,-1.8384,112,77.45,57
RAF1,-0.1042,42,77.42,58
MNK2,-0.4213,56,76.32,59
P70S6KB,-0.1868,48,76.23,60
CLK2,0.9216,24,75.51,61
PAK3,-0.8916,73,75.12,62
CAMK2D,-0.2075,49,75.08,63
PRKD2,-0.5097,62,74.19,64
GRK5,-0.1453,44,74.04,65
NDR1,-0.7015,66,73.9,66
MNK1,-1.1668,87,73.86,67
PLK3,-0.6395,65,73.79,68
TGFBR1,-0.1819,46,73.67,69
PASK,-1.1798,88,73.21,70
MRCKB,-1.8236,111,72.64,71
DRAK1,-1.014,80,72.45,72
PKG1,-3.3177,192,71.94,73
FAM20C,-1.8476,114,71.72,74
AKT2,-1.2306,91,71.59,75
ALK1,-0.4605,61,71.58,76
PIM2,-1.0399,81,70.99,77
BRSK1,-1.8514,115,70.78,78
MEK2,-2.9008,164,69.67,79
NIK,-0.1409,43,69.64,80
MRCKA,-2.0467,125,69.58,81
QSK,-1.5316,102,69.47,82
CLK4,-0.0126,39,68.47,83
PKG2,-1.981,122,68.03,84
SGK1,-1.8778,117,67.82,85
ROCK1,-2.9107,165,67.66,86
CK1A2,-0.1613,45,67.63,87
CLK3,-0.0331,40,67.31,88
AKT3,-2.7176,158,67.14,89
LKB1,-1.8629,116,66.81,90
AKT1,-2.0993,128,66.46,91
MARK4,-1.2365,92,66.29,92
ACVR2B,-1.1612,86,65.92,93
WNK3,-1.1948,90,65.63,94
BRAF,-1.6573,106,65.62,95
PLK2,-1.7654,108,65.47,96
WNK1,-0.9519,76,65.26,97
BMPR1B,-0.8559,71,65.13,98
TSSK1,-1.3223,94,65.1,99
MARK1,-2.297,137,64.95,100
ROCK2,-2.5173,154,64.82,101
BIKE,-3.7024,208,64.28,102
BMPR1A,-1.8232,110,64.15,103
MARK3,-2.3724,141,64.07,104
PIM3,-0.6388,64,63.96,105
HASPIN,-3.1173,180,63.86,106
GRK2,-0.3468,53,63.56,107
MAPKAPK2,-1.4997,101,61.85,108
