index,Score,Score Rank,Percentile,Percentile Rank
MEKK2,3.1372,2,99.98,1
OSR1,3.0924,3,99.89,2
MEK2,1.2975,17,99.88,3
MEKK3,2.1199,7,99.88,3
MEK1,1.4518,14,99.76,5
EEF2K,3.1817,1,99.71,6
TTK,1.986,8,99.6,7
MEK5,0.9775,23,99.6,7
MST1,2.259,5,99.44,9
MST2,1.7512,10,99.42,10
TNIK,2.421,4,99.41,11
STLK3,0.4392,39,99.26,12
MINK,1.6102,12,99.03,13
MYO3A,1.1262,19,98.84,14
ZAK,1.4206,15,98.77,15
TAO3,1.8603,9,98.72,16
HGK,1.4027,16,98.64,17
MYO3B,0.8868,24,98.36,18
NEK5,0.9972,22,98.02,19
PLK4,1.1908,18,97.84,20
PERK,1.0897,21,97.65,21
NEK1,0.2703,44,96.54,22
BRAF,0.3495,41,96.14,23
TAO2,0.213,47,95.97,24
KHS2,0.6156,31,95.79,25
YSK1,-0.0806,63,95.77,26
KHS1,0.4565,38,95.43,27
MEKK1,0.2558,45,95.31,28
NEK8,0.0794,57,95.22,29
HRI,0.5206,36,95.16,30
MLK4,0.8344,27,95.11,31
ALPHAK3,0.155,52,94.71,32
GCK,0.119,54,94.3,33
NEK6,1.1009,20,94.28,34
BMPR2,0.7226,28,94.07,35
CAMKK1,-0.2212,68,94.02,36
AAK1,-0.3715,72,93.66,37
TAO1,-0.8482,99,93.11,38
VRK2,-0.5762,78,92.86,39
PKR,0.1742,50,92.78,40
ASK1,-1.336,126,92.47,41
MLK1,0.4575,37,91.57,42
MLK3,0.3292,42,91.49,43
SRPK3,2.1941,6,91.2,44
MAP3K15,-0.6997,91,90.92,45
MEKK6,-1.5122,133,90.73,46
COT,1.4691,13,90.62,47
TAK1,-1.2841,123,90.16,48
BIKE,-1.2307,118,89.87,49
LRRK2,-0.8087,97,89.85,50
BMPR1B,1.6417,11,89.75,51
NEK7,0.1866,49,89.71,52
VRK1,-1.4659,131,89.24,53
TLK1,-0.0635,61,89.15,54
YSK4,-0.1984,67,89.08,55
PLK1,0.5464,34,88.7,56
TLK2,0.4157,40,88.6,57
GAK,-0.6651,87,88.4,58
NEK9,0.2337,46,88.22,59
NEK4,-0.75,94,88.2,60
PBK,-0.796,96,87.96,61
DSTYK,0.5789,32,87.87,62
NEK3,-0.8934,100,87.66,63
ANKRD3,-0.0876,65,87.5,64
IRE1,-0.0858,64,87.13,65
HPK1,-0.9619,103,86.94,66
CAMKK2,-1.598,137,86.77,67
ACVR2B,0.6957,30,86.71,68
ERK7,0.5624,33,86.15,69
ACVR2A,0.5441,35,86.02,70
PDK1,-0.696,89,85.76,71
MLK2,0.0602,58,85.43,72
ULK2,-0.2867,71,83.81,73
NEK11,-1.283,122,82.64,74
ULK1,-1.0463,106,82.47,75
ALK1,0.1939,48,82.39,76
SRPK2,0.8552,26,82.32,77
DLK,-0.1627,66,82.2,78
MST3,-0.7435,93,81.99,79
LOK,-1.2813,121,81.82,80
IRE2,-0.6337,83,81.75,81
GCN2,-0.6505,86,80.91,82
TGFBR2,-0.6135,82,79.67,83
MPSK1,-0.3987,73,79.46,84
YANK2,-0.6418,84,78.81,85
HASPIN,-2.1148,156,78.17,86
LKB1,-1.2605,120,78.15,87
BMPR1A,-0.5871,79,77.89,88
SRPK1,0.8824,25,76.89,89
STK33,-1.6155,139,76.35,90
PKCB,-1.0675,107,75.16,91
ALK2,-0.7511,95,74.04,92
CDKL1,0.1638,51,71.53,93
ALK4,-0.6087,81,70.53,94
PKCH,-1.6103,138,70.41,95
HUNK,-1.2036,116,69.74,96
CDKL5,0.01,60,69.61,97
CK1D,-1.1302,112,68.97,98
SLK,-2.3819,170,68.84,99
PKCT,-2.017,153,68.3,100
CDK5,0.1199,53,68.09,101
NEK2,-1.1168,111,67.75,102
ALK7,-0.2853,70,66.29,103
CDK3,-1.0369,105,66.17,104
TGFBR1,-0.6078,80,66.03,105
JNK3,-0.0639,62,65.95,106
CDK1,0.0362,59,65.91,107
TTBK2,-1.213,117,65.79,108
PKCD,-1.1755,114,65.21,109
P38G,-0.4566,74,65.2,110
PRP4,-0.5126,75,65.13,111
PLK2,-1.8136,145,64.86,112
DCAMKL1,-1.1545,113,64.73,113
P38B,0.1109,55,64.56,114
PLK3,-1.3126,125,63.97,115
GRK4,-0.8181,98,63.45,116
PKCZ,-1.5575,135,63.23,117
ERK5,0.0826,56,63.08,118
DCAMKL2,-1.7625,144,62.81,119
YANK3,-0.6974,90,62.32,120
CK2A2,-3.1414,199,61.89,121
ICK,-1.5459,134,61.55,122
CDK6,-1.0131,104,61.54,123
FAM20C,-2.7766,185,60.59,124
IRAK4,-2.1129,155,59.77,125
CDK13,-0.5678,77,59.69,126
MST4,-1.6377,140,59.22,127
GSK3A,0.7081,29,59.08,128
ERK1,-0.9154,102,59.06,129
GSK3B,0.2939,43,59.04,130
PKCG,-2.3142,167,58.79,131
CK1G1,-1.6406,141,58.45,132
P38A,-0.5461,76,58.36,133
CK2A1,-3.5657,212,58.1,134
MAK,-1.0834,109,57.78,135
PKCA,-2.1797,160,57.24,136
DAPK3,-2.8701,190,56.98,137
CDK12,-1.4995,132,56.41,138
CLK2,-0.8955,101,56.25,139
NIM1,-1.9987,152,55.85,140
CDKL2,-1.338,127,55.65,141
CDK2,-1.9853,151,55.28,142
ERK2,-1.2914,124,55.27,143
BUB1,-3.1165,198,53.86,144
PINK1,-1.3618,129,53.83,145
GRK3,-1.1043,110,53.73,146
NIK,-0.6495,85,53.54,147
JNK2,-1.1991,115,53.24,148
DMPK1,-3.8991,224,52.79,149
GRK7,-2.9925,192,52.5,150
GRK2,-0.6776,88,52.0,151
PKCE,-3.3982,206,51.88,152
PASK,-2.5638,176,50.74,153
CDK16,-2.4818,174,50.72,154
PKCI,-3.2749,202,50.1,155
RIPK2,-4.1721,235,50.04,156
CDK4,-2.3587,169,48.81,157
IRAK1,-3.3042,203,48.77,158
KIS,-1.8808,148,48.3,159
MOK,-2.1679,159,47.89,160
