index,Score,Score Rank,Percentile,Percentile Rank
BMPR2,1.2905,20,99.14,1
GRK4,3.2998,3,98.71,2
PLK3,3.2328,4,98.5,3
GRK1,2.3178,5,97.97,4
BCKDK,1.2131,22,97.53,5
PLK2,3.3444,2,97.26,6
PLK1,2.0333,10,96.96,7
PDHK1,0.9564,29,96.81,8
IKKE,1.5154,17,96.76,9
FAM20C,3.9593,1,96.73,10
PDHK4,0.6881,33,95.39,11
GRK5,2.3125,6,95.2,12
ACVR2A,2.2437,7,95.15,13
TGFBR2,0.9425,30,94.15,14
ALK2,1.909,12,93.93,15
GRK7,1.5993,16,93.41,16
CK1D,1.6721,14,93.17,17
TGFBR1,2.0736,8,93.14,18
DSTYK,1.2071,23,93.13,19
DNAPK,1.3358,19,93.06,20
ATM,1.2017,24,92.85,21
TBK1,0.9846,28,92.81,22
ACVR2B,1.6721,14,92.78,23
GRK6,1.8166,13,92.68,24
CAMK2G,1.3443,18,92.18,25
BMPR1B,2.056,9,91.83,26
IRAK1,-0.2317,48,91.11,27
CAMK2B,2.0112,11,90.75,28
GRK3,1.2189,21,90.33,29
IKKB,0.874,32,90.32,30
BMPR1A,1.1882,25,89.69,31
YSK4,-0.1928,46,89.13,32
ALK1,0.8869,31,89.02,33
CAMK2D,1.0777,27,88.94,34
TLK2,0.4433,35,88.85,35
TLK1,-0.1908,45,88.01,36
CK2A2,0.4202,37,86.65,37
PLK4,-1.0595,64,86.63,38
ALK7,1.1599,26,85.89,39
CK2A1,0.1402,39,85.81,40
IKKA,0.041,40,85.06,41
DLK,-0.0441,42,84.68,42
MEK1,-0.7963,56,84.19,43
TTBK2,-0.0797,43,83.94,44
ALK4,0.0223,41,83.86,45
GRK2,0.4404,36,83.63,46
TTBK1,-0.919,59,83.42,47
HRI,-0.7035,55,83.22,48
CK1G3,-0.2239,47,81.52,49
YANK2,-0.5682,53,80.02,50
CAMK2A,0.6307,34,79.85,51
ALPHAK3,-1.847,93,79.38,52
RIPK2,-2.3271,111,78.33,53
SMG1,-0.9879,62,77.35,54
MEKK3,-1.1439,67,76.47,55
YANK3,-0.0956,44,75.72,56
BRSK1,-1.4095,77,75.6,57
CDC7,-0.2701,49,75.58,58
PERK,-1.3274,73,74.17,59
MARK1,-1.6042,84,73.54,60
MSK1,-1.1588,68,72.69,61
MST2,-2.3425,112,72.57,62
AURA,-1.8242,92,71.88,63
ANKRD3,-0.8892,57,71.73,64
CK1G2,-0.936,61,71.46,65
STLK3,-4.3772,214,71.06,66
ULK1,-1.7932,90,70.79,67
ASK1,-3.6379,179,69.41,68
MLK4,-1.9543,98,68.33,69
TAK1,-2.8509,134,67.93,70
MLK1,-1.0539,63,67.85,71
MSK2,-1.6631,89,67.48,72
MEKK1,-1.6619,88,67.08,73
ZAK,-2.02,102,66.77,74
MINK,-2.7871,129,66.76,75
HUNK,-1.3511,74,66.73,76
RSK3,-1.3528,75,66.39,77
BRSK2,-2.3906,114,65.18,78
VRK2,-2.0061,101,64.61,79
MARK2,-2.1791,107,64.16,80
ULK3,-2.4476,115,63.84,81
GCN2,-1.6199,86,63.33,82
TTK,-3.8356,187,63.28,83
RSK2,-1.2065,69,62.88,84
SRPK3,-0.8999,58,62.74,85
GSK3B,0.3743,38,62.74,85
CAMKK1,-2.4622,118,62.68,87
LATS2,-1.6097,85,61.43,88
CAMKK2,-3.1516,149,61.2,89
NEK7,-1.6369,87,61.17,90
MEK2,-3.2504,152,61.14,91
MARK4,-1.5315,81,60.84,92
ULK2,-1.5693,82,60.28,93
CK1G1,-1.5774,83,59.8,94
P90RSK,-1.396,76,58.59,95
BRAF,-1.963,99,57.98,96
MARK3,-2.7988,131,57.73,97
NEK9,-1.5072,80,56.18,98
COT,-0.4346,50,55.77,99
MEKK2,-2.1744,106,55.11,100
RIPK3,-2.2306,108,53.94,101
BIKE,-4.2345,206,53.38,102
MAPKAPK5,-2.9407,140,52.73,103
SKMLCK,-3.0358,143,52.23,104
PKACA,-3.9476,193,51.99,105
MASTL,-1.443,78,51.61,106
MLK3,-2.1411,104,51.03,107
RIPK1,-2.04,103,50.96,108
MAPKAPK2,-2.5027,121,48.21,109
RSK4,-2.7721,128,47.79,110
MST1,-3.1558,150,47.77,111
ATR,-0.6921,54,47.76,112
LATS1,-1.4734,79,47.39,113
NEK11,-2.9219,139,47.03,114
MOS,-0.4863,52,46.33,115
RAF1,-1.3204,72,45.7,116
QSK,-3.087,147,45.69,117
MYLK4,-3.1346,148,45.68,118
NEK6,-2.3062,110,45.35,119
CAMLCK,-1.1346,66,45.26,120
MAPKAPK3,-2.4927,119,44.79,121
HGK,-3.4761,165,44.74,122
CAMK1D,-3.5411,170,44.0,123
PAK4,-5.0846,243,43.55,124
PRKD1,-2.2389,109,43.38,125
TNIK,-3.543,171,43.22,126
PKACB,-3.8702,190,42.67,127
CK1A2,-0.93,60,41.74,128
PKACG,-3.286,156,41.66,129
GCK,-3.4293,162,41.26,130
CK1E,-1.2436,70,41.17,131
JNK1,-2.1667,105,40.59,132
HPK1,-3.8821,191,40.09,133
SRPK1,-1.9816,100,39.92,134
CAMK1B,-1.0871,65,39.78,135
PKG2,-4.0044,197,39.7,136
TSSK4,-2.4593,117,39.66,137
PRKX,-4.6002,227,39.59,138
PIM3,-1.8211,91,39.49,139
PKG1,-6.4309,287,39.41,140
NIM1,-2.83,132,39.4,141
MNK2,-2.8964,136,39.13,142
SSTK,-4.2803,210,38.97,143
DAPK1,-3.761,183,38.63,144
NEK2,-2.9112,137,38.6,145
SGK1,-3.8642,189,38.32,146
DRAK1,-2.4957,120,38.17,147
VRK1,-4.3514,213,37.97,148
JNK3,-1.9193,96,37.77,149
DAPK3,-3.905,192,37.11,150
SLK,-4.2322,205,36.39,151
QIK,-3.6079,177,35.92,152
KHS1,-4.2607,207,35.67,153
OSR1,-4.9536,240,35.55,154
NEK3,-4.3773,215,35.36,155
EEF2K,-4.1602,201,35.26,156
SMMLCK,-3.3508,159,34.92,157
SRPK2,-2.7893,130,34.4,158
TAO1,-5.2314,249,33.77,159
AAK1,-6.0219,275,33.65,160
CDK8,-2.8508,133,33.33,161
PRPK,-0.4349,51,33.14,162
KIS,-2.891,135,33.14,162
NUAK2,-2.5104,122,32.95,164
CLK4,-2.6909,125,32.79,165
TAO2,-3.4519,164,32.7,166
TSSK2,-3.3462,157,32.33,167
PAK6,-4.7245,232,32.29,168
MEKK6,-5.1697,246,32.29,168
TSSK1,-3.4891,167,32.0,170
NEK4,-4.2696,209,31.5,171
MEK5,-2.754,127,31.49,172
TAO3,-3.0304,142,31.33,173
DYRK4,-2.9732,141,31.13,174
CLK1,-3.2807,155,31.0,175
KHS2,-4.7379,233,30.48,176
WNK3,-3.0728,145,30.32,177
P38B,-3.0422,144,29.08,178
NEK1,-4.7498,234,28.95,179
PDK1,-3.2801,154,28.6,180
SIK,-4.5733,226,28.29,181
CDK19,-3.7977,186,28.03,182
NDR2,-3.347,158,27.94,183
CAMK4,-4.1787,202,27.79,184
STK33,-4.6073,228,27.76,185
PAK1,-3.7589,182,27.75,186
PIM1,-2.7193,126,27.6,187
DCAMKL2,-3.5866,174,27.12,188
SGK3,-4.0742,199,26.91,189
PAK5,-6.1692,281,26.89,190
PRKD3,-3.8627,188,26.8,191
MST4,-3.4864,166,26.77,192
CK1A,-2.4572,116,26.54,193
SBK,-4.4051,219,26.5,194
PAK2,-4.0301,198,26.47,195
NDR1,-3.6009,176,26.33,196
P70S6KB,-2.9181,138,26.26,197
PKCD,-3.3599,160,26.2,198
CLK2,-3.4361,163,25.98,199
YSK1,-5.5182,258,25.71,200
PKR,-2.6886,124,25.37,201
MAP3K15,-4.4593,223,25.12,202
LOK,-4.9419,239,24.73,203
WNK4,-3.9721,194,24.48,204
CAMK1A,-5.9389,273,24.38,205
PAK3,-4.2089,203,24.31,206
SNRK,-5.6774,262,24.1,207
AKT3,-6.0952,277,23.95,208
AMPKA1,-3.6271,178,23.55,209
CHK2,-5.5176,257,23.23,210
NEK5,-3.7798,184,23.07,211
AURB,-5.0068,242,23.06,212
PKCA,-4.4618,224,23.03,213
PRKD2,-4.3897,217,23.01,214
ROCK2,-5.4347,254,23.0,215
MTOR,-1.889,95,22.94,216
AURC,-5.1148,245,22.72,217
WNK1,-3.5012,168,22.12,218
PHKG2,-6.7591,294,21.87,219
NEK8,-4.3886,216,21.69,220
PKN2,-4.2128,204,21.26,221
AKT2,-4.3101,211,20.99,222
PKCT,-5.7802,267,20.75,223
MYO3A,-6.6426,290,20.52,224
ROCK1,-6.5621,289,20.27,225
PIM2,-4.0041,196,19.65,226
PHKG1,-5.4089,252,19.24,227
AMPKA2,-4.3215,212,19.21,228
DMPK1,-6.1128,278,18.21,229
AKT1,-5.6194,260,17.51,230
CHK1,-3.677,180,17.21,231
PKCB,-5.2339,250,17.16,232
MYO3B,-6.8431,295,16.78,233
TSSK3,-6.2093,283,16.19,234
DYRK2,-3.7251,181,16.06,235
HASPIN,-6.4507,288,15.57,236
PKCH,-5.4573,255,15.56,237
IRE1,-4.9941,241,14.92,238
P38D,-4.4434,221,14.85,239
GSK3A,-1.2769,71,14.84,240
DAPK2,-1.8711,94,14.74,241
MST3,-4.8065,236,14.7,242
MAK,-5.7704,266,14.58,243
CRIK,-6.7491,292,14.56,244
PKCE,-6.6639,291,14.51,245
IRE2,-5.0921,244,14.36,246
PKN1,-7.2977,299,14.22,247
PKCG,-5.6387,261,13.74,248
DCAMKL1,-4.4268,220,13.69,249
MLK2,-3.3959,161,13.65,250
LRRK2,-4.6629,230,13.58,251
MRCKB,-6.1175,279,13.57,252
PRP4,-3.5278,169,13.02,253
CHAK2,-3.7825,185,12.76,254
IRAK4,-5.9511,274,12.72,255
MNK1,-5.9308,272,12.59,256
P70S6K,-6.0368,276,12.52,257
BUB1,-6.752,293,12.23,258
PASK,-4.6365,229,12.14,259
PKN3,-2.5786,123,12.03,260
MRCKA,-6.1934,282,11.61,261
NUAK1,-5.4839,256,11.55,262
CDKL5,-3.5808,173,11.17,263
MPSK1,-4.9113,238,11.16,264
PKCI,-7.1466,298,10.93,265
CLK3,-3.5982,175,10.86,266
CDK7,-4.6669,231,10.74,267
NIK,-1.95,97,10.33,268
JNK2,-3.5602,172,10.2,269
HIPK4,-4.2623,208,10.08,270
MELK,-5.9084,271,9.73,271
CDKL2,-4.5284,225,9.37,272
WNK2,-4.0005,195,9.18,273
CDKL1,-2.3437,113,9.12,274
P38G,-4.4013,218,9.09,275
CHAK1,-6.2177,284,9.08,276
CDK13,-3.2555,153,9.03,277
CDK1,-4.4435,222,8.99,278
ICK,-7.6025,304,8.96,279
DYRK3,-5.7149,263,8.93,280
CDK12,-5.217,248,8.33,281
HIPK3,-5.8862,270,8.2,282
CAMK1G,-6.2409,285,8.02,283
P38A,-4.1295,200,7.56,284
ERK5,-3.1793,151,7.33,285
ERK1,-5.4322,253,6.84,286
CDK9,-5.7293,264,6.8,287
PKCZ,-6.4114,286,6.69,288
CDK2,-4.9031,237,6.38,289
CDK10,-8.4071,309,6.09,290
LKB1,-5.5544,259,5.51,291
CDK5,-7.1246,297,5.25,292
NLK,-3.0768,146,5.19,293
DYRK1A,-5.2474,251,5.18,294
HIPK1,-5.7434,265,5.14,295
CDK14,-7.438,301,5.08,296
DYRK1B,-5.8051,268,5.03,297
MOK,-7.8983,306,5.03,297
ERK7,-5.8834,269,4.64,299
CDK6,-7.6377,305,4.07,300
CDK3,-7.9164,307,3.59,301
CDK4,-7.4722,303,3.19,302
HIPK2,-7.0973,296,2.96,303
CDK18,-7.4444,302,2.79,304
ERK2,-6.1288,280,2.02,305
CDK16,-7.9843,308,1.85,306
CDK17,-7.4063,300,1.81,307
PINK1,-5.2115,247,1.74,308
PBK,-10.2761,310,1.46,309
GAK,-4.7962,235,0.97,310
