index,Score,Score Rank,Percentile,Percentile Rank
DMPK1,5.4083,1,99.72,1
DAPK3,2.6732,2,97.38,2
GAK,0.3632,46,96.72,3
SMMLCK,2.0584,8,96.61,4
PBK,1.1237,24,96.45,5
DAPK1,2.4514,4,96.09,6
MRCKA,2.5606,3,96.01,7
PASK,2.3595,6,95.8,8
CAMLCK,2.0901,7,95.21,9
ROCK2,1.6575,13,95.13,10
PIM2,2.403,5,94.25,11
MRCKB,1.8635,9,94.16,12
CRIK,1.5419,17,93.85,13
DAPK2,1.6921,11,93.82,14
SKMLCK,1.8539,10,93.71,15
ROCK1,0.9949,27,93.71,15
NEK1,-0.4562,73,92.9,17
MYLK4,1.6652,12,92.33,18
AURB,1.377,19,91.91,19
AAK1,-1.03,90,90.74,20
ASK1,-1.6333,124,90.37,21
RSK4,1.5797,15,90.32,22
PKG2,0.7532,33,88.91,23
YANK2,0.0737,52,88.81,24
NDR1,0.8774,29,88.78,25
MSK1,1.2738,21,88.78,25
RSK2,1.5558,16,88.72,27
AURC,0.6688,35,88.47,28
PKACA,0.7743,30,88.22,29
PAK2,0.4392,44,88.15,30
CAMK1B,1.3136,20,87.6,31
PKACB,0.7619,31,87.28,32
YANK3,0.6734,34,87.16,33
ICK,1.5808,14,86.97,34
P90RSK,1.0723,25,86.9,35
MEKK6,-1.9495,147,86.76,36
PIM1,1.1398,23,86.31,37
ATR,0.2867,49,86.12,38
AURA,-0.19,60,85.83,39
WNK1,0.5258,38,85.79,40
BIKE,-1.8068,142,85.78,41
LKB1,-0.781,84,85.19,42
P70S6KB,0.7571,32,84.96,43
PKACG,0.2922,48,84.66,44
PKG1,-1.2507,100,84.64,45
CAMK1G,-0.1895,59,84.49,46
SGK1,0.4282,45,84.3,47
NIK,0.52,39,83.88,48
AKT3,-0.5241,75,83.48,49
AKT2,0.2736,50,83.21,50
PRKX,-0.1366,57,83.14,51
P70S6K,-0.299,66,83.02,52
TTK,-2.3857,170,82.76,53
KHS1,-1.3167,104,82.76,53
MSK2,-0.2583,63,81.85,55
MYO3B,-2.3381,165,81.6,56
AKT1,-0.4158,70,81.28,57
PAK1,-0.1944,62,81.23,58
SGK3,-0.0343,53,80.83,59
CAMK1D,-0.3083,67,80.56,60
MAK,1.4162,18,80.18,61
PDK1,-1.101,91,80.11,62
MOK,1.199,22,79.98,63
WNK2,-0.0369,54,79.57,64
CDKL2,0.516,40,79.45,65
LRRK2,-1.6838,131,78.94,66
PAK3,-0.5738,77,78.58,67
SBK,-0.409,69,77.59,68
RSK3,-0.475,74,76.91,69
MPSK1,-0.6038,78,76.87,70
MNK1,-0.9523,88,76.19,71
CAMK1A,-1.5986,121,75.93,72
CLK4,0.5412,37,74.94,73
CLK3,0.4835,41,74.92,74
ULK3,-1.6928,133,74.84,75
SSTK,-1.4468,111,74.13,76
HPK1,-2.0199,152,74.08,77
MEK2,-2.7057,196,73.96,78
CAMKK2,-2.5498,183,73.62,79
PKCE,-1.6839,132,73.39,80
MAP3K15,-2.065,156,72.83,81
PAK6,-1.695,134,72.8,82
YSK1,-2.6479,192,72.05,83
