index,Score,Score Rank,Percentile,Percentile Rank
CAMKK1,0.6671,6,97.93,1
CAMKK2,0.082,12,97.24,2
CAMK2G,1.9943,3,96.29,3
CK2A1,2.3711,1,92.81,4
CK2A2,2.0121,2,91.75,5
CDC7,1.079,5,91.37,6
GRK6,1.5393,4,90.87,7
ALK2,0.4223,8,85.76,8
HUNK,-0.5086,23,81.79,9
PLK2,-0.2137,16,81.74,10
GRK1,0.2282,10,80.57,11
LKB1,-1.3077,38,77.41,12
PLK3,-0.3908,19,76.95,13
GRK5,-0.0351,14,75.65,14
CAMK2A,0.2235,11,75.61,15
IKKB,-0.3524,18,72.65,16
CAMK2D,-0.3934,20,72.45,17
TGFBR1,-0.3027,17,71.74,18
BIKE,-3.3202,115,70.48,19
GSK3B,0.5343,7,69.47,20
CAMK2B,-0.452,22,69.26,21
YANK3,-0.4316,21,68.64,22
CAMK1B,-0.1862,15,68.11,23
MSK1,-1.5802,51,67.93,24
DSTYK,-0.8691,29,67.91,25
ACVR2B,-1.0626,32,67.53,26
CK1D,-1.2602,37,67.1,27
FAM20C,-2.3044,71,66.65,28
BMPR1B,-0.8535,28,65.17,29
MOS,0.018,13,65.03,30
MEK2,-3.146,105,63.81,31
MEK1,-1.3849,44,62.77,32
IKKA,-1.4245,47,61.47,33
JNK1,-0.7597,26,60.29,34
TSSK2,-1.5868,52,59.33,35
MAPKAPK2,-1.7163,55,59.02,36
BRAF,-1.9424,63,58.49,37
BMPR1A,-2.2559,70,57.52,38
LATS1,-1.041,31,55.33,39
PRKX,-3.3923,119,55.32,40
AAK1,-4.6995,195,55.18,41
DNAPK,-1.6076,53,53.4,42
AURC,-3.0755,102,52.5,43
JNK3,-1.2011,34,52.31,44
PRKD2,-2.2431,67,52.17,45
CAMK1A,-3.8683,144,51.97,46
SSTK,-3.2984,114,51.82,47
LATS2,-2.2052,66,51.69,48
JNK2,-1.3433,41,50.99,49
GRK2,-0.7122,25,50.67,50
RSK2,-1.9026,61,50.46,51
GSK3A,0.2897,9,49.95,52
TAK1,-3.7206,139,49.48,53
DLK,-1.2549,36,49.44,54
CAMK1G,-3.2667,112,48.78,55
MSK2,-2.7344,89,48.74,56
CAMK1D,-3.2311,108,48.57,57
HASPIN,-4.0367,157,48.32,58
GRK4,-1.4998,48,48.29,59
ACVR2A,-1.9236,62,48.17,60
MYLK4,-3.0229,100,47.8,61
ALK1,-1.3663,42,46.5,62
MPSK1,-2.4461,74,46.16,63
SBK,-3.0281,101,46.13,64
PKACA,-4.3677,175,45.84,65
BUB1,-3.7169,138,45.76,66
RAF1,-1.3228,40,45.64,67
MARK1,-3.6395,134,44.73,68
MAPKAPK5,-3.4385,123,44.42,69
PAK6,-3.8801,146,44.27,70
MAPKAPK3,-2.5326,79,44.13,71
ERK5,-1.3105,39,43.95,72
CK1E,-1.1745,33,43.25,73
PKR,-2.083,64,43.06,74
IKKE,-2.4867,76,42.89,75
CAMK4,-3.2347,109,42.78,76
AURB,-3.7769,140,42.56,77
YANK2,-2.4627,75,41.81,78
DAPK1,-3.6174,132,41.61,79
ALK7,-1.4015,45,40.52,80
DYRK4,-2.2555,69,39.99,81
RSK4,-3.25,111,39.88,82
BRSK1,-4.0074,154,39.74,83
MARK4,-2.5835,81,39.73,84
PKACB,-4.1051,162,39.12,85
TSSK4,-2.4947,78,39.01,86
PDHK4,-1.0055,30,38.75,87
IRAK1,-3.9264,148,38.73,88
RIPK1,-2.7001,85,38.38,89
CDK13,-1.7755,56,38.01,90
GRK3,-1.7924,58,37.29,91
WNK1,-2.537,80,37.17,92
CDK12,-2.9136,94,36.92,93
PRKD1,-2.6909,84,36.64,94
ASK1,-5.3184,229,36.33,95
CK1G3,-2.6,82,35.41,96
MARK3,-4.1909,165,35.15,97
ALK4,-1.555,50,35.03,98
ATM,-2.318,72,34.95,99
ALPHAK3,-4.5319,187,34.32,100
PLK1,-2.6895,83,34.16,101
MARK2,-3.9741,151,34.11,102
WNK2,-2.4439,73,33.71,103
AURA,-4.1945,166,33.56,104
MTOR,-1.3798,43,33.45,105
PRKD3,-3.4382,122,33.42,106
PASK,-3.4827,125,31.98,107
VRK2,-2.8251,92,31.46,108
CK1A2,-1.2136,35,31.45,109
QSK,-3.9587,150,31.12,110
GCN2,-3.4114,120,30.66,111
TSSK1,-3.6308,133,30.02,112
BCKDK,-3.2935,113,29.99,113
P90RSK,-2.7912,91,29.93,114
SMG1,-2.1258,65,29.85,115
CHK1,-2.9218,95,29.46,116
WNK3,-3.1353,104,29.23,117
TTBK1,-4.8998,207,28.84,118
CDK8,-3.1046,103,28.64,119
P70S6K,-4.7336,196,28.56,120
DAPK2,-1.5059,49,28.33,121
PIM1,-2.727,87,27.47,122
GAK,-3.4951,126,27.35,123
NDR2,-3.3922,118,27.32,124
RIPK2,-5.5151,239,27.11,125
CDK2,-3.5788,131,27.1,126
MAK,-4.4244,179,26.5,127
P70S6KB,-2.9117,93,26.42,128
CDK4,-4.0814,161,26.29,129
P38D,-3.6409,135,26.2,130
DMPK1,-5.5815,245,25.83,131
NEK1,-4.9856,209,25.56,132
DAPK3,-4.4889,185,25.53,133
CDK9,-3.5765,130,25.52,134
CDK19,-3.9743,152,25.52,134
P38B,-3.2171,107,25.49,136
NEK6,-3.3724,117,25.4,137
PINK1,-2.7838,90,25.21,138
CHAK2,-2.9776,98,25.1,139
STK33,-4.7941,202,25.0,140
PRP4,-2.9697,97,24.86,141
SNRK,-5.6209,247,24.83,142
CLK3,-2.4897,77,24.76,143
CDK7,-3.3612,116,24.54,144
NIM1,-3.6639,136,24.41,145
AKT1,-5.0328,214,24.29,146
TSSK3,-5.4011,231,24.01,147
CRIK,-5.9397,257,23.99,148
GRK7,-4.7576,198,23.94,149
PBK,-6.1211,264,23.69,150
BMPR2,-0.7986,27,23.68,151
QIK,-4.4509,184,23.59,152
PIM2,-3.7983,142,23.38,153
DRAK1,-3.1804,106,23.23,154
HIPK4,-2.9409,96,23.2,155
PDHK1,-1.9022,60,22.54,156
TBK1,-2.9847,99,22.27,157
CK1A,-2.7319,88,22.19,158
SMMLCK,-3.9754,153,21.14,159
PRPK,-0.6071,24,21.13,160
MEKK3,-3.421,121,21.06,161
NDR1,-3.9554,149,21.05,162
AKT3,-6.3571,269,20.94,163
SKMLCK,-4.9978,211,20.85,164
MOK,-5.0198,213,20.79,165
MNK1,-5.1182,219,20.23,166
AKT2,-4.3705,176,20.16,167
COT,-2.251,68,20.1,168
CDKL1,-1.8159,59,20.07,169
CDKL2,-3.5281,127,20.05,170
BRSK2,-5.6307,248,20.03,171
LRRK2,-4.2753,169,19.92,172
ICK,-5.952,258,19.78,173
CHK2,-5.8747,255,19.36,174
CDK1,-3.7783,141,19.34,175
ERK1,-4.0088,155,19.3,176
PKACG,-4.8102,203,18.66,177
CDK10,-5.8748,256,18.47,178
TTBK2,-4.0453,159,18.44,179
NIK,-1.6331,54,18.21,180
NEK8,-4.6121,191,18.12,181
AMPKA2,-4.4323,182,17.97,182
DYRK2,-3.5582,128,17.95,183
NEK4,-5.2533,227,17.85,184
PAK4,-7.2506,285,17.57,185
RSK3,-4.2963,171,17.34,186
P38A,-3.2464,110,17.22,187
RIPK3,-4.5737,190,16.94,188
WNK4,-4.5735,189,16.91,189
CLK2,-4.3767,177,16.83,190
DYRK3,-4.7794,200,16.81,191
PAK1,-4.5299,186,16.68,192
PAK5,-7.1705,282,16.58,193
AMPKA1,-4.146,164,16.57,194
MELK,-5.0842,218,16.57,194
HIPK1,-4.045,158,16.42,196
PKG1,-8.7976,304,16.41,197
CLK4,-3.8909,147,16.24,198
MRCKB,-5.8686,254,16.11,199
ULK1,-4.7691,199,16.04,200
DYRK1B,-4.4449,183,15.93,201
CAMLCK,-1.7827,57,15.71,202
CDK18,-4.9918,210,15.69,203
SRPK1,-3.8069,143,15.5,204
HIPK2,-5.0661,217,15.39,205
CDK16,-5.4235,233,15.21,206
NUAK1,-5.1303,220,14.95,207
CDK14,-5.363,230,14.8,208
NEK2,-4.6654,193,14.55,209
ERK2,-4.0232,156,14.51,210
DCAMKL2,-4.4321,181,13.87,211
DYRK1A,-4.2049,168,13.86,212
MNK2,-4.8678,206,13.37,213
ULK3,-6.2516,267,13.17,214
SIK,-5.801,253,13.16,215
CDK6,-5.6653,249,13.16,215
CHAK1,-5.5377,242,13.15,217
HIPK3,-4.908,208,13.02,218
NEK9,-3.8737,145,12.86,219
CDKL5,-3.4404,124,12.8,220
ATR,-1.4212,46,12.76,221
PAK2,-5.0027,212,12.62,222
PAK3,-5.2372,226,12.4,223
MEKK1,-4.0686,160,12.38,224
PHKG2,-7.9746,294,12.17,225
CLK1,-5.146,221,12.13,226
VRK1,-5.7612,252,12.01,227
PDK1,-4.1374,163,11.76,228
SGK3,-5.4368,235,11.57,229
CDK5,-5.7427,251,11.44,230
MRCKA,-6.2251,266,11.28,231
CK1G1,-4.8358,205,11.2,232
CDK3,-6.8639,276,11.03,233
PKG2,-6.5001,271,11.03,233
NEK7,-4.6659,194,10.77,235
ERK7,-5.185,224,10.77,235
ULK2,-4.4255,180,10.71,237
PIM3,-3.5717,129,10.32,238
IRAK4,-6.3858,270,9.96,239
ROCK1,-7.6944,291,9.95,240
CDK17,-5.5831,246,9.94,241
P38G,-4.3928,178,9.18,242
PERK,-4.6462,192,9.1,243
KIS,-5.4122,232,8.79,244
NUAK2,-4.2,167,8.5,245
MST4,-5.0482,215,8.24,246
HPK1,-6.3148,268,8.01,247
KHS1,-6.6674,272,8.0,248
NLK,-2.7008,86,7.93,249
SGK1,-5.996,259,7.82,250
ROCK2,-7.0001,280,7.8,251
NEK3,-7.435,290,7.73,252
PKN2,-5.5437,243,7.68,253
MAP3K15,-6.1016,262,7.65,254
GCK,-5.549,244,7.57,255
KHS2,-6.9575,279,7.47,256
MEKK6,-7.2148,283,7.33,257
NEK5,-5.1472,222,7.31,258
STLK3,-8.3115,297,7.29,259
TLK1,-5.2086,225,7.26,260
TNIK,-6.0813,260,7.1,261
HRI,-4.7827,201,6.84,262
PKN1,-8.7509,303,6.82,263
MYO3B,-8.3269,298,6.73,264
NEK11,-5.4341,234,6.52,265
SRPK2,-5.1477,223,6.31,266
SRPK3,-4.5591,188,6.07,267
SLK,-6.8334,275,5.95,268
YSK4,-4.3248,172,5.77,269
EEF2K,-6.1799,265,5.72,270
CK1G2,-4.3506,174,5.65,271
PKCI,-8.6007,301,5.53,272
LOK,-7.3816,288,5.48,273
DCAMKL1,-5.4989,237,5.43,274
YSK1,-7.7605,292,5.34,275
IRE1,-6.746,274,5.03,276
HGK,-6.6733,273,4.52,277
TGFBR2,-5.0582,216,4.03,278
PKCG,-7.3138,286,3.91,279
PKCD,-5.5234,240,3.89,280
MINK,-6.9403,278,3.87,281
PKCE,-9.2551,306,3.84,282
TAO1,-8.61,302,3.83,283
PKCZ,-7.3265,287,3.63,284
PKCA,-7.3875,289,3.23,285
MST3,-7.0334,281,3.02,286
MLK1,-4.812,204,2.85,287
TAO2,-5.5113,238,2.47,288
PKCT,-9.3251,307,2.44,289
ANKRD3,-4.343,173,2.25,290
MLK3,-5.5262,241,2.21,291
MASTL,-3.7105,137,2.19,292
MYO3A,-9.7544,309,2.13,293
PKCB,-8.1156,295,2.04,294
ZAK,-5.6872,250,1.87,295
PHKG1,-9.517,308,1.85,296
MEK5,-4.7336,196,1.73,297
TLK2,-5.4629,236,1.69,298
PKCH,-8.262,296,1.45,299
MLK4,-7.2301,284,1.42,300
MST1,-6.9042,277,1.42,300
PLK4,-8.5104,299,1.35,302
MLK2,-5.3041,228,1.34,303
TAO3,-6.0893,261,1.0,304
OSR1,-9.166,305,0.7,305
PKN3,-4.2943,170,0.64,306
MEKK2,-6.1056,263,0.62,307
TTK,-9.9988,310,0.39,308
IRE2,-8.5871,300,0.36,309
MST2,-7.9041,293,0.16,310
