index,Score,Score Rank,Percentile,Percentile Rank
TLK1,2.249,8,98.86,1
TGFBR2,2.3766,6,98.66,2
CK1G2,2.7404,2,98.09,3
GRK3,2.6509,3,97.29,4
TGFBR1,3.1877,1,96.82,5
GRK4,2.4182,5,96.79,6
ANKRD3,0.8313,22,96.6,7
GRK2,1.6802,14,96.45,8
ALK4,2.0897,11,96.09,9
ACVR2A,2.4375,4,95.78,10
PLK4,0.3145,33,95.17,11
ACVR2B,2.2277,9,95.08,12
PLK1,1.3558,17,94.09,13
NEK7,0.6986,26,93.88,14
BMPR1A,2.1008,10,93.39,15
CK1D,1.6907,13,93.26,16
BMPR1B,2.3711,7,93.24,17
ZAK,-0.0106,42,93.19,18
ALK1,1.4038,16,92.61,19
ALK2,1.5632,15,92.45,20
HRI,0.0966,40,92.39,21
ULK1,-0.1964,45,91.81,22
TLK2,0.7931,23,91.79,23
GRK1,1.1188,18,91.6,24
BMPR2,0.5329,28,91.24,25
ALK7,1.9225,12,91.07,26
GRK7,0.7731,24,89.85,27
TTBK1,-0.2982,48,89.54,28
CK1A2,0.846,21,88.96,29
GCN2,-0.0429,43,88.92,30
RIPK2,-1.2906,92,88.75,31
TTK,-1.7036,111,88.71,32
MARK2,0.17,37,88.3,33
SSTK,0.2584,35,88.28,34
PLK2,0.6471,27,87.83,35
TSSK2,0.7143,25,87.73,36
ATM,0.4405,31,87.35,37
MARK4,0.301,34,87.03,38
VRK2,-1.0391,79,86.96,39
CK1E,0.5078,29,86.96,39
TBK1,0.2162,36,86.87,41
GRK5,0.8962,20,86.62,42
IKKE,-0.1164,44,86.34,43
COT,1.1102,19,86.07,44
TSSK1,0.503,30,85.81,45
CK1A,0.1449,38,85.56,46
MLK4,-0.6561,63,85.49,47
MST2,-1.4491,97,85.45,48
MEKK1,-0.7542,65,84.9,49
PLK3,0.3356,32,84.82,50
STLK3,-3.3003,180,84.29,51
HUNK,-0.415,56,83.12,52
ULK2,-0.3382,51,83.01,53
MLK1,-0.3057,49,82.73,54
TTBK2,-0.2224,46,81.85,55
MARK3,-0.8768,70,81.48,56
CHK1,0.1405,39,81.4,57
YSK4,-0.8259,69,81.39,58
MARK1,-0.9407,74,80.42,59
NEK6,-0.3557,53,80.28,60
DCAMKL2,-0.5467,61,79.18,61
EEF2K,-1.8187,115,79.11,62
MLK3,-0.7367,64,79.09,63
DLK,-0.3513,52,77.92,64
VRK1,-2.4078,133,77.66,65
NIM1,-0.783,66,77.15,66
BRAF,-1.1562,85,76.92,67
IRE2,-1.0085,78,76.84,68
IRAK1,-1.5399,101,76.43,69
PERK,-1.2253,90,76.07,70
PDHK1,-0.4511,57,75.78,71
NUAK1,-1.0957,82,75.7,72
MEKK3,-1.1847,86,75.62,73
MEKK2,-1.3525,95,74.87,74
SIK,-1.2959,93,74.56,75
AMPKA1,-0.5033,60,74.48,76
DSTYK,-0.4795,58,74.23,77
QSK,-1.1551,84,74.02,78
IKKB,-0.3704,55,72.33,79
BRSK2,-1.8457,117,71.89,80
NUAK2,-0.4889,59,71.87,81
PHKG1,-1.5261,100,71.62,82
TSSK4,-0.5557,62,70.78,83
NEK9,-0.8199,68,70.35,84
KIS,0.0637,41,69.67,85
GRK6,-0.2486,47,69.41,86
RIPK3,-1.3413,94,69.39,87
OSR1,-3.1056,167,68.2,88
BCKDK,-1.6398,107,68.1,89
CK2A2,-2.5885,143,67.42,90
CK1G1,-1.219,89,67.05,91
SNRK,-2.7181,148,66.01,92
DCAMKL1,-1.1027,83,65.53,93
FAM20C,-2.4674,137,64.6,94
CAMK2B,-0.8801,71,63.91,95
CK2A1,-3.1252,169,63.31,96
CHAK1,-1.7756,112,63.08,97
AMPKA2,-1.4704,98,63.01,98
IKKA,-1.3803,96,62.3,99
CAMK4,-2.1018,126,61.31,100
MASTL,-1.2143,88,59.36,101
BRSK1,-2.7531,149,59.21,102
ULK3,-2.7749,151,58.88,103
NEK5,-2.0266,122,58.13,104
LATS1,-0.8885,73,58.03,105
PHKG2,-3.6876,201,57.98,106
MAPKAPK2,-1.837,116,57.4,107
AURA,-2.8052,154,57.3,108
MNK2,-1.7975,113,57.0,109
MEK2,-3.4358,189,56.32,110
CK1G3,-1.6983,110,56.04,111
CAMK2G,-0.8884,72,55.82,112
CDK8,-1.4777,99,55.24,113
CHK2,-3.2748,174,54.77,114
QIK,-2.4484,135,54.71,115
SKMLCK,-2.8806,157,54.66,116
YANK3,-0.9889,77,54.54,117
LATS2,-2.0711,125,53.92,118
MAP3K15,-3.0281,163,53.64,119
NEK8,-2.7748,150,53.45,120
CAMK2D,-1.5412,102,53.41,121
RAF1,-1.0431,80,53.4,122
PRP4,-1.5986,103,53.23,123
RIPK1,-1.9435,120,52.8,124
PRKD1,-1.6305,106,52.74,125
MOS,-0.3294,50,52.5,126
CAMLCK,-0.9708,75,52.4,127
MSK2,-2.5562,141,52.17,128
ASK1,-4.6571,242,52.08,129
RSK3,-2.2566,128,51.79,130
MELK,-2.5172,139,51.11,131
YANK2,-2.0475,124,51.03,132
CAMK1A,-3.9835,219,50.46,133
P38G,-1.9957,121,49.59,134
MEK1,-1.6721,108,48.94,135
PKG2,-3.432,188,48.09,136
PKN3,-0.9744,76,47.89,137
CAMK1D,-3.2832,177,47.8,138
IRAK4,-2.8972,158,47.73,139
ALPHAK3,-3.8825,211,47.08,140
TSSK3,-3.5255,193,46.97,141
NEK3,-3.6331,199,46.91,142
MAPKAPK5,-3.3048,182,46.64,143
CDK19,-2.5106,138,46.54,144
NDR2,-2.1293,127,46.25,145
TAK1,-3.864,210,46.24,146
CAMK1G,-3.4284,187,46.08,147
P90RSK,-2.0379,123,45.8,148
MAPKAPK3,-2.443,134,45.58,149
IRE1,-2.8027,153,44.55,150
PAK4,-5.0168,256,44.5,151
PKG1,-6.0412,286,43.98,152
PKN2,-2.793,152,43.56,153
NEK2,-2.677,146,42.45,154
MYLK4,-3.3381,183,41.56,155
MEK5,-2.4553,136,41.49,156
PKN1,-4.6394,241,41.47,157
MEKK6,-4.7337,243,41.17,158
NEK1,-3.9721,217,40.84,159
SMMLCK,-3.1155,168,40.63,160
RSK4,-3.2338,173,40.13,161
MNK1,-3.5975,197,39.87,162
CDC7,-1.6261,105,38.73,163
CDK2,-3.0141,162,38.65,164
P38D,-2.8083,155,38.34,165
PKCH,-3.7562,205,38.07,166
CAMKK2,-4.2337,228,37.82,167
PKCD,-2.7058,147,37.55,168
JNK1,-2.3587,132,37.17,169
CAMK2A,-2.294,129,37.03,170
PAK2,-3.4174,186,37.01,171
YSK1,-4.7866,249,36.82,172
STK33,-4.0814,223,35.98,173
CAMK1B,-1.1873,87,35.74,174
RSK2,-2.6451,145,35.41,175
CLK1,-2.943,159,35.03,176
MST1,-3.7477,204,34.93,177
SGK3,-3.5765,194,34.29,178
MLK2,-2.305,130,33.31,179
PRKD3,-3.453,190,33.2,180
CAMKK1,-3.9713,216,32.76,181
MSK1,-3.8345,207,32.6,182
CDK1,-3.1037,166,32.49,183
ERK5,-1.8682,118,32.39,184
CHAK2,-2.6206,144,32.17,185
NEK4,-4.2396,229,31.99,186
TAO1,-5.378,266,31.47,187
PRKD2,-3.7197,202,31.14,188
MYO3A,-5.9255,282,30.78,189
MST4,-3.2786,175,30.16,190
PKACG,-4.0099,221,29.98,191
WNK4,-3.6424,200,29.38,192
CDK17,-3.8865,212,29.22,193
CLK4,-2.9599,160,29.07,194
PKACA,-5.4708,269,28.96,195
PKCT,-5.0659,259,28.49,196
PAK5,-6.0445,287,28.39,197
PDHK4,-1.2667,91,27.77,198
GSK3B,-0.3692,54,27.72,199
MINK,-4.8745,254,27.66,200
JNK3,-2.3544,131,27.64,201
DYRK4,-3.2811,176,27.4,202
PKCG,-4.4051,234,27.37,203
