index,Score,Score Rank,Percentile,Percentile Rank
CK1G1,3.8051,3,99.8,1
TTBK1,2.4485,7,99.77,2
CK1G3,4.0497,2,99.7,3
RIPK2,1.5349,19,99.44,4
CK1A,2.322,8,98.8,5
CK1A2,2.2015,9,98.74,6
CK1G2,2.9735,5,98.44,7
AURA,4.1408,1,97.97,8
PAK2,3.1675,4,97.77,9
TTBK2,1.3242,24,97.4,10
SNRK,1.2872,25,97.19,11
GRK3,2.5901,6,97.13,12
RIPK3,1.5288,20,97.07,13
RIPK1,1.61,17,97.01,14
MEKK3,0.5331,41,96.9,15
IRAK1,0.6893,37,96.59,16
DLK,0.8036,34,95.91,17
GCN2,0.7754,36,95.59,18
PAK4,1.738,13,95.18,19
PAK3,2.0844,10,95.06,20
CK1E,1.1889,27,94.98,21
PAK6,1.9841,11,94.97,22
GRK2,1.3839,23,94.71,23
MLK3,0.8964,32,94.69,24
CK1D,1.8324,12,93.88,25
MEKK6,-1.054,114,93.85,26
ULK3,0.4466,45,93.68,27
YANK3,1.4316,22,93.68,27
PKG1,1.219,26,93.54,29
PDHK1,0.5226,42,93.12,30
MNK2,1.6881,16,93.02,31
PAK1,1.7101,15,93.0,32
PAK5,1.0091,29,92.7,33
CAMLCK,1.7109,14,92.66,34
VRK2,-0.6026,90,92.62,35
YANK2,0.4629,44,92.61,36
PERK,0.0773,61,92.57,37
SKMLCK,1.5461,18,92.55,38
AURB,1.4721,21,92.21,39
MLK4,0.1811,54,91.9,40
PLK4,-0.4698,83,91.11,41
SMMLCK,0.6305,38,90.64,42
STK33,-0.2591,71,90.55,43
CHAK1,0.3369,46,90.37,44
GRK1,0.9296,31,89.81,45
MEK5,-0.77,96,89.3,46
HRI,-0.2562,70,89.14,47
PKG2,0.7832,35,89.05,48
MEK2,-1.7953,158,88.89,49
MLK1,0.1499,57,88.69,50
MYLK4,0.8355,33,88.23,51
ULK1,-0.5994,89,87.94,52
PDHK4,0.2214,52,87.9,53
MNK1,0.2367,51,86.9,54
GRK6,1.0487,28,86.78,55
P90RSK,0.9534,30,86.2,56
ZAK,-0.8101,100,86.19,57
CAMK4,0.2163,53,85.93,58
PKCH,-0.1672,68,85.73,59
MSK1,0.6021,39,85.45,60
TGFBR2,-0.1766,69,85.4,61
MEK1,-0.7553,95,85.2,62
TTK,-2.14,181,85.16,63
IRE2,-0.352,76,84.88,64
IKKE,-0.3178,74,84.85,65
STLK3,-3.2425,223,84.83,66
PLK1,0.1452,58,84.79,67
MAPKAPK5,-0.3535,77,84.72,68
BMPR1A,0.285,49,84.43,69
MSK2,0.1394,59,84.29,70
WNK3,-0.0718,65,83.11,71
MAP3K15,-1.412,133,82.88,72
RSK3,0.1723,55,82.6,73
RSK2,0.5521,40,82.55,74
RSK4,0.1676,56,82.27,75
IRAK4,-0.4633,81,81.96,76
TBK1,-0.3116,73,81.9,77
ULK2,-0.4129,79,81.8,78
TLK1,-0.7819,97,81.31,79
MEKK1,-0.9732,110,81.27,80
VRK1,-2.183,182,81.01,81
PLK3,-0.0419,63,80.95,82
