index,Score,Score Rank,Percentile,Percentile Rank
CAMK2G,2.3731,5,97.67,1
PRKX,3.407,1,95.98,2
AURC,2.922,2,95.62,3
MSK1,2.6678,3,94.43,4
AURA,2.0629,8,94.16,5
CAMK2A,2.6081,4,93.85,6
AURB,1.7742,10,93.13,7
PKACB,2.1892,6,93.08,8
CK2A1,2.0953,7,92.18,9
CK2A2,2.0533,9,91.83,10
DAPK1,1.1188,20,91.6,11
PKACA,1.3718,15,90.85,12
MSK2,1.5176,13,90.72,13
GSK3B,1.2477,17,90.65,14
MYLK4,1.1598,19,89.94,15
CAMK2B,1.7653,11,89.35,16
CAMK1B,1.4887,14,89.11,17
DAPK3,0.2894,34,89.07,18
LATS1,1.3109,16,88.27,19
PAK1,0.6705,27,87.72,20
TSSK4,1.0595,21,87.71,21
CDC7,0.5567,30,87.08,22
GRK1,0.6519,28,86.64,23
YANK3,0.6219,29,86.53,24
CAMLCK,1.0385,22,86.02,25
LATS2,0.3624,32,85.71,26
CAMKK1,-1.1934,89,85.17,27
DAPK2,0.7965,25,85.0,28
SKMLCK,-0.0377,44,84.42,29
PKACG,0.2371,36,84.3,30
PIM1,0.8597,23,84.3,30
PAK6,-0.3589,53,84.2,32
MOS,0.8053,24,83.81,33
GRK6,0.7487,26,83.66,34
RSK2,0.5551,31,82.56,35
SSTK,-0.5748,64,82.26,36
SMMLCK,-0.5478,61,82.18,37
DMPK1,-1.2656,90,81.87,38
PRKD2,0.3367,33,81.72,39
TSSK3,-0.1712,47,81.6,40
TSSK2,0.0518,40,81.42,41
PAK2,-0.5127,60,81.23,42
PAK4,-1.601,106,81.07,43
CAMK1D,-0.2309,49,81.07,43
HUNK,-0.5738,63,80.78,45
CAMK4,-0.4755,58,80.61,46
CAMK1A,-0.9251,78,80.56,47
ALK2,-0.2055,48,80.27,48
WNK2,0.0113,43,80.2,49
NDR2,0.2283,37,80.14,50
RSK4,-0.1605,46,79.72,51
CAMK1G,-0.8308,73,79.57,52
CAMKK2,-2.1967,133,79.44,53
CAMK2D,0.1016,39,79.02,54
P70S6KB,0.0134,42,78.32,55
PAK5,-1.7763,112,77.93,56
CLK2,1.1718,18,77.75,57
PAK3,-0.7771,71,76.36,58
BRSK1,-1.3563,94,76.1,59
GSK3A,1.5907,12,75.68,60
ALK7,0.2655,35,75.56,61
NDR1,-0.5639,62,75.56,61
SBK,-0.6763,67,75.43,63
MEK1,-1.0979,83,74.67,64
MRCKB,-1.6535,109,74.21,65
CK1D,-0.7791,72,73.54,66
PASK,-1.1661,87,73.37,67
AKT2,-1.1208,85,72.64,68
MNK2,-0.7688,70,72.02,69
ALK1,-0.4513,57,71.75,70
