index,Score,Score Rank,Percentile,Percentile Rank
MEK2,2.2658,6,99.98,1
MEK1,2.2048,7,99.96,2
MEK5,1.816,10,99.95,3
EEF2K,3.1289,1,99.7,4
MEKK2,1.8567,9,99.65,5
HGK,2.6941,3,99.64,6
MYO3B,2.4183,5,99.64,6
MINK,2.5372,4,99.62,8
TNIK,2.7498,2,99.6,9
NEK3,1.811,11,99.56,10
LRRK2,1.5931,16,99.56,10
MYO3A,1.8033,12,99.32,12
YSK1,1.678,15,99.31,13
MST1,1.9029,8,99.11,14
MST2,1.3513,18,99.01,15
NEK1,1.1285,21,98.89,16
MEKK3,1.1326,20,98.89,16
CAMKK1,1.0042,26,98.63,18
KHS1,1.7515,14,98.54,19
TAO2,1.0805,24,98.52,20
CAMKK2,0.6108,36,98.49,21
KHS2,1.8,13,98.42,22
MEKK6,0.2653,49,98.34,23
HPK1,1.4037,17,98.27,24
STLK3,-0.375,73,98.17,25
TAO1,0.6515,35,98.07,26
OSR1,0.5544,38,97.77,27
LOK,1.0833,23,97.69,28
ZAK,0.8545,31,97.33,29
NEK4,0.453,41,96.88,30
TAO3,1.1443,19,96.8,31
NEK11,0.2797,47,96.77,32
ASK1,-0.5363,83,96.24,33
MST3,1.0115,25,96.16,34
STK33,0.7613,33,96.14,35
PBK,0.9819,28,96.09,36
PDK1,0.5,39,95.92,37
MAP3K15,0.0776,56,95.87,38
NEK5,0.4432,42,95.37,39
MLK2,1.0037,27,95.16,40
GCK,0.2423,50,94.97,41
IRE1,0.8749,30,94.5,42
AAK1,-0.5693,86,92.86,43
TAK1,-1.0961,113,91.63,44
YSK4,0.0185,58,91.18,45
LKB1,-0.2407,68,91.06,46
YANK2,0.2788,48,90.97,47
BIKE,-1.0638,111,90.9,48
PKR,-0.0273,60,90.79,49
VRK2,-0.799,99,90.39,50
VRK1,-1.4221,134,89.62,51
SLK,-0.6836,92,89.5,52
MPSK1,0.6079,37,89.29,53
PLK4,-0.8162,101,88.63,54
PKCI,0.0861,55,88.59,55
MEKK1,-0.4898,78,88.47,56
ERK7,0.7773,32,88.15,57
NEK2,0.3293,43,88.11,58
MLK3,-0.0759,63,87.98,59
BRAF,-0.5266,79,87.86,60
NIM1,-0.0699,62,86.1,61
HASPIN,-1.3937,131,85.53,62
GAK,-0.9602,107,85.03,63
MLK1,-0.1821,66,84.57,64
NEK9,-0.0285,61,84.57,64
PERK,-0.7293,96,83.94,66
PKCZ,0.0027,59,83.65,67
IRAK4,-0.3653,72,83.0,68
MLK4,-0.9355,106,82.52,69
PKCT,-0.6796,91,82.13,70
TTK,-2.5017,187,81.6,71
PKCB,-0.5282,81,81.08,72
CDKL5,0.9353,29,80.9,73
IRAK1,-1.2211,120,80.66,74
PKCH,-0.7961,98,80.09,75
ULK2,-0.5312,82,79.88,76
PIM2,-0.2879,70,78.83,77
SRPK3,0.4655,40,78.74,78
MASTL,-0.5771,88,78.52,79
MST4,-0.3874,74,78.51,80
QIK,-0.8078,100,77.91,81
CDKL2,0.3001,45,77.49,82
ULK1,-1.4024,132,77.19,83
PKCE,-1.3053,126,77.18,84
IRE2,-1.0458,110,76.3,85
DLK,-0.4289,76,75.84,86
RIPK2,-2.5384,190,75.78,87
NEK8,-1.6888,144,74.99,88
NIK,0.0512,57,74.45,89
CDK5,1.1045,22,73.67,90
CDKL1,0.2837,46,73.45,91
DCAMKL1,-0.5408,84,73.03,92
CDK6,0.7595,34,72.43,93
PKCG,-1.345,129,72.24,94
WNK4,-1.1137,114,72.24,94
ICK,-0.4617,77,72.0,96
PKN1,-2.19,172,71.95,97
DCAMKL2,-1.1742,115,71.85,98
HRI,-1.332,127,71.83,99
PHKG2,-2.5035,188,71.2,100
SSTK,-1.7111,146,71.19,101
PKN2,-1.0901,112,70.81,102
HUNK,-1.1751,117,70.27,103
CDK4,0.1676,53,69.93,104
SNRK,-2.4573,186,69.42,105
PKCA,-1.3762,130,69.07,106
DMPK1,-2.7203,199,68.44,107
TSSK2,-1.0066,108,67.98,108
MOK,-0.1065,64,67.85,109
CHAK1,-1.4783,138,67.85,109
PINK1,-0.6672,90,67.54,111
SGK3,-1.4313,136,66.68,112
CDK9,-0.3256,71,66.57,113
SRPK2,-0.7002,94,66.56,114
ERK5,0.3151,44,66.07,115
BUB1,-2.2239,174,65.82,116
YANK3,-0.5554,85,65.81,117
AKT3,-2.8676,208,65.54,118
CDK3,-1.1988,119,65.34,119
P38B,0.1687,52,64.84,120
SGK1,-2.1458,168,64.81,121
MRCKB,-2.5532,192,64.69,122
SRPK1,-0.1991,67,64.64,123
AKT1,-2.2754,176,64.31,124
CHK2,-2.5967,194,64.01,125
ROCK1,-3.237,225,63.98,126
AKT2,-1.8688,152,63.9,127
P38A,0.2125,51,63.89,128
CDK12,-0.7202,95,63.33,129
PKCD,-1.3018,125,63.18,130
CDK13,-0.2632,69,62.61,131
ALPHAK3,-3.0399,216,62.5,132
ULK3,-2.5522,191,62.27,133
ERK1,-0.5267,80,61.95,134
PRP4,-0.9112,104,61.35,135
CLK3,-0.3974,75,61.15,136
CDK2,-1.5206,139,60.01,137
BCKDK,-2.0438,162,59.87,138
MARK4,-1.5985,142,59.57,139
PASK,-2.0967,164,59.53,140
ROCK2,-2.9331,211,59.29,141
QSK,-2.2773,177,58.98,142
CDK1,-1.1915,118,58.36,143
MAK,-1.0441,109,58.13,144
CHAK2,-1.4754,137,57.51,145
SMG1,-1.5692,140,56.9,146
ERK2,-1.2524,123,55.82,147
CDK10,-1.9517,157,55.14,148
HIPK3,-0.5733,87,54.86,149
PRPK,-0.179,65,54.19,150
SMMLCK,-2.5234,189,54.16,151
RIPK1,-1.8865,153,53.9,152
P38G,-1.7178,147,53.74,153
MARK2,-2.8649,207,53.44,154
ANKRD3,-1.5943,141,53.35,155
AMPKA1,-1.9295,155,52.26,156
GSK3B,0.1482,54,52.22,157
TSSK1,-2.1891,171,52.14,158
MNK1,-2.8078,202,51.57,159
JNK3,-1.2449,122,51.55,160
MARK1,-3.228,223,51.26,161
MTOR,-0.6247,89,51.25,162
JNK2,-1.3333,128,51.16,163
CDK16,-2.4528,185,51.01,164
PDHK1,-1.1745,116,50.97,165
NDR1,-2.1847,170,50.93,166
BRSK2,-3.426,236,50.57,167
DAPK3,-3.2341,224,50.23,168
DRAK1,-2.0155,160,49.61,169
MELK,-2.6341,195,49.32,170
CDK18,-2.1288,167,49.02,171
CDK14,-1.976,159,48.51,172
PIM3,-1.4145,133,48.27,173
PKG1,-5.685,301,48.19,174
GCN2,-2.3988,179,48.13,175
AMPKA2,-2.4238,181,48.07,176
P70S6K,-3.5273,239,48.01,177
NUAK2,-1.7932,150,47.41,178
WNK1,-1.9671,158,47.15,179
COT,-0.8223,102,46.97,180
PKACA,-4.2953,272,46.9,181
TSSK4,-2.0655,163,46.43,182
CAMK1G,-3.4109,235,46.37,183
PKACG,-3.0084,214,46.22,184
CRIK,-4.4349,278,46.11,185
PAK3,-2.8824,209,45.24,186
NEK7,-2.4361,182,45.1,187
DSTYK,-2.2781,178,42.38,188
MARK3,-3.7765,253,41.95,189
WNK2,-2.0412,161,41.93,190
DAPK1,-3.6052,243,41.86,191
MRCKA,-4.0789,261,41.6,192
IKKA,-2.4417,183,41.59,193
PHKG1,-3.5746,240,41.34,194
CDK17,-3.1192,220,41.01,195
RSK3,-2.847,205,40.71,196
ATR,-0.8304,103,40.43,197
NLK,-0.7474,97,40.3,198
SIK,-3.7862,254,40.22,199
NEK6,-2.644,196,38.56,200
P38D,-2.8079,203,38.35,201
DAPK2,-1.282,124,38.26,202
PKACB,-4.1944,267,37.79,203
RIPK3,-3.1807,221,37.48,204
HIPK1,-2.097,165,37.33,205
CAMK1A,-4.9942,293,36.67,206
TLK2,-2.5636,193,36.65,207
GRK1,-1.605,143,36.48,208
