index,Score,Score Rank,Percentile,Percentile Rank
GAK,3.1137,8,99.88,1
PBK,4.9983,1,99.78,2
BIKE,3.3073,7,99.71,3
BRAF,1.6466,21,99.61,4
MPSK1,3.8559,3,99.56,5
AAK1,3.0835,9,99.52,6
TAK1,1.2654,32,99.42,7
LKB1,1.6231,23,99.2,8
PASK,3.8142,5,98.71,9
DMPK1,3.0793,10,98.25,10
LATS2,2.5782,14,97.28,11
PIM2,3.525,6,97.1,12
SBK,4.544,2,96.85,13
PDK1,0.7322,49,96.84,14
CRIK,2.4298,15,96.0,15
CAMK2D,2.1967,18,95.48,16
PIM1,2.9598,11,95.17,17
LATS1,2.2387,17,94.53,18
PKR,0.3417,66,94.17,19
PIM3,2.1729,19,93.71,20
ASK1,-1.1173,143,93.62,21
CHK1,1.5042,26,93.06,22
CAMKK2,-0.8489,120,92.66,23
DAPK3,1.0041,41,92.59,24
NDR1,1.4761,27,92.1,25
MAK,3.8144,4,91.99,26
ICK,2.6981,13,91.91,27
MASTL,0.117,70,91.77,28
MEK1,-0.4343,97,91.58,29
ROCK2,0.6295,53,91.38,30
CDKL2,2.2754,16,91.28,31
P70S6K,1.2599,33,90.97,32
MRCKB,0.8656,46,90.57,33
MINK,-0.8797,121,90.56,34
CDKL1,2.149,20,90.49,35
SMMLCK,0.602,54,90.48,36
HPK1,-0.5472,103,90.38,37
DAPK1,0.8534,47,90.29,38
MOK,2.7682,12,90.26,39
IRAK1,-0.3404,89,90.17,40
AKT3,0.9742,42,90.15,41
MRCKA,0.7056,50,89.94,42
RIPK1,0.4996,57,89.88,43
AKT2,1.5093,25,89.68,44
TNIK,-0.6106,107,89.51,45
ROCK1,-0.4123,94,87.9,46
CAMK1D,1.0253,40,87.86,47
HGK,-0.9473,125,87.86,47
AKT1,0.7044,51,87.79,49
CAMK2A,1.556,24,87.73,50
NEK1,-1.0761,137,87.7,51
CAMK1B,1.3073,31,87.54,52
SGK1,1.0944,36,87.46,53
CHK2,0.364,64,87.16,54
LRRK2,-1.0989,140,86.84,55
CAMKK1,-1.0637,135,86.78,56
DAPK2,0.9551,43,86.7,57
MAPKAPK2,1.0395,38,86.49,58
KHS2,-1.0017,130,86.4,59
CAMLCK,1.0493,37,86.13,60
KHS1,-0.9986,129,85.93,61
ANKRD3,-0.236,85,85.25,62
NIK,0.5946,55,85.06,63
NDR2,0.7003,52,84.94,64
MSK1,0.4808,59,84.78,65
MYLK4,0.241,68,84.75,66
GCK,-1.0496,133,84.58,67
NEK3,-1.1929,147,84.43,68
MYO3B,-2.0778,199,84.16,69
CAMK2B,1.0283,39,84.16,69
CAMK1A,-0.3287,88,84.1,71
ALK4,0.0194,77,83.81,72
VRK2,-1.2262,151,83.8,73
CDKL5,1.2185,34,83.66,74
PERK,-0.7882,118,83.12,75
MEKK3,-0.7852,116,83.06,76
YSK1,-1.8297,185,82.77,77
SRPK3,0.9052,44,82.67,78
PKACB,-0.064,79,82.65,79
IKKA,-0.1544,83,82.49,80
SKMLCK,-0.3575,90,82.23,81
VRK1,-2.1002,202,82.18,82
MEKK6,-2.3489,210,82.03,83
RSK2,0.4479,61,81.74,84
PKACA,-0.577,105,81.37,85
MEKK1,-0.9915,128,80.94,86
P70S6KB,0.2583,67,80.69,87
PRKX,-0.6635,110,79.99,88
MEKK2,-1.1142,142,79.72,89
MSK2,-0.5671,104,79.63,90
DCAMKL1,0.0553,74,79.62,91
PAK2,-0.6841,112,79.62,91
IKKB,0.05,75,79.52,93
TAO2,-1.4671,163,79.36,94
P90RSK,0.0609,73,79.29,95
PAK1,-0.4076,93,79.26,96
MAPKAPK5,-1.0169,131,79.1,97
SRPK2,0.401,63,78.55,98
RAF1,-0.0596,78,78.39,99
LOK,-1.5717,172,78.2,100
MYO3A,-2.9287,241,78.03,101
WNK4,-0.7226,114,78.0,102
TAO1,-2.5392,221,77.94,103
DYRK3,1.1507,35,77.92,104
PINK1,-0.0768,80,77.84,105
MAPKAPK3,-0.129,81,77.8,106
CAMK2G,0.1146,71,77.77,107
RSK4,-0.4615,98,77.25,108
MOS,0.4507,60,76.95,109
PKG1,-2.6628,227,76.77,110
HASPIN,-2.2288,206,76.77,110
SGK3,-0.5323,102,76.55,112
HRI,-1.0935,139,76.48,113
RSK3,-0.5307,101,76.37,114
SRPK1,0.8238,48,76.26,115
MEK5,-1.3906,159,76.22,116
BUB1,-1.3793,158,75.83,117
MEK2,-2.621,224,75.72,118
TTK,-3.0738,245,74.58,119
NEK4,-1.7729,182,74.3,120
HIPK1,1.6365,22,74.11,121
DCAMKL2,-1.0208,132,73.84,122
HIPK3,1.3244,30,73.25,123
PRKD3,-0.787,117,73.23,124
PKACG,-1.0767,138,73.16,125
CAMK4,-1.2256,150,73.02,126
DYRK4,1.3533,29,72.76,127
DYRK2,1.4264,28,72.37,128
AURB,-1.798,183,72.1,129
AURC,-1.5776,173,71.91,130
TAO3,-1.1989,148,71.7,131
TGFBR1,-0.3142,86,71.5,132
PRKD1,-0.3621,91,70.81,133
JNK1,0.8959,45,70.18,134
PAK6,-1.9295,191,70.18,134
WNK1,-0.671,111,69.88,136
DLK,-0.6381,108,69.83,137
CLK3,0.1297,69,69.8,138
MELK,-1.1824,146,69.77,139
CAMK1G,-1.8303,186,69.45,140
SLK,-2.3871,213,68.76,141
JNK3,0.4942,58,68.74,142
AURA,-2.0783,200,68.55,143
PAK3,-1.4211,161,68.37,144
PRKD2,-1.0542,134,68.04,145
PKG2,-1.9902,192,67.93,146
MAP3K15,-2.3668,212,67.38,147
YSK4,-1.6394,176,67.07,148
DYRK1A,0.4269,62,66.95,149
ALK2,-1.2272,152,66.89,150
ERK5,0.3575,65,66.61,151
DYRK1B,0.5139,56,66.44,152
GRK6,-0.4151,95,66.35,153
RIPK2,-3.1827,253,66.35,153
AMPKA2,-1.2431,154,66.23,155
PAK5,-3.079,246,65.78,156
STLK3,-4.753,299,65.77,157
GRK5,-0.649,109,65.52,158
NEK8,-2.2207,205,65.03,159
TLK2,-1.2087,149,64.9,160
PKN1,-2.845,236,64.74,161
P38B,0.0839,72,64.42,162
MST2,-2.8139,234,63.78,163
HIPK2,0.0393,76,63.31,164
CK2A1,-3.1442,251,63.09,165
MST1,-2.4256,214,62.96,166
JNK2,-0.4295,96,62.48,167
AMPKA1,-1.3171,156,62.4,168
CLK4,-0.4868,100,62.25,169
CK2A2,-3.1226,249,62.11,170
CDK7,-0.6029,106,61.84,171
TLK1,-2.0143,195,61.18,172
MST4,-1.5397,170,60.83,173
ALK1,-0.896,122,60.61,174
CDK4,-1.2331,153,60.46,175
WNK3,-1.4933,167,60.19,176
PKCD,-1.4886,165,59.89,177
CDK14,-0.8409,119,59.89,177
PAK4,-3.8254,272,59.87,179
BCKDK,-2.0589,198,59.51,180
CDK10,-1.489,166,59.21,181
HIPK4,-0.1364,82,59.1,182
MST3,-2.0952,201,58.98,183
P38A,-0.4761,99,58.94,184
WNK2,-1.266,155,58.44,185
PKCE,-2.9757,243,57.63,186
P38D,-1.1813,145,57.48,187
OSR1,-3.7432,267,57.29,188
RIPK3,-2.0485,196,57.2,189
IRAK4,-2.293,207,57.0,190
ALK7,-0.7364,115,56.77,191
P38G,-1.4795,164,56.64,192
BMPR2,-0.3692,92,55.73,193
GRK1,-0.9151,124,55.5,194
YANK3,-0.9744,126,54.92,195
PLK2,-2.5221,220,54.81,196
ERK7,-2.2149,204,54.5,197
ERK2,-1.366,157,54.28,198
ACVR2A,-1.6693,178,54.24,199
ERK1,-1.4551,162,54.12,200
CDK9,-1.6172,175,53.84,201
CDC7,-1.1463,144,53.54,202
NUAK2,-1.5028,169,53.38,203
CDK6,-1.9913,193,53.25,204
DRAK1,-1.8663,188,53.22,205
TSSK3,-3.0312,244,53.15,206
MLK2,-1.5015,168,52.57,207
PKN2,-2.3422,209,51.19,208
PKCI,-3.2046,254,51.15,209
MLK3,-2.1373,203,51.13,210
DNAPK,-1.7016,180,51.13,210
YANK2,-2.0536,197,50.87,212
BMPR1A,-2.6404,225,50.8,213
TSSK4,-1.8253,184,50.59,214
GRK4,-1.4105,160,50.34,215
NUAK1,-2.8151,235,50.14,216
PKCA,-2.6483,226,49.75,217
NLK,-0.3186,87,49.54,218
CDK16,-2.6688,228,48.74,219
NEK5,-2.5021,219,47.79,220
ZAK,-2.8708,239,47.04,221
IRE1,-2.6939,229,46.59,222
BMPR1B,-1.7458,181,46.46,223
CDK3,-4.2454,290,45.64,224
PKN3,-1.07,136,45.56,225
CDK12,-2.3664,211,45.18,226
CDK18,-2.4737,218,45.13,227
BRSK2,-3.8393,273,44.55,228
TSSK2,-2.5774,223,43.72,229
