index,Score,Score Rank,Percentile,Percentile Rank
BRK,-0.1747,1,68.77,1
FGR,-0.2083,2,52.0,2
SRMS,-0.4212,3,44.43,3
SRC,-1.28,9,40.99,4
EGFR,-0.9234,5,40.56,5
SYK,-1.0366,7,37.36,6
TYK2,-0.8712,4,36.68,7
VEGFR1,-1.5379,12,35.02,8
YES,-0.9266,6,34.98,9
FYN,-1.215,8,34.19,10
EPHA8,-1.8092,21,29.72,11
TEC,-2.1032,31,28.72,12
DDR1,-1.7835,18,28.28,13
HCK,-1.4028,11,27.75,14
ACK,-1.935,24,27.1,15
EPHB3,-1.7151,17,26.46,16
PYK2,-2.0902,29,25.0,17
ETK,-1.649,14,24.6,18
AXL,-2.025,28,24.07,19
EPHA7,-2.1759,35,23.64,20
TRKC,-2.0966,30,23.2,21
TRKA,-1.9269,23,22.76,22
LYN,-2.4344,43,22.26,23
ITK,-1.6911,15,21.84,24
RET,-1.3106,10,20.51,25
FGFR2,-1.949,26,20.4,26
BLK,-2.2633,38,20.18,27
VEGFR3,-2.6688,50,20.05,28
JAK1,-2.5437,47,19.96,29
FAK,-1.865,22,19.28,30
EPHB1,-2.1423,33,19.06,31
MER,-2.1444,34,19.02,32
BTK,-2.7288,51,18.98,33
FER,-1.6941,16,18.76,34
EPHA2,-3.4142,66,18.63,35
HER4,-2.588,48,18.3,36
ZAP70,-2.2794,39,17.55,37
TNK1,-2.8406,54,17.53,38
EPHB2,-2.3574,42,17.44,39
EPHA5,-3.1208,59,17.33,40
JAK2,-1.6064,13,16.41,41
TRKB,-2.7526,52,16.18,42
CSK,-2.4501,44,15.54,43
JAK3,-2.0006,27,15.39,44
DDR2,-4.4515,77,14.62,45
FGFR3,-2.8566,56,14.55,46
EPHA4,-1.8051,20,14.33,47
TXK,-2.3073,40,14.25,48
FGFR4,-2.9709,57,13.96,49
PDGFRB,-2.5177,45,13.85,50
CTK,-2.1852,36,13.0,51
EPHB4,-1.8018,19,12.67,52
FRK,-3.1795,62,12.65,53
MET,-2.1299,32,12.59,54
FES,-4.4514,76,12.5,55
HER2,-2.3544,41,12.15,56
EPHA3,-2.629,49,12.02,57
MST1R,-1.9434,25,11.45,58
EPHA1,-3.7043,70,10.66,59
MUSK,-4.1802,74,9.96,60
EPHA6,-2.2393,37,9.61,61
FGFR1,-2.8102,53,9.04,62
LCK,-3.0617,58,8.99,63
LTK,-3.2118,63,8.25,64
PDGFRA,-3.4469,67,8.23,65
INSR,-3.5252,68,8.08,66
CSFR,-2.5418,46,7.95,67
ALK,-3.8828,72,7.07,68
IGF1R,-4.6726,78,6.89,69
VEGFR2,-3.3617,65,5.08,70
ARG,-3.1222,60,4.93,71
KIT,-3.1736,61,4.82,72
FLT3,-3.6494,69,4.31,73
TYRO3,-2.8407,55,4.23,74
ROS,-3.3218,64,4.09,75
ABL,-3.8077,71,3.85,76
TIE2,-4.4295,75,2.84,77
IRR,-4.0706,73,2.63,78
