index,Score,Score Rank,Percentile,Percentile Rank
MEK2,1.9593,13,99.96,1
MEK5,1.8297,19,99.95,2
MEK1,1.8996,14,99.91,3
OSR1,3.2003,1,99.9,4
MEKK2,2.541,4,99.9,4
STLK3,1.8703,18,99.87,6
CAMKK1,2.214,7,99.82,7
MLK2,2.5395,5,99.63,8
TNIK,2.7264,2,99.6,9
MINK,2.301,6,99.52,10
MEKK3,1.5149,24,99.52,10
MST2,1.8872,16,99.52,10
ZAK,2.0119,11,99.5,13
BRAF,1.5079,25,99.49,14
MYO3B,1.9833,12,99.47,15
EEF2K,2.6889,3,99.47,15
HGK,2.0689,9,99.31,17
MYO3A,1.6427,22,99.24,18
MST1,2.0281,10,99.24,18
TAK1,1.0407,34,99.2,20
CAMKK2,1.0546,33,99.07,21
LRRK2,1.0839,32,98.99,22
LOK,1.7875,21,98.95,23
VRK2,0.3374,58,98.7,24
MLK4,2.1531,8,98.48,25
TAO2,1.0235,35,98.41,26
TAO1,0.7561,42,98.27,27
TAO3,1.5893,23,98.17,28
YSK1,0.671,45,98.03,29
MLK1,1.8802,17,97.96,30
MLK3,1.8896,15,97.87,31
NEK1,0.6722,44,97.83,32
SLK,1.1376,29,97.83,32
IRE1,1.7885,20,97.82,34
PKR,0.991,37,97.7,35
MEKK1,0.75,43,97.63,36
NEK5,0.8651,39,97.55,37
KHS1,1.1239,30,97.5,38
PERK,0.9715,38,97.27,39
NEK3,0.5402,49,97.18,40
PBK,1.4116,26,97.12,41
KHS2,1.0986,31,97.11,42
STK33,1.0189,36,97.02,43
TTK,-0.018,71,96.84,44
HPK1,0.561,48,96.27,45
YSK4,0.7853,41,96.27,45
DLK,0.7897,40,95.81,47
LKB1,0.4434,53,95.72,48
VRK1,-0.6193,98,95.08,49
NEK8,-0.0323,72,94.58,50
MEKK6,-0.9171,109,94.58,50
GCK,0.137,63,94.42,52
NEK4,-0.0871,73,93.99,53
ANKRD3,0.4241,55,93.62,54
PDK1,0.0633,67,93.36,55
ASK1,-1.2996,121,92.68,56
HRI,0.097,66,92.4,57
GAK,-0.3627,84,91.55,58
MST3,0.1364,64,91.09,59
YANK2,0.2827,59,91.01,60
IRAK1,-0.2544,81,90.94,61
ERK7,1.1463,28,90.73,62
NEK9,0.4441,52,90.72,63
BIKE,-1.0904,113,90.72,63
IRE2,0.2798,60,90.64,65
NEK11,-0.7806,103,89.13,66
MPSK1,0.5718,46,88.98,67
AAK1,-1.668,148,87.31,68
IRAK4,0.0577,68,87.21,69
CHAK2,0.2164,62,86.92,70
CHAK1,-0.1659,77,85.46,71
NEK2,0.1035,65,85.45,72
PINK1,0.4391,54,85.39,73
MAP3K15,-1.3153,122,84.19,74
ALPHAK3,-1.4574,132,83.47,75
ULK1,-1.1015,114,81.75,76
PLK4,-1.6217,143,81.27,77
ULK2,-0.4774,92,80.78,78
NEK7,-0.5694,96,80.4,79
RIPK2,-2.2063,174,79.75,80
HASPIN,-1.9729,164,79.71,81
PKCZ,-0.4235,88,79.06,82
SRPK3,0.4778,51,78.87,83
NEK6,-0.4805,93,78.6,84
TLK2,-0.4511,90,77.96,85
ERK5,1.1726,27,77.53,86
GRK1,0.0269,69,77.02,87
PRP4,0.539,50,76.1,88
ALK1,-0.3002,82,74.74,89
PKCI,-1.4902,135,74.19,90
PIM2,-0.7649,102,74.15,91
IKKA,-0.7133,101,73.96,92
PKCT,-1.5421,138,73.61,93
BMPR1B,-0.3319,83,72.83,94
PKCB,-1.3161,123,72.15,95
DRAK1,-1.0667,112,71.41,96
CDK6,0.5705,47,71.29,97
COT,0.2659,61,71.16,98
PKCH,-1.6027,142,70.49,99
GRK5,-0.3796,85,70.24,100
CDK5,0.4129,56,69.81,101
DSTYK,-0.8193,104,68.74,102
SRPK2,-0.5264,94,68.65,103
NIK,-0.1818,79,68.47,104
CDK4,-0.1555,76,68.09,105
BMPR2,-0.1871,80,67.8,106
CDKL2,-0.5859,97,67.34,107
CDKL5,-0.1457,75,67.29,108
ERK2,-0.1766,78,66.22,109
GCN2,-1.4815,133,66.15,110
P38B,0.3658,57,65.78,111
YANK3,-0.5623,95,65.65,112
SRPK1,-0.1423,74,65.35,113
BUB1,-2.2726,175,65.13,114
PASK,-1.8104,154,64.29,115
PLK1,-1.1872,117,64.1,116
SNRK,-2.8739,200,63.88,117
CDK3,-1.7486,150,62.74,118
BMPR1A,-1.922,161,62.72,119
ICK,-1.4537,131,62.43,120
ERK1,-0.456,91,62.41,121
MST4,-1.4955,136,61.6,122
MRCKB,-2.812,197,61.44,123
ACVR2B,-1.4042,126,61.38,124
TLK1,-2.0246,167,60.99,125
TTBK2,-1.5614,141,59.58,126
P38A,-0.4201,87,59.4,127
SSTK,-2.723,192,59.31,128
DAPK3,-2.7416,194,59.15,129
CDKL1,-0.4375,89,58.74,130
TSSK2,-1.6287,144,58.72,131
WNK4,-1.9519,163,58.53,132
CDK1,-1.1804,116,58.46,133
PKN2,-1.9229,162,58.28,134
JNK3,-0.828,105,58.21,135
PKCE,-2.9383,205,58.16,136
DCAMKL2,-2.0268,168,58.1,137
ROCK1,-3.7241,235,57.92,138
HUNK,-1.7749,152,57.72,139
RAF1,-0.9098,108,57.31,140
PIM3,-0.9863,111,57.15,141
ROCK2,-3.1124,209,56.84,142
CDK2,-1.864,159,56.66,143
CDK9,-1.3913,125,56.65,144
RIPK1,-1.7503,151,56.51,145
PKN1,-3.5011,227,56.48,146
P38G,-1.5102,137,56.29,147
AKT2,-2.3636,181,56.21,148
ALK2,-1.7851,153,56.06,149
IKKB,-1.2092,119,55.96,150
DCAMKL1,-1.6907,149,55.88,151
CK2A1,-3.7712,241,55.4,152
DMPK1,-3.7379,236,55.31,153
MOK,-1.4053,127,55.25,154
AKT3,-3.7482,238,55.23,155
GRK4,-1.2059,118,55.09,156
ACVR2A,-1.6393,146,55.03,157
BCKDK,-2.2771,176,54.48,158
PKCG,-2.5959,190,54.47,159
SGK1,-2.912,202,54.47,159
CDK13,-0.9498,110,54.46,161
GRK2,-0.6418,99,53.37,162
CLK3,-0.8432,106,53.35,163
PKCD,-1.8685,160,53.2,164
NIM1,-2.1389,171,53.1,165
AKT1,-3.11,207,52.75,166
CDK12,-1.8463,158,52.42,167
PAK3,-2.4621,185,52.1,168
PAK1,-2.3558,178,51.94,169
RIPK3,-2.3569,179,51.6,170
CHK2,-3.4993,226,51.45,171
GRK6,-1.1689,115,50.86,172
PAK2,-2.7318,193,49.52,173
PKCA,-2.6681,191,49.4,174
GRK3,-1.2913,120,49.29,175
CK2A2,-4.1114,258,49.16,176
PLK3,-2.1595,172,49.16,176
MAK,-2.014,165,49.03,178
P70S6K,-3.4647,224,48.98,179
ULK3,-3.3925,220,48.9,180
PHKG2,-4.4671,271,48.58,181
JNK2,-1.488,134,48.56,182
MASTL,-1.5534,140,47.7,183
MELK,-2.7637,196,47.42,184
NLK,-0.419,86,47.39,185
QIK,-2.9,201,47.26,186
CRIK,-4.4079,269,46.54,187
SGK3,-2.8327,198,46.26,188
GSK3B,0.0015,70,45.23,189
SMG1,-1.8155,155,44.89,190
FAM20C,-3.8779,247,44.53,191
NDR1,-2.5558,187,44.39,192
PKACA,-4.5271,273,43.37,193
IKKE,-2.4772,186,43.12,194
PKG1,-6.1531,306,42.71,195
TTBK1,-3.9497,251,42.38,196
DAPK1,-3.586,231,42.24,197
P38D,-2.5806,189,41.59,198
PIM1,-2.0476,169,41.44,199
PLK2,-3.4544,221,40.29,200
PAK5,-5.1056,289,40.16,201
PDHK1,-1.4404,128,39.85,202
ALK4,-1.4424,129,39.55,203
PKG2,-4.0274,254,39.34,204
CDK16,-3.4636,223,39.06,205
SKMLCK,-3.8552,245,38.86,206
CDK18,-3.0192,206,38.32,207
HIPK3,-2.0949,170,38.0,208
MRCKA,-4.314,266,37.72,209
WNK2,-2.2978,177,36.67,210
TSSK1,-3.1964,213,36.41,211
CK1G3,-2.5584,188,36.36,212
PHKG1,-3.9541,252,35.98,213
CDK10,-3.9454,250,35.22,214
PKACG,-3.6906,234,35.03,215
GRK7,-4.0697,256,34.88,216
SMMLCK,-3.3657,217,34.58,217
PAK6,-4.6097,275,33.91,218
CK1D,-3.4634,222,32.31,219
TSSK4,-2.9131,203,32.06,220
AMPKA1,-3.1167,210,31.58,221
AURB,-4.451,270,31.43,222
MNK1,-4.2463,263,30.8,223
BRSK2,-4.8295,284,30.22,224
PKACB,-4.7145,281,29.99,225
HIPK1,-2.7569,195,29.88,226
ALK7,-1.8448,157,29.87,227
WNK3,-3.1111,208,29.65,228
AURC,-4.6205,276,29.32,229
MSK2,-3.7667,239,28.68,230
AURA,-4.5323,274,28.39,231
CAMK1G,-4.5243,272,28.33,232
RSK3,-3.566,230,28.11,233
MARK2,-4.3388,267,27.83,234
CK1G1,-3.2446,215,27.75,235
CDK14,-3.8412,243,27.64,236
CAMK4,-4.1925,261,27.61,237
DYRK3,-3.8441,244,27.33,238
GSK3A,-0.6884,100,27.09,239
DAPK2,-1.5443,139,26.74,240
CAMK1D,-4.7075,279,26.6,241
PAK4,-6.4308,308,26.31,242
TGFBR2,-3.2684,216,26.11,243
P70S6KB,-2.9368,204,25.86,244
QSK,-4.3017,264,25.8,245
WNK1,-3.2414,214,25.77,246
CHK1,-3.14,211,25.63,247
AMPKA2,-3.8726,246,25.19,248
TBK1,-2.8602,199,25.03,249
CDK17,-4.1825,260,24.97,250
HIPK2,-4.1805,259,24.06,251
MTOR,-1.8377,156,23.91,252
