index,Score,Score Rank,Percentile,Percentile Rank
TGFBR2,3.5795,2,99.85,1
ATR,3.3619,4,99.56,2
HUNK,2.1976,14,99.28,3
GRK2,2.7044,6,99.15,4
ATM,3.725,1,99.05,5
MASTL,1.2372,43,99.05,5
GRK3,3.4114,3,98.71,7
DAPK2,2.6529,7,97.92,8
IRE2,1.8825,22,97.92,8
TTK,0.1682,82,97.35,10
NUAK1,2.4383,9,97.12,11
DCAMKL2,2.4192,10,97.07,12
LATS2,2.2949,12,96.54,13
DAPK3,2.1199,16,96.27,14
YANK3,1.8686,23,96.04,15
SMMLCK,1.7971,26,95.87,16
ALK4,1.9603,20,95.66,17
DAPK1,2.2135,13,95.5,18
SMG1,1.2733,42,95.29,19
P90RSK,3.0371,5,95.26,20
DCAMKL1,2.5447,8,95.14,21
NIM1,1.0499,45,94.76,22
CAMK1G,1.9649,19,94.76,22
TLK1,0.7592,56,94.62,24
CK1G2,1.4623,36,94.62,24
NDR2,2.1574,15,94.39,26
CK1A2,1.3015,40,94.05,27
SIK,1.5982,32,93.32,28
DNAPK,1.3429,38,93.1,29
TLK2,0.9243,50,92.74,30
PKN3,1.7552,28,92.7,31
RIPK3,0.5748,65,92.5,32
YANK2,0.3782,71,91.91,33
SRPK3,2.3063,11,91.75,34
RSK3,1.8448,24,91.72,35
PHKG1,0.6895,58,91.72,35
ACVR2A,1.4262,37,91.64,37
ANKRD3,0.2163,79,91.51,38
ALK7,1.9542,21,91.22,39
CHK2,1.4635,35,91.22,39
LATS1,1.6244,31,90.82,41
CAMK1D,1.731,29,90.76,42
TTBK1,-0.1625,101,90.68,43
DMPK1,0.0916,86,90.21,44
RSK2,1.781,27,89.88,45
DRAK1,0.2247,78,89.82,46
ALK1,0.9917,48,89.8,47
CAMK1A,0.8746,52,89.48,48
AMPKA1,1.0405,46,89.21,49
TGFBR1,1.3168,39,89.01,50
CAMK1B,1.4733,34,89.0,51
MSK2,1.1397,44,88.99,52
CK1G1,0.3202,75,88.91,53
CLK4,2.096,17,88.73,54
MAPKAPK5,0.2894,77,88.63,55
AMPKA2,0.954,49,88.22,56
IRAK1,-0.5652,129,88.15,57
SRPK2,1.698,30,88.1,58
IRE1,0.0104,92,88.08,59
ACVR2B,0.8755,51,88.05,60
CDC7,0.6002,63,87.48,61
MELK,0.5971,64,87.41,62
CLK1,1.8243,25,87.27,63
CAMK4,0.4226,69,87.27,63
BRSK2,-0.2039,110,87.05,65
