Score,Score Rank,Percentile,Percentile Rank
3.0256,1,99.89,1
2.8561,2,99.71,2
2.3706,3,98.87,3
0.9341,16,98.12,4
1.5953,4,96.94,5
0.7168,20,96.6,6
0.6702,21,94.24,7
1.4906,5,92.3,8
1.4124,7,91.95,9
0.4528,25,91.66,10
0.9515,15,90.9,11
0.4095,27,90.83,12
0.2752,33,90.6,13
0.44,26,90.56,14
1.4519,6,90.44,15
0.6565,22,90.18,16
0.6342,23,90.15,17
1.0368,13,89.98,18
-0.2387,55,89.07,19
0.3766,29,87.91,20
0.0921,43,87.66,21
-0.6501,72,87.37,22
0.216,35,86.69,23
0.015,45,86.66,24
-0.6465,71,86.47,25
-0.3243,60,85.06,26
-0.799,75,84.97,27
0.8395,19,84.33,28
0.3934,28,83.63,29
0.0487,44,83.58,30
-0.0468,50,83.36,31
-0.318,59,82.54,32
1.0082,14,81.44,33
-1.67,125,81.32,34
-0.6452,70,80.99,35
-0.9079,82,80.92,36
-1.1453,93,80.82,37
-0.0224,47,80.73,38
0.1414,39,80.17,39
-0.8459,79,77.83,40
-1.0091,86,77.78,41
-0.1738,51,77.39,42
-1.5259,113,76.06,43
-1.3974,106,76.04,44
-1.0321,88,76.02,45
1.324,10,75.96,46
-0.5818,66,75.95,47
-0.4882,65,75.91,48
-1.0026,85,75.39,49
-0.6683,73,75.3,50
1.4103,8,75.0,51
-0.2352,54,74.62,52
-1.1578,94,74.59,53
-2.4552,163,74.27,54
-1.9967,140,73.96,55
-0.1907,52,73.54,56
-0.4659,64,73.01,57
0.8423,18,72.64,58
-0.6297,69,72.6,59
1.1324,12,72.43,60
0.1988,37,72.16,61
1.301,11,71.88,62
-0.8199,76,71.32,63
-1.1452,92,70.93,64
1.365,9,70.87,65
0.1655,38,70.46,66
-1.2799,101,70.34,67
-0.3671,61,70.17,68
-0.6232,68,70.1,69
-2.057,144,69.83,70
-1.2023,95,69.79,71
0.9095,17,69.65,72
-0.422,63,69.58,73
-2.7138,178,69.57,74
0.5018,24,69.42,75
-3.0023,196,69.16,76
-1.3798,105,68.9,77
0.1393,40,68.84,78
-0.013,46,68.68,79
-2.9282,191,68.63,80
-1.0905,89,68.42,81
0.3198,31,68.39,82
-1.8854,135,68.25,83
0.2121,36,67.55,84
-0.0261,49,67.14,85
-0.8464,80,67.0,86
-3.5985,224,67.0,86
0.3564,30,66.22,88
-1.6428,122,66.0,89
-2.0623,145,65.92,90
-2.6596,173,65.88,91
0.1045,42,65.76,92
-1.1431,91,65.74,93
-1.9564,138,65.73,94
-0.8886,81,65.61,95
0.305,32,65.48,96
-3.082,200,65.22,97
-0.2212,53,65.13,98
-2.1967,149,65.12,99
-0.3765,62,64.58,100
-2.5115,166,64.03,101
-1.5138,112,63.88,102
-1.7367,130,63.26,103
-2.8528,186,62.97,104
-1.4628,110,62.42,105
-3.2083,204,62.2,106
-0.0254,48,61.64,107
-1.4099,107,61.28,108
-2.4324,160,61.27,109
-1.5852,117,61.21,110
-1.5999,119,61.01,111
-0.7045,74,60.72,112
-4.1998,252,59.93,113
-2.2452,153,59.79,114
-1.2705,99,59.65,115
-0.3134,58,59.65,115
-2.6195,170,58.28,117
-1.217,96,58.16,118
0.2638,34,57.59,119
-1.2717,100,57.4,120
-0.2464,56,57.33,121
-1.644,123,57.13,122
-2.9003,190,57.11,123
-1.5603,115,56.83,124
-1.263,98,56.76,125
-2.2034,150,56.26,126
-2.4386,161,56.02,127
-1.6229,120,55.91,128
-2.2781,154,55.76,129
-2.2983,155,55.74,130
-1.8063,131,55.53,131
-3.8487,239,55.48,132
-2.4789,165,55.18,133
-2.064,146,55.18,133
-1.8214,132,54.94,135
-0.8362,78,54.46,136
-1.6885,127,54.32,137
-0.9242,83,54.08,138
-2.0211,141,54.06,139
-1.0133,87,53.45,140
-0.5864,67,53.31,141
-1.6879,126,53.09,142
-2.2409,152,52.91,143
-2.6697,174,52.63,144
-4.64,272,52.43,145
-4.1841,250,52.37,146
-5.6026,297,52.04,147
-1.9208,136,51.95,148
-2.4737,164,51.92,149
-1.7233,128,51.92,149
-0.8211,77,51.82,151
-0.9885,84,51.66,152
