Score,Score Rank,Percentile,Percentile Rank
3.6397,7,99.96,1
1.8975,60,99.83,2
4.448,2,99.63,3
3.0799,14,99.23,4
2.6322,27,99.14,5
3.3318,10,98.91,6
2.7546,22,98.68,7
3.8641,6,98.65,8
3.586,8,98.61,9
3.8787,5,98.38,10
2.0073,54,98.17,11
1.1514,96,98.16,12
2.7145,24,97.95,13
4.0531,4,97.84,14
3.2131,12,97.76,15
3.0488,15,97.7,16
1.7484,66,97.48,17
5.1282,1,97.42,18
2.8442,19,97.27,19
2.4305,31,97.13,20
1.4584,80,97.0,21
2.9866,17,96.94,22
1.4177,83,96.7,23
1.1,98,96.69,24
2.1914,44,96.56,25
1.0081,104,96.36,26
2.6758,26,96.31,27
1.8269,63,96.16,28
1.4055,84,96.08,29
2.0861,49,96.07,30
2.6986,25,95.97,31
1.7681,65,95.93,32
1.5458,73,95.85,33
2.0075,53,95.61,34
2.2753,36,95.61,34
2.2555,37,95.52,36
1.5053,78,95.47,37
1.9234,58,95.47,37
2.9615,18,95.44,39
2.1691,45,95.3,40
2.5434,29,95.14,41
1.0795,100,94.99,42
-0.6104,175,94.96,43
2.3176,33,94.86,44
1.5176,76,94.72,45
2.8039,21,94.42,46
0.8527,107,94.39,47
2.5487,28,94.28,48
1.9634,55,94.24,49
2.316,34,94.14,50
1.3718,85,94.12,51
2.1198,47,94.11,52
2.8057,20,94.1,53
1.2222,92,94.05,54
2.288,35,93.86,55
2.2177,41,93.84,56
1.5914,72,93.81,57
2.0484,51,93.63,58
1.9376,57,93.41,59
2.2464,38,93.37,60
4.233,3,93.27,61
0.6521,116,93.26,62
2.0756,50,93.25,63
1.6187,69,93.22,64
0.8261,109,93.21,65
1.5069,77,93.19,66
1.4727,79,92.97,67
1.3292,88,92.93,68
1.0028,106,92.91,69
1.1446,97,92.88,70
-0.0265,155,92.69,71
2.4383,30,92.62,72
1.0786,101,92.61,73
1.311,89,92.54,74
1.9513,56,92.51,75
2.2008,42,92.44,76
3.5569,9,92.28,77
2.0473,52,92.21,78
1.863,61,92.16,79
1.2438,91,92.05,80
1.1931,93,92.02,81
0.7301,114,91.74,82
1.606,71,91.74,82
0.2211,144,91.58,84
2.9876,16,91.51,85
-0.0607,158,91.45,86
2.2389,39,91.42,87
1.8044,64,91.21,88
0.6147,120,91.16,89
1.0817,99,90.92,90
1.1704,94,90.81,91
0.6038,121,90.8,92
1.2556,90,90.64,93
0.5074,127,90.62,94
0.6282,119,90.62,94
1.446,81,90.61,96
1.52,75,90.39,97
2.2351,40,90.36,98
0.3597,132,90.3,99
2.1259,46,90.3,99
2.0862,48,90.25,101
0.522,126,90.05,102
1.5215,74,89.9,103
0.6951,115,89.86,104
0.7335,113,89.85,105
-1.1743,203,89.65,106
1.4442,82,89.53,107
0.3569,133,89.47,108
0.2975,139,89.35,109
0.2695,140,88.98,110
1.3597,86,88.69,111
0.8418,108,87.95,112
0.7953,110,87.89,113
3.2944,11,87.83,114
0.5296,125,87.82,115
0.7816,111,87.69,116
0.5474,124,87.61,117
0.7439,112,87.58,118
0.3254,136,87.57,119
1.6183,70,87.56,120
0.0253,153,87.46,121
-0.5773,172,87.1,122
1.838,62,87.04,123
0.5482,123,86.99,124
3.2127,13,86.93,125
1.004,105,86.54,126
0.0509,151,86.45,127
1.6962,68,86.39,128
0.3234,137,86.01,129
0.4804,128,86.0,130
-0.042,157,86.0,130
0.3919,131,85.88,132
1.0422,102,85.61,133
-0.064,159,85.41,134
0.3024,138,84.97,135
1.3463,87,84.79,136
-1.9029,232,84.7,137
1.7107,67,84.52,138
-0.8953,187,84.11,139
0.5596,122,84.1,140
-0.0351,156,83.27,141
2.753,23,83.25,142
-0.1302,162,83.22,143
1.1671,95,83.11,144
-1.4502,215,83.03,145
0.2244,143,82.93,146
0.1177,148,82.82,147
-0.0708,160,82.61,148
0.3447,134,82.45,149
2.3557,32,82.37,150
-0.7532,179,82.19,151
-0.4192,167,81.53,152
-0.8307,184,81.27,153
0.2279,142,80.54,154
-1.3355,209,79.94,155
-1.053,194,79.8,156
0.0509,151,79.52,157
-0.258,165,79.17,158
-0.6138,176,78.56,159
0.249,141,78.25,160
-1.4261,212,78.06,161
-1.5352,220,77.62,162
1.9128,59,77.47,163
-1.0558,195,77.0,164
0.3437,135,76.95,165
-1.0346,193,76.76,166
2.1959,43,76.66,167
-0.6089,174,76.65,168
-1.839,229,76.44,169
0.179,146,76.35,170
0.1046,149,75.92,171
-1.5059,217,75.48,172
-0.8219,182,74.93,173
-2.2733,251,74.91,174
-1.6591,225,74.43,175
0.4134,130,74.06,176
1.0085,103,73.72,177
-0.0032,154,73.68,178
0.4705,129,73.52,179
-1.0757,197,73.07,180
-0.7572,180,73.06,181
0.6396,118,72.88,182
-1.1708,202,72.59,183
-3.0505,268,72.14,184
-2.1558,243,71.29,185
-0.5914,173,71.06,186
-0.8306,183,70.78,187
-0.9733,190,70.49,188
-1.437,214,70.46,189
0.1641,147,69.67,190
-2.6425,262,68.9,191
-0.1469,163,68.79,192
-1.6259,223,68.43,193
-0.394,166,68.42,194
-1.3881,210,67.94,195
-1.6387,224,67.78,196
-2.157,244,67.73,197
-2.3208,254,67.37,198
-1.6111,222,66.68,199
-2.0275,238,66.54,200
0.6416,117,66.08,201
-1.0899,198,66.05,202
-0.6406,177,65.9,203
-2.2673,250,65.2,204
-1.2161,206,64.88,205
-2.1113,241,64.88,205
-1.1838,204,64.82,207
-1.2688,207,64.68,208
-0.7041,178,64.47,209
-1.7963,228,64.25,210
-0.7835,181,64.15,211
-1.7297,226,63.78,212
-0.4836,169,63.58,213
0.0773,150,63.0,214
-0.5126,171,62.75,215
-0.8694,185,62.54,216
-1.2047,205,61.94,217
-4.1589,289,61.72,218
-0.1145,161,61.7,219
-1.1444,199,61.42,220
-1.52,219,61.27,221
-0.8939,186,61.2,222
-0.4294,168,61.12,223
