Score,Score Rank,Percentile,Percentile Rank
1.9065,1,99.65,1
1.5733,2,99.47,2
0.0144,7,97.28,3
0.3305,4,97.02,4
-0.6694,16,94.83,5
0.0168,6,94.43,6
-0.1749,9,94.36,7
-2.3659,105,91.47,8
-0.5279,12,91.25,9
-1.0726,23,87.09,10
-1.9947,76,86.41,11
-1.7377,58,85.47,12
-0.9772,21,84.85,13
-1.6067,53,83.78,14
-2.1976,90,83.02,15
-1.5549,47,81.69,16
-1.4719,44,81.03,17
0.0089,8,80.99,18
-2.5969,124,80.57,19
1.3868,3,80.52,20
-1.3755,39,80.35,21
-1.0315,22,78.58,22
-2.9361,142,77.88,23
-1.1865,26,76.76,24
-3.0427,149,76.66,25
-0.9137,20,76.61,26
-0.598,14,76.02,27
-1.299,32,75.05,28
-1.3092,34,73.7,29
-1.4077,40,73.65,30
-1.2443,28,73.57,31
-2.3781,106,71.93,32
-2.8511,134,71.42,33
-1.7198,57,71.09,34
-3.2062,159,69.73,35
-0.6473,15,67.91,36
-1.8139,63,67.85,37
-2.1646,88,67.14,38
-2.9902,146,66.74,39
-0.5773,13,66.62,40
-2.8855,138,66.22,41
-1.3135,35,65.79,42
0.2535,5,65.24,43
-2.2317,92,64.83,44
-1.5624,49,63.34,45
-3.4222,170,63.04,46
-1.7905,60,62.85,47
-3.2672,162,62.57,48
-2.4782,111,62.48,49
-0.8118,18,62.21,50
-1.1877,27,62.18,51
-1.1134,24,62.18,51
-2.6415,127,61.31,53
-1.5912,52,60.93,54
-0.2896,10,60.41,55
-1.4351,41,60.4,56
-2.1231,84,59.12,57
-2.7743,132,59.11,58
-1.9583,73,58.94,59
-2.1638,87,58.66,60
-2.003,77,58.63,61
-1.1583,25,56.98,62
-2.2964,98,56.9,63
-1.3067,33,56.37,64
-2.2672,95,56.34,65
-1.5266,46,56.08,66
-2.1058,81,55.84,67
-2.5843,123,55.56,68
-2.3972,109,55.26,69
-2.5531,119,54.91,70
-3.2036,158,54.57,71
-1.3633,38,54.31,72
-3.3271,164,54.15,73
-2.2972,99,53.73,74
-1.455,42,53.31,75
-3.7727,195,53.24,76
-1.679,54,52.49,77
-4.0004,210,52.14,78
-2.7103,129,51.98,79
-3.4654,173,51.93,80
-3.9552,206,51.91,81
-2.4504,110,51.53,82
-3.1659,156,51.26,83
-1.7981,62,51.19,84
-2.1788,89,51.11,85
-1.9597,74,50.56,86
-2.5815,122,50.15,87
-2.2392,94,49.8,88
-3.8543,200,49.47,89
-2.1101,82,49.35,90
-2.3805,107,49.14,91
-4.0618,213,49.1,92
-1.8913,68,48.2,93
-1.315,36,48.12,94
-2.1539,86,48.05,95
-4.1895,218,48.01,96
-1.93,72,47.96,97
-2.0321,78,47.95,98
-2.2137,91,47.67,99
-2.5275,118,47.54,100
-1.2449,29,47.45,101
-1.8379,65,47.08,102
-3.4792,174,46.27,103
-3.1208,154,46.17,104
-3.7205,188,45.8,105
-2.1225,83,45.53,106
-3.6211,184,45.29,107
-2.5987,125,45.17,108
-2.3409,103,45.13,109
-2.7412,131,44.77,110
-1.5202,45,44.59,111
-2.082,80,43.97,112
-3.6828,185,43.81,113
-2.7383,130,43.78,114
-3.5655,177,43.63,115
-2.4858,113,43.15,116
-1.7003,55,42.69,117
-2.5662,120,42.46,118
-3.3627,168,42.19,119
-4.4123,223,42.01,120
-2.3235,101,42.0,121
-3.8062,197,41.97,122
-2.3487,104,41.69,123
-3.4518,172,41.35,124
-2.924,139,41.26,125
-4.11,215,41.14,126
-3.0989,153,40.99,127
-3.7366,190,40.93,128
-2.5208,117,40.37,129
-1.9053,69,40.27,130
-3.1579,155,40.15,131
-3.9767,209,39.76,132
-1.2495,30,39.71,133
-2.6449,128,39.62,134
-4.9233,244,38.97,135
-2.3916,108,38.93,136
-3.1718,157,38.53,137
-1.5683,50,38.35,138
-3.5757,178,38.21,139
-2.6321,126,38.0,140
-2.0791,79,37.34,141
-3.9482,205,37.28,142
-1.7947,61,37.24,143
-3.3427,166,37.1,144
-3.6055,181,36.71,145
-3.4969,175,36.68,146
-3.255,161,36.4,147
-3.6028,180,36.36,148
-1.8383,66,36.05,149
-2.9259,140,35.19,150
-3.0341,148,34.97,151
-1.5576,48,34.87,152
-2.8768,136,34.19,153
-2.3255,102,33.27,154
-2.9638,143,33.17,155
-2.5091,114,32.97,156
-1.578,51,32.84,157
-1.7527,59,32.52,158
-5.5901,269,32.2,159
-3.3938,169,31.3,160
-3.5795,179,31.09,161
-1.271,31,30.12,162
-4.7629,237,29.83,163
-4.6838,236,29.31,164
-2.9329,141,29.1,165
-3.7092,187,28.9,166
-6.0876,283,28.9,166
-5.1694,257,27.96,168
-3.0469,150,27.91,169
-2.1353,85,27.88,170
-2.8737,135,27.88,170
-3.2283,160,27.74,172
-2.2321,93,27.6,173
-3.3512,167,27.58,174
-2.8507,133,27.24,175
-5.022,248,27.22,176
-5.1443,256,26.86,177
-3.7659,194,26.45,178
-4.443,224,26.17,179
-1.3304,37,26.05,180
-3.0702,151,25.81,181
-5.2626,260,25.6,182
-3.0716,152,25.45,183
-4.7952,238,25.44,184
-4.6649,235,25.08,185
-4.2181,219,24.91,186
-4.5249,231,24.88,187
-4.1338,217,24.75,188
-5.3888,267,24.74,189
-4.9058,243,24.51,190
-1.4576,43,24.5,191
-4.4752,228,24.27,192
-5.1746,258,24.24,193
-2.5792,121,23.92,194
-3.9411,204,23.72,195
-4.8423,240,23.7,196
-3.3383,165,23.38,197
-2.9893,145,23.23,198
-4.8072,239,23.2,199
-4.4439,225,22.95,200
-1.7162,56,22.55,201
-4.5069,229,22.49,202
-4.2886,220,22.41,203
-4.3532,221,22.31,204
-3.7047,186,22.26,205
-3.8148,198,22.14,206
-2.9812,144,22.08,207
-4.8883,242,21.84,208
-4.5952,232,21.77,209
-0.4945,11,21.67,210
-0.8308,19,21.65,211
-3.9132,203,21.35,212
-2.5136,115,21.27,213
-5.6792,271,21.1,214
-3.8845,201,20.16,215
-8.3181,308,20.13,216
-3.6076,182,20.12,217
-4.1319,216,19.24,218
-5.5756,268,19.18,219
-6.0905,284,18.85,220
-4.6536,234,18.56,221
-4.4527,226,18.4,222
-3.8499,199,18.3,223
-3.7565,193,17.47,224
-2.4782,111,17.13,225
-4.9791,247,16.36,226
-3.886,202,16.25,227
-1.9821,75,16.1,228
-4.0138,211,15.96,229
-4.3939,222,15.55,230
-4.5115,230,15.31,231
-5.0715,251,14.81,232
-3.5376,176,14.8,233
-1.8705,67,14.77,234
-6.1417,287,14.75,235
-6.478,293,14.04,236
-0.753,17,13.6,237
-6.1284,286,13.56,238
-6.6515,296,13.5,239
-3.4304,171,13.42,240
-5.668,270,13.29,241
-5.9961,281,13.08,242
-6.0957,285,12.99,243
-5.3617,266,12.7,244
-4.9595,245,12.67,245
-5.3245,264,12.57,246
-3.9651,207,12.5,247
-3.9744,208,12.49,248
-5.2943,262,12.26,249
-3.7912,196,12.26,249
-2.313,100,12.18,251
-5.7875,275,12.09,252
-5.0368,250,11.93,253
-1.8353,64,11.89,254
-4.9629,246,11.87,255
-5.9049,280,11.62,256
-3.754,191,11.45,257
-5.68,272,11.36,258
-7.8542,307,11.28,259
-7.4156,303,11.26,260
-6.2078,289,10.66,261
-6.2717,290,10.59,262
-3.7311,189,10.38,263
-3.6109,183,9.92,264
-3.7546,192,9.44,265
-5.838,276,9.15,266
-2.8782,137,8.98,267
-6.4003,291,8.74,268
-3.0266,147,8.73,269
-8.4337,309,8.47,270
-5.999,282,8.25,271
-5.095,254,7.89,272
-5.3501,265,7.89,272
-7.3403,302,7.73,274
-3.2883,163,7.33,275
-4.1057,214,7.32,276
-2.2685,96,6.87,277
-5.2581,259,6.74,278
-5.1077,255,6.61,279
-2.5159,116,6.56,280
-4.0322,212,6.25,281
-4.6105,233,6.1,282
-1.9159,70,5.73,283
-6.8965,299,5.25,284
-5.3183,263,4.93,285
-5.0848,252,4.88,286
-6.1799,288,4.73,287
-6.4942,294,4.48,288
-5.8575,278,4.46,289
-5.0888,253,4.24,290
-5.8513,277,3.95,291
-6.6945,297,3.95,291
-6.9447,300,3.58,293
-7.5568,305,3.49,294
-5.2817,261,3.39,295
-5.0278,249,3.24,296
-6.7615,298,3.06,297
-6.424,292,3.03,298
