Score,Score Rank,Percentile,Percentile Rank
3.493,1,99.83,1
2.2607,13,99.34,2
2.9216,5,98.96,3
2.534,7,98.91,4
3.1726,2,98.38,5
3.1588,3,98.32,6
2.0481,17,98.26,7
2.45,9,97.46,8
2.4607,8,97.18,9
0.6941,56,96.96,10
-0.0024,92,96.88,11
2.3479,11,96.87,12
2.0854,15,96.85,13
2.2729,12,96.62,14
2.6512,6,95.51,15
2.08,16,95.15,16
2.989,4,95.12,17
1.6872,26,94.7,18
1.0843,43,94.12,19
0.9087,48,93.95,20
1.2874,34,93.93,21
1.2634,35,93.89,22
1.6847,27,93.8,23
1.1737,39,93.3,24
1.4474,33,93.21,25
1.8024,23,92.98,26
0.4369,70,92.85,27
0.623,60,92.53,28
0.3036,81,92.45,29
2.1883,14,92.4,30
1.7583,24,92.28,31
2.3534,10,91.98,32
2.0176,18,91.81,33
0.3747,74,91.28,34
1.7303,25,91.27,35
1.0146,45,91.23,36
0.3035,82,91.22,37
0.3964,73,91.21,38
1.5279,32,91.16,39
1.6607,30,91.05,40
1.0115,46,90.8,41
1.2391,37,90.63,42
1.1581,41,90.51,43
1.6654,29,90.51,43
0.4277,72,90.19,45
1.8159,22,90.06,46
0.5626,66,89.92,47
1.1335,42,89.86,48
-0.2968,113,89.55,49
0.667,57,89.36,50
0.1436,87,89.1,51
0.7294,55,88.96,52
1.0174,44,88.64,53
0.8139,51,88.45,54
0.4854,68,88.27,55
0.79,52,88.05,56
-0.5765,129,88.05,56
1.6656,28,87.89,58
1.9056,21,87.8,59
1.2564,36,87.8,59
0.6543,59,87.74,61
0.7537,54,87.66,62
1.1908,38,87.6,63
1.9126,20,87.58,64
-0.4906,122,87.57,65
0.5793,63,87.29,66
-0.2216,110,86.95,67
0.6032,62,86.9,68
-0.0087,93,86.63,69
0.3186,78,86.6,70
0.567,65,86.49,71
1.6293,31,86.43,72
0.5459,67,86.38,73
0.7755,53,86.18,74
0.6088,61,86.07,75
-0.1589,105,86.02,76
-0.345,116,86.02,76
0.4532,69,85.82,78
0.1545,85,85.76,79
0.5694,64,85.6,80
-0.0475,96,85.0,81
0.8812,49,84.89,82
0.9457,47,84.81,83
-1.052,151,84.64,84
0.4325,71,84.5,85
-0.3751,117,83.86,86
0.1391,88,83.71,87
-0.1222,102,83.55,88
-1.4965,176,83.51,89
0.2642,83,83.46,90
-1.4139,173,83.44,91
-1.3485,168,82.19,92
0.306,80,82.09,93
1.9298,19,81.87,94
-0.6777,135,81.81,95
-0.5017,123,81.68,96
0.3511,76,81.54,97
-0.9021,145,81.43,98
-0.1644,107,81.33,99
-0.4712,121,81.09,100
0.3098,79,81.09,100
0.207,84,81.02,102
-0.554,127,80.94,103
-1.0604,152,80.75,104
-0.163,106,80.52,105
-1.2514,159,80.48,106
-0.2269,111,80.11,107
-1.3268,165,80.08,108
-0.077,100,80.07,109
-0.0767,99,80.06,110
0.8514,50,80.04,111
-1.1478,155,79.79,112
1.1696,40,79.76,113
-0.6357,133,79.68,114
-0.3912,119,79.33,115
-0.762,139,79.2,116
-0.6108,132,78.35,117
-0.8016,143,77.99,118
0.1472,86,77.79,119
-1.2344,157,77.65,120
-2.4046,208,77.43,121
-1.0514,150,77.35,122
-1.2451,158,77.18,123
-1.0104,148,76.9,124
-1.3849,171,76.78,125
-0.5217,125,76.66,126
-1.3802,170,76.65,127
-0.7392,137,76.51,128
-0.6048,131,76.49,129
-1.3366,166,76.49,129
-1.0802,153,75.49,131
0.0777,89,75.33,132
-0.5145,124,75.22,133
0.0688,90,74.86,134
-0.7557,138,74.71,135
-0.2393,112,74.63,136
-0.0983,101,74.61,137
-0.1946,109,74.55,138
-2.6013,216,74.52,139
-0.1285,103,74.32,140
-0.0283,95,74.15,141
-0.0739,98,73.84,142
-0.6705,134,73.36,143
-2.5574,214,73.27,144
0.3653,75,73.23,145
-0.5503,126,73.15,146
0.6645,58,73.11,147
-0.6964,136,72.21,148
-1.8063,186,72.07,149
-0.906,146,71.9,150
-0.9403,147,70.94,151
-0.7887,141,70.42,152
-0.3385,114,68.82,153
-2.1683,201,67.99,154
-1.8976,192,67.9,155
-2.0972,199,67.75,156
-0.0199,94,67.1,157
-1.5563,180,67.07,158
-1.3551,169,67.06,159
-0.3888,118,66.84,160
-1.2527,160,66.5,161
-2.1723,202,66.4,162
-2.4231,210,66.12,163
-1.5185,177,65.77,164
-1.1943,156,65.7,165
-2.1477,200,65.65,166
0.3245,77,64.75,167
-1.6932,184,64.64,168
