Score,Score Rank,Percentile,Percentile Rank
-1.0697,160,67.47,171
-1.3695,181,67.45,172
-1.495,193,67.39,173
-1.1623,169,67.2,174
-0.5578,135,67.04,175
-1.7022,201,66.99,176
-2.0426,215,66.63,177
-1.4894,191,66.24,178
-1.4852,190,66.07,179
-3.0784,249,65.78,180
-1.6566,199,65.76,181
-1.4735,189,65.35,182
-0.0883,105,65.05,183
-1.6563,198,64.95,184
-1.4703,187,64.43,185
-1.3491,180,64.32,186
-1.279,176,64.1,187
-1.3839,182,64.03,188
0.0852,91,63.03,189
-1.4133,184,62.18,190
-1.4938,192,61.94,191
0.1675,87,61.07,192
-1.9324,208,60.49,193
-0.5538,134,60.04,194
-0.1146,108,59.42,195
-2.1387,217,59.37,196
-1.2171,172,59.34,197
-1.3367,178,58.54,198
-2.532,231,58.33,199
-2.8126,239,57.53,200
-2.0046,211,57.36,201
-3.0592,247,56.65,202
-2.4879,225,56.48,203
-1.7827,204,55.93,204
-0.4536,126,54.78,205
-0.9238,153,54.09,206
-1.1297,165,53.87,207
-3.0691,248,53.09,208
-1.2365,174,53.04,209
-1.611,197,52.46,210
-2.5009,226,52.09,211
-3.2014,252,52.01,212
-1.7076,202,51.93,213
-2.4072,224,51.29,214
-3.3898,254,50.96,215
-4.1856,273,49.27,216
-1.6609,200,48.57,217
-2.9716,245,48.38,218
-0.4195,123,47.37,219
-1.1473,166,47.08,220
-2.7824,238,47.0,221
-3.6407,259,46.83,222
-1.4584,186,45.24,223
-2.5022,227,44.72,224
-2.3663,223,44.13,225
-2.3537,222,43.15,226
-1.8889,207,43.03,227
-4.5041,284,42.93,228
-2.6711,234,42.55,229
-2.7311,236,42.48,230
-1.4225,185,41.95,231
-2.1186,216,41.91,232
-1.9337,209,41.64,233
-4.4682,283,41.06,234
-2.5024,228,40.66,235
-2.2673,219,40.23,236
-3.9305,268,39.59,237
-2.5088,229,39.4,238
-0.1242,110,39.36,239
-1.0068,157,38.7,240
-6.3318,306,38.69,241
-2.0227,213,38.46,242
-2.5152,230,38.29,243
-3.653,261,38.2,244
-4.8582,288,38.01,245
-3.4983,255,37.91,246
-4.8867,289,37.4,247
-4.1868,274,37.23,248
-4.216,276,37.1,249
-3.6204,258,37.01,250
-1.8539,206,36.24,251
-3.8586,266,35.96,252
-2.694,235,35.86,253
-4.996,290,35.79,254
-2.8234,240,35.73,255
-2.9923,246,35.65,256
-1.5533,195,35.37,257
-3.3498,253,35.28,258
-5.9235,302,35.13,259
-1.9479,210,35.12,260
-4.2321,277,34.83,261
-4.545,285,34.78,262
-2.9012,242,33.87,263
-3.8025,263,33.84,264
-3.1414,250,33.7,265
-4.1455,272,33.54,266
-2.5978,232,32.92,267
-2.7653,237,31.83,268
-4.4374,282,31.61,269
-3.5503,256,30.73,270
-5.4671,297,30.08,271
-5.3793,294,27.75,272
-2.3511,221,27.72,273
-2.8517,241,27.7,274
-3.8413,265,27.35,275
-5.0533,291,26.45,276
-2.9342,243,25.92,277
-5.5613,299,25.44,278
-4.1896,275,25.0,279
-4.3511,279,24.92,280
-3.6447,260,24.35,281
-0.8132,150,24.2,282
-6.4597,308,22.94,283
-4.0179,269,22.66,284
-3.9091,267,21.43,285
-4.094,270,21.13,286
-3.6058,257,19.95,287
-3.8283,264,19.89,288
-3.7605,262,19.69,289
-6.5892,309,19.4,290
-4.389,280,19.19,291
-5.4195,295,18.94,292
-4.629,286,18.5,293
-5.7455,300,18.5,293
-5.5143,298,17.6,295
-5.4333,296,17.26,296
-4.1357,271,16.38,297
-6.2469,305,15.85,298
-4.3246,278,15.73,299
-3.1959,251,15.56,300
-5.2363,293,14.91,301
-6.0119,303,14.44,302
-4.8361,287,11.06,303
-5.2195,292,10.37,304
-6.1021,304,9.98,305
-5.8708,301,8.7,306
-2.9391,244,8.09,307
-6.3943,307,7.51,308
-4.4368,281,5.18,309
-6.6169,310,4.62,310
