Score,Score Rank,Percentile,Percentile Rank
3.0406,1,99.89,1
2.4181,4,99.23,2
2.4918,3,99.05,3
1.1847,10,98.92,4
2.5968,2,98.29,5
1.2871,8,98.04,6
1.8763,5,97.8,7
0.6378,27,94.04,8
0.7136,21,93.4,9
0.7139,20,92.76,10
1.5718,6,92.74,11
0.9382,15,92.42,12
0.4506,37,91.91,13
0.0326,46,90.97,14
0.405,38,90.7,15
0.7072,22,90.53,16
1.2314,9,90.44,17
0.9167,16,89.4,18
0.6415,24,89.18,19
0.241,42,88.29,20
-0.5748,73,88.13,21
0.2505,41,88.06,22
-0.1735,55,86.91,23
0.6395,26,86.75,24
0.5858,28,86.1,25
-0.0928,53,85.77,26
-0.7238,81,85.34,27
0.5653,29,85.24,28
0.458,35,85.23,29
-0.044,49,83.4,30
-1.022,95,83.24,31
0.7678,19,83.17,32
-0.5061,68,82.99,33
-0.1317,54,82.45,34
-0.6367,77,82.07,35
0.0672,44,80.91,36
-0.5246,70,80.55,37
-0.2794,60,80.46,38
0.8769,17,80.32,39
-0.6898,78,80.02,40
0.0378,45,79.73,41
-0.703,80,79.65,42
-1.4641,111,79.22,43
-0.7426,83,79.03,44
-0.0834,52,78.89,45
-0.5908,74,78.87,46
-0.746,84,78.76,47
-1.3816,108,78.34,48
-2.0214,150,77.93,49
-1.0784,96,77.75,50
-0.7414,82,76.74,51
-0.0009,48,76.42,52
-0.1894,56,76.05,53
-1.8831,138,75.79,54
-1.5101,115,75.52,55
-0.5364,72,75.01,56
0.3737,39,74.5,57
-0.9797,92,74.23,58
-0.6224,76,74.05,59
1.0045,13,73.64,60
-0.8528,88,73.53,61
-0.5137,69,73.17,62
0.5545,30,73.16,63
-1.3407,106,73.02,64
-1.7258,129,72.93,65
-0.4728,67,72.92,66
0.8331,18,72.58,67
1.0641,12,72.16,68
-1.4784,112,72.08,69
-0.879,89,71.98,70
-0.8897,90,71.93,71
1.2887,7,71.82,72
-1.926,144,71.29,73
0.4544,36,71.1,74
-2.4958,173,71.07,75
-0.3501,61,70.82,76
-2.6006,178,70.7,77
-0.5293,71,70.69,78
0.6964,23,70.58,79
0.9932,14,69.87,80
0.4682,34,69.85,81
-2.8329,191,69.25,82
0.641,25,69.16,83
1.068,11,68.95,84
-0.8224,86,68.93,85
-1.1162,97,68.41,86
0.297,40,67.93,87
-1.1372,99,67.61,88
-2.5811,177,67.3,89
0.4697,33,66.82,90
-3.0298,201,66.68,91
-0.2659,59,66.63,92
-1.4513,110,66.53,93
-1.3746,107,66.48,94
0.4964,31,66.36,95
-0.2195,57,66.12,96
-1.7823,133,65.83,97
-3.7062,232,65.38,98
0.0145,47,65.27,99
-2.2748,163,65.11,100
-0.357,62,64.95,101
-0.252,58,64.86,102
-0.0507,50,64.63,103
-0.7776,85,64.5,104
-1.9309,146,64.25,105
-1.1732,102,64.19,106
0.1285,43,63.88,107
-2.8475,193,63.07,108
-0.4366,65,63.04,109
-2.0679,153,62.54,110
-2.0636,152,62.2,111
-2.345,167,62.13,112
-1.133,98,62.12,113
-2.3442,166,61.51,114
-4.1213,255,61.3,115
-3.5022,224,61.29,116
-0.08,51,60.99,117
-0.6949,79,60.9,118
-1.7456,130,60.56,119
-1.9301,145,60.52,120
-1.9169,143,60.39,121
-2.0977,154,60.33,122
-1.2997,105,59.44,123
-2.5667,176,59.34,124
-1.5107,116,59.29,125
-1.5248,118,59.05,126
-0.8441,87,58.83,127
-1.142,100,58.78,128
-3.7101,234,57.88,129
-2.0402,151,57.82,130
-2.1122,156,57.28,131
-1.5456,120,57.18,132
-1.4333,109,57.15,133
-0.6061,75,57.1,134
-1.5563,121,56.93,135
-3.4195,218,56.77,136
-2.3315,164,56.69,137
-1.5134,117,56.04,138
-0.4363,64,55.51,139
-3.7704,238,54.95,140
-2.1974,159,54.93,141
-1.5927,122,54.91,142
-2.2168,161,54.87,143
-1.7729,132,54.52,144
-1.9119,142,54.47,145
0.4917,32,54.43,146
-2.8065,190,54.4,147
-2.3846,170,54.11,148
-3.069,203,53.53,149
-1.9739,147,53.27,150
-2.3881,171,53.2,151
-1.9843,148,53.17,152
-3.0417,202,53.17,152
-1.9938,149,53.08,154
-2.3592,169,52.49,155
-1.4942,114,52.45,156
-1.8555,136,52.32,157
-1.9042,140,52.3,158
-2.6989,185,52.15,159
-3.4409,220,51.93,160
-2.1316,157,51.87,161
-3.3272,213,51.43,162
-3.1619,207,51.35,163
-3.2755,212,51.32,164
-3.586,227,51.24,165
-1.6273,123,51.19,166
-3.1928,209,51.13,167
-3.2153,210,50.93,168
-0.4331,63,50.89,169
-1.1646,101,50.87,170
-1.7566,131,50.84,171
-2.629,180,50.79,172
-2.5523,175,50.63,173
-1.8126,135,50.48,174
-1.0167,93,50.46,175
-1.2881,104,50.46,175
-4.7488,273,50.07,177
-2.7085,186,49.48,178
-2.3457,168,49.4,179
-0.9261,91,48.97,180
-3.9426,247,48.92,181
-1.7044,128,48.85,182
-3.9154,244,48.53,183
-2.8442,192,48.18,184
-1.6533,125,47.92,185
-5.8397,298,47.86,186
-3.6454,230,47.75,187
-0.4509,66,46.73,188
-3.3948,215,46.71,189
-2.2276,162,46.66,190
-1.2473,103,46.47,191
-2.0987,155,46.29,192
-2.6434,181,46.2,193
-2.8702,195,45.87,194
-2.875,196,45.78,195
-1.9076,141,44.65,196
-2.343,165,44.57,197
-3.9345,245,44.5,198
-3.6171,229,44.3,199
-2.4803,172,44.21,200
-3.6896,231,43.92,201
-4.6039,268,43.81,202
-2.7276,188,43.09,203
-3.9889,248,43.05,204
-2.7146,187,42.64,205
-4.847,275,42.38,206
-1.6951,127,42.16,207
-5.0009,278,41.88,208
-2.8489,194,41.88,208
-3.8266,240,41.74,210
-3.0296,200,41.44,211
-4.1334,257,41.2,212
-3.1329,205,40.83,213
-4.099,254,40.76,214
-1.8665,137,40.54,215
-3.734,235,40.42,216
-3.3756,214,40.33,217
-4.54,267,39.95,218
-1.0172,94,39.74,219
-5.1418,285,39.74,219
-1.5336,119,39.54,221
-1.904,139,39.47,222
-4.0647,252,38.82,223
-3.7542,237,38.81,224
-4.0262,251,38.8,225
-3.4904,223,38.14,226
-4.1871,259,38.14,226
-2.6591,182,37.1,228
-6.6505,305,36.97,229
-5.052,283,36.79,230
-3.614,228,36.57,231
-3.443,222,36.2,232
-4.2859,260,36.03,233
-4.2972,261,35.79,234
-3.8923,242,35.74,235
-5.037,281,35.55,236
-2.6261,179,35.14,237
-5.1851,286,34.52,238
-3.9935,250,34.45,239
-3.0162,199,33.91,240
-4.3857,262,33.46,241
-3.8166,239,33.13,242
-2.7623,189,33.12,243
-5.0754,284,32.97,244
-3.1903,208,32.9,245
-2.9656,198,30.86,246
-2.5506,174,30.75,247
-3.4187,217,30.59,248
-1.6901,126,30.03,249
-1.4879,113,29.1,250
-4.6239,269,28.95,251
-3.991,249,28.9,252
-5.4737,296,28.23,253
-5.4301,294,28.17,254
-2.6868,184,27.79,255
-1.6374,124,27.75,256
-5.4349,295,27.44,257
-2.2074,160,26.11,258
-2.6689,183,25.9,259
-3.5443,226,25.87,260
-4.9233,277,25.81,261
-2.9595,197,25.81,261
-4.433,264,25.1,263
-6.0486,300,24.48,264
-3.8971,243,23.84,265
-3.7446,236,23.41,266
-4.4281,263,23.12,267
-2.1849,158,23.03,268
-4.1244,256,22.95,269
-5.2652,290,22.84,270
-3.2312,211,22.34,271
-3.539,225,22.16,272
-3.1504,206,21.43,273
-5.0129,279,21.18,274
-4.7373,271,20.87,275
-4.0915,253,20.6,276
-3.112,204,20.51,277
-5.3022,291,19.17,278
-3.4412,221,19.04,279
-5.3821,292,18.8,280
-5.1943,287,18.5,281
-3.935,246,17.83,282
-4.152,258,17.77,283
-5.425,293,17.65,284
-6.4862,304,17.31,285
-5.0354,280,17.12,286
-5.5182,297,16.53,287
-6.7175,306,15.68,288
-5.9439,299,15.65,289
-3.4153,216,15.61,290
-3.4332,219,15.15,291
-4.7481,272,15.03,292
-3.8364,241,14.91,293
-4.8959,276,14.23,294
-5.26,288,14.19,295
-5.0401,282,12.43,296
-4.4953,266,12.02,297
-1.8108,134,11.95,298
-6.1987,301,11.03,299
-5.2601,289,10.08,300
-3.7066,233,9.85,301
-4.4927,265,9.55,302
-6.2446,302,8.35,303
-7.4875,307,7.88,304
-6.4496,303,7.75,305
-4.6854,270,6.35,306
-8.7284,309,2.6,307
-9.6372,310,2.33,308
-4.7606,274,1.1,309
-8.0566,308,0.52,310
