Score,Score Rank,Percentile,Percentile Rank
2.3532,2,99.4,1
2.9898,1,99.19,2
2.1979,3,98.74,3
1.7321,4,97.6,4
1.7231,5,97.29,5
1.0975,9,96.06,6
0.2682,29,94.95,7
1.1458,7,93.15,8
0.7029,18,92.19,9
-0.4775,59,91.58,10
0.3514,27,91.09,11
0.1965,31,90.56,12
0.9551,10,89.57,13
0.1121,35,88.83,14
0.8312,15,88.48,15
0.1243,33,88.42,16
0.0235,41,88.24,17
0.3582,26,87.61,18
0.5426,21,85.4,19
0.268,30,85.22,20
0.0719,38,85.16,21
-0.0431,43,84.66,22
0.0474,40,84.3,23
-0.0187,42,83.86,24
0.5182,23,83.12,25
-0.9255,77,82.93,26
0.1143,34,82.79,27
1.1108,8,82.24,28
0.2931,28,82.09,29
-0.155,48,82.03,30
-1.2537,86,81.97,31
0.1052,36,81.74,32
-0.4474,58,81.71,33
-0.9953,78,80.86,34
-0.3173,53,80.37,35
0.5472,20,79.11,36
-0.4277,56,78.77,37
-2.0689,126,78.69,38
-0.5722,63,78.64,39
-0.9015,76,77.54,40
-0.852,73,77.42,41
-0.1252,45,76.96,42
-0.8951,75,76.83,43
-0.7768,70,76.75,44
-0.4395,57,76.12,45
-0.5131,61,75.44,46
0.8793,13,75.29,47
-0.124,44,75.16,48
-3.1813,179,74.83,49
-0.7107,68,74.65,50
-1.6682,109,74.63,51
-1.4056,94,73.03,52
-1.2594,87,72.84,53
-1.7428,110,72.76,54
1.1616,6,72.55,55
-0.5009,60,72.5,56
-0.2488,51,72.41,57
-1.07,80,71.93,58
0.6568,19,71.88,59
-3.281,185,71.81,60
0.7239,17,71.21,61
0.4456,24,71.04,62
0.7668,16,70.96,63
-2.8373,160,70.41,64
0.8558,14,70.02,65
0.445,25,69.9,66
-1.305,90,69.59,67
-1.3062,92,69.38,68
0.5357,22,68.91,69
-1.6131,106,68.31,70
0.9515,11,68.29,71
-1.5707,104,67.56,72
0.1733,32,67.34,73
-1.2383,84,66.87,74
-1.594,105,66.85,75
-0.15,47,66.41,76
-0.2094,49,66.32,77
-2.0972,127,65.2,78
-1.2413,85,65.08,79
0.0981,37,64.5,80
-0.3234,54,64.14,81
0.9469,12,63.95,82
-2.1654,134,63.9,83
-1.9484,119,63.88,84
-0.2818,52,63.73,85
