Score,Score Rank,Percentile,Percentile Rank
2.8694,1,99.82,1
2.4773,2,99.04,2
2.1553,3,98.63,3
1.9803,5,96.41,4
1.1558,11,95.08,5
0.2765,28,94.99,6
2.063,4,94.85,7
1.2224,10,94.49,8
0.8133,16,93.4,9
1.6256,6,92.3,10
1.4234,7,91.86,11
-0.2192,46,91.55,12
0.9679,12,91.09,13
1.2635,9,91.07,14
0.8185,15,90.09,15
0.0835,33,89.01,16
-0.1132,41,88.34,17
0.0065,36,88.07,18
-0.379,50,87.95,19
-0.0049,37,86.95,20
-1.1941,79,85.99,21
0.3367,23,85.55,22
-0.316,49,85.18,23
-0.3867,51,83.45,24
-0.9193,71,83.05,25
-0.5825,58,82.66,26
0.2988,25,82.16,27
-0.174,44,82.13,28
-0.2502,47,81.47,29
-0.7162,66,81.28,30
-0.6615,63,80.73,31
-0.1708,43,80.13,32
-0.5907,59,79.75,33
-1.3908,89,78.44,34
-1.0431,75,78.37,35
0.582,20,77.33,36
-1.2772,83,77.04,37
-0.0707,39,76.22,38
-0.5117,56,75.5,39
-0.1097,40,75.46,40
-1.0216,74,75.28,41
0.0792,34,74.27,42
-0.8155,67,73.39,43
0.6798,18,72.34,44
0.8912,13,72.08,45
-1.0995,76,71.75,46
-2.7747,155,71.6,47
0.8792,14,71.52,48
-0.8556,68,71.38,49
0.2699,29,71.21,50
1.3949,8,71.05,51
-1.6515,101,70.77,52
0.293,26,70.1,53
-1.9553,120,69.65,54
0.1749,30,69.57,55
0.7896,17,69.46,56
0.2804,27,68.86,57
0.4911,21,68.56,58
-0.4846,55,68.46,59
0.4684,22,67.58,60
-2.3647,138,67.42,61
-0.5471,57,67.35,62
0.1199,32,67.27,63
-1.716,105,67.05,64
-3.6092,187,66.84,65
-1.1972,80,66.75,66
-1.2961,84,66.64,67
-1.219,82,66.2,68
-1.209,81,65.95,69
0.054,35,65.81,70
0.318,24,65.54,71
-0.1681,42,65.5,72
-0.9027,70,65.37,73
-1.7394,106,65.3,74
-0.4554,54,65.26,75
-2.2991,135,64.91,76
-0.255,48,63.94,77
0.1213,31,63.8,78
-1.3986,90,63.73,79
-1.9171,118,63.62,80
-1.305,85,63.23,81
-2.8418,156,63.22,82
-1.6178,100,63.08,83
-0.4497,52,63.02,84
-2.4316,140,62.85,85
-0.4515,53,62.65,86
-0.6122,61,62.49,87
-1.306,86,62.28,88
-2.2315,132,62.27,89
-2.0198,121,61.22,90
-2.3266,136,60.71,91
-2.1425,125,59.8,92
-1.0074,73,59.8,92
-1.5045,95,59.38,94
-0.9451,72,59.31,95
-0.2051,45,57.17,96
0.6144,19,57.06,97
-1.6736,102,56.33,98
-1.5749,98,56.31,99
-3.0118,164,56.18,100
-2.4958,144,55.68,101
-1.5335,96,55.65,102
-0.8878,69,55.47,103
-2.1601,126,55.21,104
-1.3865,88,54.89,105
-2.0659,122,54.35,106
-2.1132,124,54.15,107
-1.8205,111,54.04,108
-0.6397,62,53.95,109
-1.4922,94,53.92,110
-3.9515,200,53.76,111
-3.0287,166,53.4,112
-0.7042,65,52.97,113
-2.855,158,52.24,114
-1.6812,104,52.0,115
-4.4838,221,51.61,116
-2.6382,148,51.56,117
-1.1866,78,51.48,118
-1.5431,97,50.79,119
-4.7507,233,50.73,120
-4.1261,209,50.59,121
-2.2526,133,50.14,122
-3.4355,181,49.97,123
-2.2219,131,49.69,124
-1.8251,112,49.65,125
-2.0698,123,49.11,126
-2.6534,149,49.05,127
-2.44,142,48.98,128
-3.9656,201,48.69,129
-2.9892,163,48.49,130
-1.8554,113,48.48,131
-2.2691,134,48.42,132
-1.6809,103,48.08,133
-1.9426,119,47.62,134
-2.9891,162,47.37,135
-4.1333,210,47.35,136
-4.5612,226,47.3,137
-4.2666,215,46.82,138
-2.5051,145,46.75,139
-1.8044,109,46.38,140
-1.1554,77,45.92,141
-2.6586,150,45.57,142
-2.3957,139,44.86,143
-1.4745,93,44.73,144
-2.216,129,44.16,145
-3.742,194,44.1,146
-2.2197,130,43.49,147
-0.6086,60,43.41,148
-1.8883,116,43.03,149
-0.0473,38,42.97,150
-1.3628,87,42.81,151
-1.4411,92,42.72,152
-4.0158,203,41.9,153
-6.1826,282,41.52,154
-2.2079,128,41.51,155
-3.1545,168,41.28,156
-4.676,230,41.26,157
-3.2009,170,41.02,158
-2.4515,143,39.8,159
-2.732,152,39.78,160
-2.9156,161,39.13,161
-3.3197,175,38.51,162
-1.8813,115,38.34,163
-3.6285,190,37.64,164
-3.3999,180,37.64,164
-4.136,211,37.41,166
-5.2815,257,37.2,167
-4.3399,218,37.0,168
-5.0492,247,36.82,169
-1.4177,91,36.8,170
-2.9103,160,36.42,171
-1.6098,99,36.35,172
-3.357,177,36.24,173
-4.7602,235,36.22,174
-4.0113,202,36.19,175
-4.4353,220,35.8,176
-5.0075,244,35.51,177
-4.8759,237,34.44,178
-5.6219,264,34.34,179
-2.4388,141,34.28,180
-3.7911,197,33.33,181
-3.3099,174,32.51,182
-3.7749,195,32.49,183
-2.552,147,32.19,184
-3.4763,182,32.09,185
-3.5164,183,31.8,186
-1.8704,114,31.54,187
-0.6883,64,31.42,188
-3.778,196,31.26,189
-2.5438,146,30.93,190
-3.6475,191,30.88,191
-4.2566,213,30.68,192
-3.6118,189,30.61,193
-4.5977,227,30.53,194
-5.0104,245,29.9,195
-3.3955,178,29.66,196
-3.3237,176,29.34,197
-4.5074,222,29.16,198
-3.1195,167,29.04,199
-3.9261,199,28.81,200
-5.0067,243,28.79,201
-4.038,206,28.71,202
-3.611,188,28.63,203
-5.8844,271,28.46,204
-3.396,179,27.16,205
-4.6358,228,26.69,206
-2.8453,157,26.61,207
-3.6964,193,25.97,208
-4.2617,214,25.96,209
-6.1453,280,24.94,210
-2.9019,159,24.56,211
-4.7559,234,24.35,212
-2.7284,151,24.27,213
-7.9055,302,23.86,214
-5.1111,250,23.85,215
-1.75,107,23.7,216
-5.1807,252,23.65,217
-4.0345,205,23.33,218
-2.7351,153,23.17,219
-3.5169,184,23.07,220
-4.6591,229,22.88,221
-4.1067,208,22.6,222
-5.4132,259,22.42,223
-3.2322,172,22.32,224
-1.9103,117,22.26,225
-3.2314,171,22.24,226
-3.5831,185,21.77,227
-3.019,165,21.6,228
-4.6775,231,20.86,229
-3.6791,192,20.85,230
-5.222,254,20.02,231
-4.9579,240,19.74,232
-4.3146,217,19.19,233
-3.1834,169,18.74,234
-5.6639,267,18.46,235
-3.5941,186,18.41,236
-4.2211,212,18.33,237
-5.5995,263,17.71,238
-6.1116,278,17.28,239
-6.0552,274,17.22,240
-6.0936,277,16.93,241
-5.7205,268,16.87,242
-3.9186,198,16.83,243
-5.5925,262,16.77,244
-5.7424,269,16.43,245
-4.9586,241,16.1,246
-6.4441,288,16.06,247
-6.6166,291,15.83,248
-5.9943,273,15.19,249
-5.1019,248,15.03,250
-1.81,110,14.73,251
-5.1104,249,14.35,252
-5.6618,266,14.16,253
-4.7047,232,14.14,254
-3.2565,173,13.96,255
-6.6314,292,13.89,256
-6.1431,279,13.88,257
-1.798,108,13.73,258
-4.2947,216,13.5,259
-5.4005,258,13.06,260
-7.2081,294,12.86,261
-6.2082,283,12.68,262
-6.6074,290,12.45,263
-6.0769,275,12.25,264
-7.7126,300,11.58,265
-5.2445,255,11.45,266
-4.0255,204,11.23,267
-5.017,246,11.19,268
-4.0427,207,11.06,269
-6.3902,287,10.68,270
-6.1676,281,10.41,271
-7.4187,296,9.86,272
-5.2745,256,9.46,273
-6.3491,286,9.1,274
-6.2642,285,8.59,275
-5.186,253,8.51,276
-2.7497,154,8.5,277
-6.2506,284,8.43,278
-4.791,236,8.36,279
-5.9769,272,8.32,280
-5.4859,260,7.93,281
-5.6453,265,7.64,282
-7.6556,299,7.44,283
-5.4879,261,7.08,284
-8.3658,307,6.83,285
-5.1341,251,6.43,286
-4.9109,238,6.23,287
-4.9493,239,5.98,288
-4.9747,242,4.88,289
-8.2716,305,4.69,290
-2.3425,137,4.64,291
-8.0595,304,4.41,292
-4.5139,223,4.33,293
-4.561,225,4.05,294
-2.1791,127,3.92,295
-7.4802,298,3.47,296
-4.4257,219,3.04,297
-6.0857,276,3.02,298
-7.8251,301,2.39,299
-4.5485,224,2.35,300
-5.8627,270,1.84,301
-7.4363,297,1.57,302
-7.2369,295,1.53,303
-8.0129,303,1.39,304
-8.352,306,1.16,305
-6.5385,289,0.7,306
-9.232,309,0.56,307
-10.9648,310,0.47,308
-7.1282,293,0.24,309
