Score,Score Rank,Percentile,Percentile Rank
2.1918,2,98.56,1
1.5096,8,98.44,2
2.5743,1,98.2,3
1.7519,5,97.07,4
2.1171,3,96.79,5
1.4388,9,96.34,6
0.3126,19,93.95,7
1.2226,11,93.65,8
1.6078,7,93.44,9
1.83,4,93.31,10
1.6848,6,93.23,11
-0.1736,33,91.99,12
0.5593,17,91.67,13
1.2635,10,90.69,14
-0.645,53,90.43,15
0.7347,15,90.32,16
0.8877,13,90.18,17
-0.3479,40,90.14,18
0.5743,16,90.01,19
0.0606,26,90.0,20
0.1657,21,89.73,21
-0.1831,34,89.46,22
-0.4967,48,89.08,23
-0.5162,49,88.81,24
0.0235,28,88.08,25
0.8369,14,87.87,26
1.0811,12,87.39,27
-0.7183,56,86.8,28
-0.1415,32,86.26,29
0.1116,24,86.0,30
0.4476,18,85.81,31
-0.7964,60,82.85,32
0.1502,22,82.65,33
0.1356,23,82.06,34
-2.139,129,81.54,35
-0.4246,45,80.74,36
-1.2281,78,80.63,37
-1.8563,111,80.17,38
-0.1859,35,79.52,39
-0.3833,42,79.45,40
-0.6453,54,79.2,41
-0.0205,30,79.18,42
0.1114,25,77.89,43
0.0086,29,77.57,44
-0.3474,39,77.47,45
-0.7951,59,77.13,46
0.2257,20,77.02,47
-2.8942,167,76.91,48
-0.4461,47,76.83,49
-0.0768,31,76.05,50
-1.1289,70,76.02,51
-0.4175,44,75.54,52
-4.0998,236,74.77,53
-1.113,66,73.16,54
-1.4021,87,73.07,55
-0.5948,50,72.44,56
-1.1446,71,72.26,57
-1.1172,67,72.26,57
0.0268,27,71.83,59
-1.9671,120,71.4,60
-1.2411,80,71.39,61
-1.5991,96,71.33,62
-1.1544,72,70.68,63
-2.9201,171,70.42,64
-1.9738,121,70.42,64
-1.8379,110,70.42,64
-2.0045,122,69.53,67
-1.8895,113,68.14,68
-1.7107,103,67.47,69
-3.1685,189,67.29,70
-0.3755,41,66.19,71
-1.3097,83,66.09,72
-0.2082,37,66.02,73
-0.8424,61,65.35,74
-3.8666,224,65.28,75
-1.7043,102,64.48,76
-1.7246,105,63.83,77
-1.8939,114,63.48,78
-1.1184,68,63.21,79
-1.2357,79,63.17,80
-1.8999,115,62.99,81
-1.418,89,62.82,82
-2.0229,125,62.41,83
-1.3039,82,62.37,84
-1.671,100,61.95,85
-2.1217,128,61.82,86
-2.0412,126,61.67,87
-1.0758,65,61.39,88
-3.2726,196,60.57,89
-0.4419,46,60.57,89
-0.7498,57,60.4,91
-1.3124,84,60.32,92
-1.4655,92,60.09,93
-2.7743,160,59.61,94
-1.2987,81,59.39,95
-2.0133,124,58.4,96
