Score,Score Rank,Percentile,Percentile Rank
2.357,1,99.11,1
1.3813,6,98.24,2
1.5729,3,96.74,3
2.0907,2,96.0,4
1.455,5,94.58,5
1.1397,7,94.57,6
0.9603,8,94.25,7
1.4769,4,92.93,8
0.7602,11,92.68,9
0.3623,16,91.26,10
0.6187,13,89.78,11
0.9143,10,89.07,12
0.9518,9,87.93,13
-0.6544,45,87.02,14
0.7282,12,86.86,15
-0.2223,28,86.35,16
0.4451,15,86.0,17
0.5626,14,85.75,18
0.2756,17,85.41,19
-0.7257,48,84.89,20
-0.8529,53,83.32,21
-0.0527,21,82.25,22
-0.4337,33,81.51,23
-0.891,54,81.2,24
0.0703,19,80.96,25
-0.3663,31,80.76,26
-1.7709,124,80.23,27
-0.5669,40,80.05,28
-1.2209,74,79.99,29
-0.1022,26,79.89,30
-0.4871,34,79.83,31
-0.8349,52,79.74,32
-1.2988,81,79.72,33
-0.7415,49,79.49,34
-2.4524,162,78.12,35
-0.9545,59,77.85,36
-0.4972,35,77.26,37
-1.2115,73,77.21,38
0.2394,18,77.21,38
-0.9814,63,76.66,40
-0.0737,23,76.09,41
-0.9422,57,75.77,42
-1.5832,103,75.53,43
-0.053,22,75.41,44
-0.6513,44,75.36,45
-0.0764,24,75.32,46
-0.5736,41,74.53,47
-1.8916,130,74.48,48
-1.2659,78,73.42,49
-1.0602,68,73.36,50
-1.3015,82,73.18,51
-1.0673,69,73.1,52
-1.4234,88,73.08,53
-0.3895,32,72.98,54
-1.2799,80,72.98,54
0.0652,20,72.48,56
-1.0325,66,72.37,57
-0.9341,56,71.95,58
-1.7418,120,71.65,59
-1.4065,87,70.97,60
-0.9549,60,70.72,61
-1.7316,119,70.5,62
-0.8918,55,70.32,63
-0.9513,58,70.17,64
-0.9639,61,69.97,65
-2.0096,138,69.94,66
-1.3512,83,69.27,67
-1.708,117,69.18,68
-2.9915,190,69.16,69
-1.2511,77,68.76,70
-1.9235,131,68.68,71
-0.9666,62,68.58,72
-2.1026,139,68.41,73
-1.4687,92,68.13,74
-1.6336,107,68.03,75
-1.3734,86,68.02,76
-0.724,47,68.0,77
-3.0796,196,67.94,78
-1.6353,108,67.79,79
-1.5738,101,67.64,80
-1.5951,104,67.45,81
-1.0388,67,66.96,82
-1.9864,136,66.93,83
-2.2963,155,66.76,84
-2.3958,160,66.53,85
-1.6273,106,66.19,86
-0.5772,42,65.98,87
-1.2355,76,65.96,88
-3.072,195,65.85,89
-0.498,36,65.12,90
-2.5038,166,65.02,91
-1.8305,127,64.99,92
-1.5692,100,64.89,93
-1.8745,128,64.84,94
-0.3538,30,64.75,95
-1.5156,96,64.75,95
-2.1898,149,64.67,97
-3.1183,198,64.57,98
-2.3454,157,64.44,99
-3.948,245,64.02,100
-1.8842,129,63.95,101
-3.246,209,63.89,102
-2.1698,145,63.61,103
-3.8305,241,63.34,104
-2.2002,151,63.19,105
-1.5751,102,62.49,106
-1.4974,94,62.46,107
-0.0819,25,61.75,108
-1.705,116,61.21,109
-1.6914,114,61.19,110
-2.9591,187,60.87,111
-1.4687,92,60.78,112
-1.4288,89,60.73,113
-1.6424,110,60.6,114
-1.2285,75,60.43,115
-0.5008,37,60.23,116
-3.6055,225,59.8,117
-2.8855,182,59.59,118
-2.1506,142,59.19,119
-3.3377,213,58.87,120
-0.5354,39,58.86,121
-1.5329,98,58.49,122
-1.2718,79,58.32,123
-1.8089,125,58.28,124
-1.0212,65,58.24,125
-1.4667,91,58.17,126
-2.2354,152,58.1,127
-0.9916,64,57.64,128
-1.5174,97,57.63,129
-1.4646,90,57.26,130
-1.6564,112,56.92,131
-2.1538,143,56.57,132
-1.7633,123,56.33,133
-1.6231,105,56.26,134
-2.9003,183,56.16,135
-1.7522,121,56.03,136
-2.9569,186,55.4,137
-2.6878,174,55.33,138
-3.7455,238,55.19,139
-2.9766,189,54.78,140
-3.1871,203,54.41,141
-2.9522,185,54.15,142
-2.1464,141,54.11,143
-1.1215,70,53.97,144
-3.1818,201,53.77,145
-3.5788,223,53.61,146
-2.7682,176,52.56,147
-2.6417,172,51.69,148
-2.4636,164,51.67,149
-2.003,137,51.31,150
-2.5332,168,51.3,151
-1.7558,122,51.09,152
-1.9708,134,51.03,153
-0.759,50,50.72,154
-2.1946,150,50.64,155
-2.7865,177,50.64,155
-1.5342,99,50.23,157
-0.6835,46,49.85,158
-1.7233,118,49.8,159
-3.2106,206,49.67,160
-0.783,51,48.74,161
-1.6846,113,48.6,162
-2.1806,146,48.47,163
-2.4817,165,48.26,164
-2.2856,154,48.22,165
-4.3008,259,48.04,166
-1.7049,115,47.49,167
-2.4571,163,47.28,168
-3.7424,237,47.24,169
-1.1437,71,47.2,170
-2.185,147,46.5,171
-3.7139,235,46.27,172
-1.6414,109,45.93,173
-3.7858,239,45.69,174
-2.1028,140,45.48,175
-0.283,29,45.34,176
-2.516,167,45.18,177
-3.4888,218,45.08,178
-3.6327,227,44.65,179
-4.787,276,44.61,180
-4.4131,266,44.5,181
-3.5472,221,44.29,182
-3.6939,233,44.18,183
-3.793,240,43.73,184
-1.6555,111,43.64,185
-0.5295,38,43.53,186
-4.1128,254,43.27,187
-4.5415,271,43.03,188
-2.1872,148,41.9,189
-3.0086,191,41.88,190
-2.9762,188,41.82,191
-2.7979,178,41.69,192
-3.1521,200,41.34,193
-3.687,231,41.17,194
-2.3274,156,40.57,195
-2.9079,184,40.14,196
-4.1874,255,39.83,197
-1.9638,132,39.5,198
-3.1867,202,39.37,199
-1.5036,95,39.29,200
-6.3089,308,39.08,201
-0.1411,27,38.58,202
-5.2442,286,38.14,203
-3.9512,246,37.68,204
-5.0696,282,36.49,205
-2.2367,153,35.84,206
-4.2757,257,35.74,207
-3.1954,205,35.38,208
-3.9564,248,35.29,209
-3.3326,212,34.91,210
-2.8127,179,34.63,211
-1.3666,85,34.44,212
-2.8212,180,33.86,213
-3.2989,211,33.76,214
-2.4384,161,33.28,215
-1.8256,126,32.94,216
-1.3596,84,32.32,217
-2.6143,171,32.28,218
-2.7615,175,31.89,219
-2.3478,158,31.89,219
-3.1172,197,31.77,221
-3.1441,199,31.65,222
-1.1794,72,30.89,223
-4.6511,273,30.43,224
-5.3688,290,30.37,225
-3.0184,192,30.11,226
-1.968,133,30.07,227
-3.6875,232,29.44,228
-4.4838,269,29.14,229
-4.2966,258,28.92,230
-0.6102,43,28.9,231
-3.2451,208,28.8,232
-4.5286,270,28.67,233
-5.3195,289,28.52,234
-5.0931,283,28.52,234
-3.5483,222,28.19,236
-2.3793,159,28.1,237
-2.5649,169,27.71,238
-3.8348,242,27.44,239
-4.3357,262,27.36,240
-4.0109,250,27.14,241
-4.3454,263,26.53,242
-3.6059,226,26.53,242
-5.8883,300,26.28,244
-5.2629,287,25.62,245
-3.2654,210,24.56,246
-5.6026,295,24.5,247
-4.3288,261,24.45,248
-5.2795,288,24.11,249
-3.6411,228,23.96,250
-5.6516,296,23.73,251
-5.0202,281,23.69,252
-3.658,229,23.67,253
-3.5204,220,23.59,254
-3.1914,204,23.14,255
-3.4891,219,22.91,256
-3.0551,193,22.89,257
-3.8766,243,22.25,258
-3.4009,216,21.77,259
-2.8357,181,21.67,260
-5.2382,285,21.65,261
-4.4387,267,21.49,262
-3.9557,247,21.28,263
-5.4439,292,20.43,264
-3.3632,215,20.4,265
-1.985,135,20.06,266
-2.1553,144,19.93,267
-4.679,274,19.77,268
-4.613,272,19.64,269
-6.0571,302,19.32,270
-5.7619,298,19.29,271
-5.1573,284,19.0,272
-4.0691,253,18.76,273
-3.3398,214,18.49,274
-2.6548,173,18.41,275
-4.4674,268,18.04,276
-3.2136,207,18.01,277
-5.4827,294,17.94,278
-3.0555,194,17.89,279
-3.7075,234,17.79,280
-5.6933,297,17.73,281
-6.0695,304,17.66,282
-3.9413,244,17.33,283
-5.4481,293,17.29,284
-4.3507,264,17.0,285
-3.5857,224,16.93,286
-4.0219,252,16.83,287
-4.3027,260,16.73,288
-6.0581,303,16.66,289
-3.7193,236,16.37,290
-3.6836,230,15.08,291
-4.3686,265,14.72,292
-4.0204,251,14.61,293
-4.8719,278,14.5,294
-2.5672,170,13.06,295
-4.8812,279,12.72,296
-6.179,307,12.61,297
-4.7261,275,12.21,298
-5.7897,299,12.14,299
-3.4825,217,12.06,300
-3.9737,249,11.34,301
-4.8927,280,10.61,302
-4.2602,256,10.43,303
-6.1659,306,8.95,304
-6.1251,305,8.89,305
-5.4115,291,8.58,306
-6.0229,301,5.97,307
-4.8037,277,5.6,308
-9.1532,310,3.71,309
-7.528,309,1.53,310
