Score,Score Rank,Percentile,Percentile Rank
4.3676,1,99.82,1
3.2041,3,99.39,2
3.5527,2,98.89,3
2.0175,4,98.81,4
1.2885,11,96.25,5
1.6775,6,94.61,6
1.0882,15,93.81,7
-0.5149,67,93.51,8
-0.906,87,93.47,9
1.4784,9,93.05,10
0.4427,29,92.89,11
1.539,8,92.65,12
0.591,21,92.58,13
0.5907,22,91.93,14
-0.0648,44,91.43,15
1.0705,16,91.32,16
0.2799,33,88.43,17
0.0064,41,88.05,18
0.2971,32,87.83,19
0.3478,31,87.81,20
0.0067,40,87.2,21
-0.1524,49,86.89,22
-0.2385,55,86.12,23
0.0468,38,85.45,24
0.032,39,85.01,25
-1.2568,107,84.9,26
-0.7192,76,84.82,27
0.0529,37,84.23,28
-0.309,58,83.17,29
1.5516,7,82.72,30
-0.4065,63,82.63,31
-0.3928,62,82.32,32
0.5256,24,82.24,33
-0.2012,51,82.21,34
-0.7275,77,81.17,35
-1.7369,139,80.6,36
-0.9983,91,79.8,37
0.5654,23,79.48,38
-0.4141,64,79.25,39
0.5212,25,79.2,40
-0.7029,74,78.29,41
-1.7347,138,77.96,42
-0.0226,42,77.07,43
-0.913,88,76.63,44
-0.245,56,76.56,45
-0.2216,54,76.4,46
-0.5323,68,76.33,47
0.4705,27,76.02,48
-1.0699,99,75.98,49
0.0715,36,75.71,50
0.4604,28,75.6,51
-0.7742,80,75.06,52
-0.199,50,75.06,52
-1.1948,105,74.88,54
1.8361,5,74.57,55
-0.102,46,74.55,56
-0.9314,90,73.79,57
0.6296,19,73.77,58
-0.7955,82,73.71,59
1.17,14,73.35,60
-0.351,60,73.03,61
-1.5782,126,72.96,62
0.9821,17,72.92,63
-0.2098,52,72.75,64
-1.7639,140,72.47,65
0.882,18,72.03,66
0.6179,20,72.02,67
1.352,10,71.93,68
-2.1419,163,71.56,69
-1.5811,127,71.55,70
-1.0581,95,71.29,71
-1.1643,102,70.67,72
-0.9296,89,70.45,73
-0.1426,48,70.33,74
-0.3673,61,70.17,75
1.2171,12,69.9,76
-1.34,112,69.45,77
1.2074,13,69.18,78
-0.7769,81,68.94,79
-1.6673,134,68.89,80
-0.4799,66,68.43,81
-0.6907,73,68.08,82
-1.9911,156,67.92,83
-1.1468,100,67.62,84
-0.5481,69,67.34,85
-1.3242,111,67.27,86
-1.9645,153,67.26,87
-1.9635,152,66.75,88
-3.621,239,66.69,89
-1.1851,103,66.68,90
-0.856,84,66.43,91
-1.0149,93,65.92,92
-1.9388,151,65.91,93
-1.4981,120,65.74,94
-0.112,47,65.5,95
-0.5684,70,65.19,96
-2.2147,166,65.14,97
-1.1485,101,65.06,98
-0.2124,53,64.75,99
-0.2672,57,64.74,100
-2.431,175,64.66,101
-1.3468,113,64.35,102
-1.8534,145,64.33,103
0.4708,26,63.69,104
-3.4948,234,63.66,105
-3.2745,220,63.62,106
-0.7094,75,63.59,107
-1.0681,98,63.57,108
-1.8512,144,63.39,109
-1.8862,148,63.35,110
-1.0046,92,63.14,111
-1.9838,155,63.12,112
0.1772,35,62.87,113
-2.4853,177,62.31,114
-0.8778,85,62.27,115
-0.348,59,62.14,116
-2.5426,181,62.03,117
-1.2826,108,61.9,118
-2.5294,179,61.9,118
-2.5796,184,61.86,120
-0.0879,45,61.61,121
-5.0394,288,61.29,122
-1.3914,115,60.55,123
-1.4788,119,60.33,124
-2.2306,168,60.0,125
-1.7044,135,59.83,126
0.2218,34,59.64,127
-1.0554,94,59.31,128
-1.3173,110,59.09,129
-1.4988,121,59.06,130
-0.6315,71,58.95,131
-1.0671,97,58.39,132
-3.0037,207,58.34,133
-1.7266,137,58.03,134
-0.8525,83,58.01,135
-1.2223,106,58.01,135
-1.912,149,57.99,137
-3.6994,242,57.97,138
-0.8858,86,57.96,139
-3.9016,248,57.89,140
-1.8071,141,57.67,141
-2.0526,159,57.59,142
-3.0534,209,57.31,143
-1.6011,130,57.11,144
-1.8623,146,57.05,145
-1.5595,123,56.87,146
-1.2996,109,56.72,147
-2.4319,176,56.53,148
-3.3646,226,56.34,149
-4.4552,271,56.24,150
-1.8507,143,56.17,151
-2.2031,165,55.93,152
-3.155,214,55.91,153
-0.738,79,55.85,154
-1.5308,122,55.67,155
-1.0613,96,55.63,156
-0.4566,65,55.33,157
-2.1171,162,55.06,158
-3.1828,215,54.82,159
-2.9352,201,54.18,160
-5.1865,294,53.86,161
-1.4694,117,53.84,162
-1.7125,136,53.6,163
-2.7912,191,53.12,164
-2.9618,204,52.49,165
-1.1851,103,52.36,166
-0.7275,77,52.28,167
-2.5842,185,51.8,168
-4.1942,258,51.77,169
-1.8726,147,51.57,170
-3.3363,224,51.38,171
0.3527,30,51.32,172
-1.5597,124,51.14,173
-2.0543,160,51.11,174
-2.2156,167,50.9,175
-2.3282,171,50.71,176
-3.666,240,50.71,176
-0.6671,72,50.25,178
-1.9831,154,50.01,179
-2.0412,158,49.86,180
-3.9034,250,49.3,181
-3.542,235,49.25,182
-2.3586,173,48.95,183
-4.4026,268,48.7,184
-3.3248,223,48.68,185
-2.2493,169,48.67,186
-2.4042,174,48.41,187
-1.6115,131,47.97,188
-2.5743,183,47.93,189
-3.3636,225,47.75,190
-2.9493,202,47.72,191
-2.174,164,47.52,192
-4.2201,260,47.34,193
-2.9597,203,47.0,194
-4.333,266,46.97,195
-1.937,150,46.77,196
-2.0065,157,46.47,197
-3.1183,212,46.42,198
-3.2307,216,46.34,199
-2.8776,197,46.29,200
-2.865,195,46.19,201
-3.4239,228,46.11,202
-3.433,229,46.01,203
-3.4597,231,45.9,204
-2.8958,199,45.83,205
-2.6326,187,45.65,206
-1.3589,114,45.5,207
-1.5969,129,45.05,208
-4.3947,267,44.72,209
-2.5532,182,44.68,210
-2.8638,194,44.67,211
-3.8821,247,44.22,212
-3.1314,213,43.94,213
-3.7437,244,43.67,214
-2.6115,186,43.53,215
-2.5113,178,43.09,216
-0.06,43,42.46,217
-1.5626,125,41.97,218
-4.4621,272,41.18,219
-2.9732,205,40.4,220
-1.6666,133,40.06,221
-4.7509,282,40.0,222
-2.8031,192,39.91,223
-2.3192,170,39.72,224
-5.1826,292,39.05,225
-3.902,249,38.97,226
-1.4621,116,38.93,227
-2.9103,200,38.87,228
-2.6433,188,38.56,229
-1.4754,118,38.5,230
-3.5847,236,38.46,231
-4.7977,283,38.3,232
-4.0654,257,38.27,233
-2.0757,161,38.23,234
-4.9774,286,38.06,235
-3.2921,221,37.97,236
-5.8087,305,37.01,237
-2.7716,189,37.01,237
-3.6989,241,36.63,239
-3.91,252,36.62,240
-3.397,227,35.64,241
-4.307,265,35.24,242
-2.8772,196,35.2,243
-2.7852,190,35.16,244
-4.6164,276,35.15,245
-3.6053,238,35.09,246
-3.8571,245,34.88,247
-5.6921,304,34.63,248
-4.9949,287,34.4,249
-4.626,277,33.24,250
-4.4139,269,33.17,251
-3.4628,232,32.32,252
-3.4569,230,32.28,253
-4.6733,279,30.54,254
-5.4684,300,30.51,255
-4.901,285,30.49,256
-5.1851,293,30.24,257
-4.5485,273,30.0,258
-3.1093,211,29.31,259
-4.026,255,28.96,260
-5.4182,297,28.88,261
-2.9979,206,28.59,262
-3.2732,219,27.62,263
-3.2689,218,27.07,264
-4.8023,284,26.89,265
-3.7427,243,26.57,266
-5.4633,299,26.51,267
-4.5831,275,25.67,268
-3.3155,222,25.58,269
-5.4002,296,25.57,270
-6.0169,307,24.89,271
-5.1249,291,24.78,272
-5.0963,290,24.47,273
-3.0689,210,24.37,274
-4.577,274,24.25,275
-3.2323,217,23.22,276
-3.8749,246,22.67,277
-4.7097,281,22.19,278
-1.8262,142,21.1,279
-3.0337,208,21.0,280
-4.0269,256,20.96,281
-4.2506,262,20.95,282
-2.8821,198,20.53,283
-4.2423,261,20.37,284
-2.8194,193,20.04,285
-2.3419,172,19.34,286
-6.031,308,19.29,287
-1.5927,128,19.25,288
-5.9117,306,18.78,289
-5.4898,301,18.39,290
-1.6277,132,18.37,291
-3.9034,250,18.23,292
-5.2985,295,16.51,293
-5.603,303,16.44,294
-5.4409,298,15.63,295
-4.2746,263,15.17,296
-3.4776,233,14.72,297
-4.2073,259,14.4,298
-3.9815,254,13.74,299
-7.3268,310,12.85,300
-3.931,253,12.5,301
-3.5969,237,12.26,302
-5.0519,289,11.65,303
-4.6659,278,11.58,304
-2.5412,180,11.25,305
-4.4273,270,10.15,306
-7.1857,309,8.89,307
-4.2934,264,8.39,308
-5.5843,302,8.02,309
-4.683,280,5.44,310
