Score,Score Rank,Percentile,Percentile Rank
5.3781,1,99.89,1
4.4646,2,99.85,2
3.6838,4,99.82,3
3.8971,3,99.29,4
2.4704,5,93.63,5
-0.1154,16,86.6,6
-0.2398,19,84.96,7
0.3222,6,83.88,8
-1.5174,67,82.91,9
0.1873,9,82.84,10
-0.3372,22,82.21,11
-0.0316,14,81.28,12
0.013,12,81.03,13
-0.3294,21,80.41,14
-0.9031,44,79.75,15
-1.3293,58,78.68,16
0.1385,10,78.06,17
-0.0067,13,76.94,18
-0.7991,39,76.53,19
-0.5616,32,76.44,20
-0.2572,20,74.11,21
-1.7644,82,73.24,22
-0.1406,17,73.07,23
-1.7368,78,72.41,24
-0.7835,38,71.5,25
-0.3479,24,70.87,26
-1.1136,48,70.44,27
-0.9458,45,70.01,28
-2.4769,108,69.52,29
-1.4379,65,69.12,30
-0.172,18,69.12,30
-1.6871,74,69.09,32
-1.8974,89,69.06,33
-0.4013,26,68.24,34
-1.0414,47,67.93,35
-0.4779,28,67.84,36
-0.08,15,67.01,37
-0.8554,40,66.85,38
0.2379,7,66.76,39
-1.2458,56,66.64,40
-0.563,33,65.65,41
-1.3908,61,65.26,42
-1.2387,55,65.14,43
0.2187,8,65.09,44
-0.3542,25,64.98,45
-1.4066,62,64.8,46
-1.2308,54,64.64,47
-0.4535,27,64.36,48
0.0349,11,62.75,49
-1.0032,46,62.58,50
-0.7826,37,62.36,51
-3.1086,137,62.27,52
-1.7382,79,62.18,53
-0.7196,36,62.1,54
-3.2648,141,61.84,55
-0.5824,34,60.53,56
-1.7085,76,59.4,57
-1.2301,53,59.27,58
-1.5718,71,59.11,59
-1.416,63,58.25,60
-1.4656,66,58.24,61
-0.3446,23,57.69,62
-1.9742,92,57.48,63
-3.736,173,57.35,64
-2.182,98,56.74,65
-0.8993,43,56.72,66
-0.8663,41,56.6,67
-2.6734,119,56.58,68
-2.8949,124,56.36,69
-3.4043,148,56.34,70
-1.7497,81,56.18,71
-1.7851,83,55.9,72
-1.9322,91,55.62,73
-0.4896,29,54.59,74
-3.0032,131,53.24,75
-3.0094,132,52.25,76
-3.5673,163,51.72,77
-1.8909,88,51.72,77
-2.2241,100,51.49,79
-3.0884,136,51.42,80
-1.2176,52,51.15,81
-0.8926,42,51.01,82
-2.9173,127,50.96,83
-1.5682,70,50.9,84
-1.1388,50,50.69,85
-1.4302,64,50.58,86
-1.3584,59,49.9,87
-0.7045,35,49.88,88
-1.2065,51,49.74,89
-1.7408,80,48.87,90
-1.6856,73,48.58,91
-1.8327,85,48.07,92
-1.9781,93,47.96,93
-1.8573,86,46.82,94
-2.8662,123,46.54,95
-2.8979,125,46.47,96
-1.6885,75,46.39,97
-3.5022,155,45.09,98
-0.5161,30,45.08,99
-2.3343,104,44.98,100
-1.908,90,44.88,101
-3.2822,142,44.64,102
-2.9636,129,44.54,103
-1.8754,87,44.35,104
-2.5727,111,44.04,105
-2.6059,112,43.69,106
-3.9011,186,43.64,107
-2.0971,96,43.57,108
-3.5307,160,42.96,109
-1.3617,60,42.85,110
-1.7203,77,42.27,111
-2.2354,101,41.88,112
-3.7845,179,41.81,113
-2.6721,117,41.7,114
-2.35,105,41.68,115
-2.8311,122,41.65,116
-1.5335,68,41.47,117
-2.5663,110,41.17,118
-4.1532,200,40.18,119
-3.3973,147,39.97,120
-2.7553,120,39.94,121
-2.292,103,39.87,122
-4.059,196,38.97,123
-2.9998,130,38.94,124
-3.6406,170,38.74,125
-3.2937,143,38.46,126
-4.8489,228,38.45,127
-3.4583,153,38.26,128
-3.1798,138,38.02,129
-2.5608,109,37.86,130
-1.8095,84,37.2,131
-4.0047,190,36.67,132
-1.6305,72,36.19,133
-4.0605,197,35.56,134
-4.8122,226,35.47,135
-3.3097,144,35.42,136
-2.8165,121,35.1,137
-5.5066,250,34.99,138
-3.564,161,34.76,139
-4.5301,214,34.71,140
-5.7627,264,34.63,141
-4.2403,203,34.6,142
-3.4424,152,34.32,143
-3.5246,158,34.22,144
-2.2362,102,34.13,145
-3.5191,157,33.73,146
-4.4403,212,32.76,147
-2.3979,106,32.43,148
-2.9496,128,32.24,149
-4.322,206,32.1,150
-5.8164,268,31.95,151
-4.4313,211,31.72,152
-3.263,140,31.41,153
-2.6157,114,30.93,154
-3.4123,149,30.75,155
-3.0516,134,30.72,156
-4.0096,191,30.42,157
-4.1501,199,30.18,158
-3.6209,169,30.01,159
-1.5362,69,29.98,160
-1.3272,57,29.83,161
-3.2412,139,29.77,162
-2.9164,126,29.56,163
-4.0446,193,29.13,164
-6.3251,281,28.97,165
-3.6912,171,28.97,165
-2.104,97,28.84,167
-2.09,95,28.33,168
-4.0258,192,27.17,169
-3.0768,135,26.95,170
-3.5106,156,26.77,171
-4.6143,218,26.7,172
-4.0511,195,26.6,173
-5.1871,237,26.29,174
-3.7776,178,26.18,175
-2.6598,116,26.14,176
-2.6153,113,26.0,177
-3.564,161,26.0,177
-4.7514,222,25.78,179
-4.1546,201,25.57,180
-6.0555,276,25.25,181
-3.84,182,25.24,182
-3.3426,146,25.18,183
-3.8818,184,25.07,184
-5.7337,261,25.05,185
-7.8173,305,24.65,186
-3.6177,167,24.46,187
-5.8154,267,24.45,188
-3.4418,151,24.25,189
-4.1792,202,24.07,190
-4.4275,210,23.92,191
-4.535,215,23.91,192
-7.1231,299,23.71,193
-3.7431,174,23.42,194
-4.8498,229,22.96,195
-4.0976,198,22.91,196
-5.2388,240,22.89,197
-4.2829,204,22.79,198
-3.6098,166,22.66,199
-5.7357,262,22.33,200
-5.6047,255,22.24,201
-2.6733,118,22.08,202
-4.4188,209,22.07,203
-3.7149,172,22.01,204
-6.1459,279,21.91,205
-3.7478,175,21.88,206
-5.5608,252,21.48,207
-3.5698,164,21.01,208
-4.7306,221,20.86,209
-2.1991,99,20.85,210
-3.834,180,20.62,211
-6.5811,285,20.07,212
-3.6208,168,19.92,213
-0.548,31,19.15,214
-3.9193,187,19.11,215
-4.6265,219,18.93,216
-4.8762,231,18.75,217
-3.4937,154,18.25,218
-3.5792,165,17.97,219
-5.7125,258,17.88,220
-3.319,145,17.86,221
-1.1223,49,17.84,222
-3.5261,159,17.55,223
-3.9736,188,17.37,224
-3.019,133,17.2,225
-5.2375,239,17.12,226
-6.2821,280,17.05,227
-6.9667,295,16.59,228
-3.8342,181,16.56,229
-6.8853,293,16.42,230
-5.3346,245,16.1,231
-5.7332,260,16.08,232
-5.6798,256,16.06,233
-5.8048,266,15.87,234
-3.8452,183,15.82,235
-4.7949,225,15.73,236
-2.0185,94,15.57,237
-4.0027,189,15.57,237
-4.7799,223,15.18,239
-4.3536,207,14.88,240
-5.9876,273,14.69,241
-3.885,185,14.55,242
-3.7595,176,14.42,243
-5.7638,265,14.28,244
-3.4199,150,14.2,245
-6.5837,286,13.93,246
-3.7745,177,13.81,247
-6.804,290,13.79,248
-5.2906,242,13.7,249
-4.8996,232,13.64,250
-5.748,263,13.61,251
-5.9332,270,13.48,252
-5.2974,243,13.17,253
-5.8909,269,12.91,254
-5.7065,257,12.9,255
-7.4016,301,12.53,256
-5.4615,249,12.44,257
-4.4781,213,12.25,258
-6.8013,289,12.18,259
-6.4943,284,11.85,260
-7.1158,298,11.71,261
-4.6526,220,11.55,262
-5.5518,251,11.52,263
-5.0838,235,11.23,264
-6.4923,283,11.21,265
-4.851,230,11.09,266
-2.6424,115,11.08,267
-5.7196,259,11.08,267
-5.2526,241,10.84,269
-4.8318,227,10.68,270
-6.0256,274,10.6,271
-4.5679,216,10.45,272
-6.0793,277,10.31,273
-6.9519,294,10.15,274
-6.8557,292,10.15,274
-5.3084,244,9.76,276
-5.0001,234,9.76,276
-5.1031,236,8.99,278
-6.6373,287,8.95,279
-4.3042,205,8.87,280
-5.5742,253,8.82,281
-6.3984,282,8.75,282
-5.4036,248,8.71,283
-7.7793,304,8.52,284
-5.3753,247,8.51,285
-4.6095,217,8.5,286
-6.0261,275,8.49,287
-6.7862,288,8.3,288
-4.0459,194,7.85,289
-7.5988,303,7.78,290
-7.8855,307,7.75,291
-6.127,278,6.89,292
-5.3617,246,6.79,293
-4.7833,224,6.38,294
-5.1983,238,6.26,295
-4.9783,233,6.09,296
-7.9832,308,6.07,297
-7.8682,306,6.03,298
-7.0583,297,5.72,299
-6.9741,296,5.65,300
-7.5283,302,5.34,301
-5.9674,271,5.05,302
-7.2982,300,4.18,303
-9.1423,310,3.8,304
-5.5893,254,3.58,305
-9.0118,309,3.57,306
-2.4401,107,3.39,307
-4.3752,208,3.35,308
-5.9754,272,3.24,309
-6.8464,291,2.95,310
