Score,Score Rank,Percentile,Percentile Rank
4.6833,2,99.91,1
5.3559,1,99.89,2
3.5755,4,99.76,3
4.086,3,99.41,4
2.5884,5,97.26,5
2.1178,9,96.38,6
1.6641,16,95.02,7
2.0461,10,94.95,8
2.3336,6,94.81,9
2.2811,8,94.66,10
1.8418,12,94.42,11
0.7564,27,93.78,12
1.2402,18,93.48,13
2.3154,7,93.27,14
1.7099,14,93.2,15
1.816,13,92.57,16
1.9855,11,91.98,17
0.4912,36,91.92,18
1.2339,19,91.39,19
1.0879,22,91.14,20
1.1708,20,90.81,21
1.032,24,89.72,22
0.4563,38,89.46,23
0.644,32,89.3,24
1.7037,15,88.99,25
0.3541,41,88.96,26
1.0622,23,88.68,27
0.6911,30,88.59,28
0.0464,57,88.5,29
0.4089,40,88.36,30
0.8001,26,88.34,31
0.7547,28,87.89,32
1.3384,17,87.88,33
1.1394,21,87.35,34
0.6535,31,86.7,35
0.7391,29,86.48,36
-0.1993,72,86.1,37
-1.1287,117,85.46,38
0.4664,37,85.3,39
-1.1447,120,85.08,40
0.2915,44,84.65,41
0.0119,60,84.47,42
-1.055,113,84.41,43
-0.5329,88,84.36,44
0.0511,55,84.13,45
0.0739,54,83.58,46
0.3516,42,83.51,47
-0.2456,74,83.14,48
0.5477,34,83.09,49
-0.6787,96,82.65,50
0.2343,47,82.48,51
0.2371,46,82.44,52
-0.6334,95,82.43,53
-1.154,121,82.42,54
0.8907,25,82.39,55
0.1188,52,81.63,56
0.2469,45,81.56,57
0.4209,39,81.53,58
-0.084,65,81.44,59
-0.0295,63,81.34,60
-2.065,176,81.34,60
0.0481,56,81.04,62
-0.3549,81,80.9,63
-1.0949,115,80.33,64
0.6029,33,80.17,65
-0.5379,89,80.12,66
-0.3087,78,80.12,66
-0.3442,80,80.02,68
-0.1329,68,79.87,69
0.2321,48,79.86,70
-1.8189,162,79.71,71
0.5255,35,79.61,72
-0.4145,83,79.1,73
-0.5224,87,79.05,74
0.3353,43,78.94,75
-1.0574,114,78.89,76
0.208,49,78.84,77
-0.0245,62,78.84,77
-0.1229,67,78.21,79
-0.0556,64,78.09,80
-1.3182,134,78.02,81
0.0157,59,77.94,82
-1.1969,126,77.91,83
-1.0952,116,77.67,84
-0.7489,102,77.57,85
0.1314,50,77.18,86
-1.0039,108,76.98,87
-1.3342,135,76.31,88
-0.8632,107,75.9,89
-0.1533,69,75.7,90
-1.4227,139,75.69,91
-2.1414,178,75.67,92
-1.3062,133,75.18,93
-0.7331,101,74.71,94
-0.2544,75,74.36,95
-0.0178,61,73.44,96
-2.7446,210,72.93,97
-0.8475,105,72.92,98
-1.8557,166,72.36,99
-0.2631,76,72.18,100
-0.7777,104,71.8,101
-1.301,132,71.67,102
-1.8924,168,71.33,103
-0.5717,91,71.31,104
-0.4504,85,71.25,105
-1.1839,125,70.86,106
-2.3414,189,70.85,107
-1.2976,131,70.76,108
-0.8601,106,70.74,109
-2.0344,174,70.53,110
-2.8373,218,70.41,111
-1.7155,155,70.03,112
-2.5982,199,69.8,113
-0.6185,94,69.7,114
-2.5615,197,69.6,115
-1.029,111,69.5,116
-1.3552,137,68.51,117
0.1206,51,68.38,118
-2.0632,175,68.2,119
-1.4174,138,67.99,120
-1.8929,169,67.67,121
-2.0943,177,67.62,122
-2.6715,203,67.59,123
-2.7118,207,67.46,124
-1.1641,122,67.31,125
-0.683,97,66.95,126
-2.9166,219,66.54,127
-1.7616,159,66.44,128
-0.589,93,66.41,129
-1.685,154,66.34,130
-0.1946,71,66.32,131
-1.2475,127,65.83,132
-0.7148,100,65.54,133
-0.1574,70,65.27,134
-0.4493,84,65.26,135
-2.3462,190,65.22,136
-2.3883,192,65.22,136
-1.1368,118,65.02,138
-0.2691,77,64.5,139
-1.1396,119,64.34,140
-1.557,146,64.13,141
-3.7156,254,64.02,142
-0.5497,90,63.97,143
-1.6636,153,63.52,144
-1.2491,129,63.45,145
-1.5376,143,63.11,146
-0.3104,79,62.92,147
-4.1755,275,62.84,148
-1.253,130,62.69,149
-0.4668,86,62.51,150
-1.5865,150,62.42,151
0.02,58,62.3,152
-1.5722,148,62.01,153
-1.9451,171,61.94,154
-1.8046,161,61.85,155
-0.7507,103,61.68,156
-1.8249,163,61.49,157
-2.1914,181,60.72,158
-2.7457,212,60.09,159
-3.3938,238,58.98,160
-4.1029,272,58.92,161
-1.593,151,58.66,162
-0.7047,99,58.62,163
-1.4453,141,57.67,164
-2.7397,208,56.37,165
-1.0291,112,56.24,166
-1.9145,170,56.01,167
-0.3867,82,55.97,168
-2.1486,179,55.86,169
-1.5345,142,54.6,170
