Score,Score Rank,Percentile,Percentile Rank
4.2568,1,99.78,1
3.2471,3,99.45,2
3.732,2,99.06,3
1.8019,5,98.21,4
-0.4792,69,95.79,5
1.1122,12,95.56,6
0.2836,31,93.87,7
-0.4792,69,93.85,8
1.5109,8,93.2,9
0.6607,21,93.04,10
0.8585,14,92.9,11
1.5646,7,92.77,12
0.9026,13,92.61,13
1.2339,11,92.53,14
0.3475,30,89.56,15
0.5192,22,89.39,16
0.4156,29,89.24,17
0.784,16,89.14,18
0.224,35,88.64,19
-0.0526,48,88.26,20
0.2571,34,88.17,21
-0.1904,55,88.01,22
0.7394,18,86.97,23
-0.163,53,86.34,24
0.1078,40,85.8,25
0.061,43,85.58,26
-1.2113,110,85.28,27
-0.7326,82,84.69,28
0.2834,32,84.44,29
-0.263,62,84.4,30
0.482,24,84.39,31
1.6356,6,83.85,32
-0.3727,64,83.73,33
-0.5062,71,83.29,34
0.466,25,82.5,35
-0.451,67,82.02,36
0.4328,28,81.86,37
-0.4785,68,81.81,38
-0.203,57,81.37,39
-0.7481,83,80.94,40
-1.7086,138,80.93,41
0.1085,39,80.9,42
-0.5628,73,80.77,43
-0.2988,63,80.62,44
-0.5797,75,79.97,45
-0.0683,49,79.14,46
0.1313,38,78.17,47
-1.1591,106,78.16,48
-0.5795,74,78.08,49
0.5004,23,78.06,50
-0.7049,81,77.79,51
0.0942,42,77.62,52
-0.7867,86,76.99,53
-0.6504,79,76.59,54
-1.0524,100,76.58,55
-0.0291,47,75.99,56
0.4442,27,75.67,57
-1.0989,104,75.67,57
0.4646,26,75.65,59
-1.2364,111,75.01,60
1.8363,4,74.57,61
-0.7885,87,73.82,62
-0.2333,59,73.47,63
-0.2359,60,72.97,64
-0.8571,93,72.69,65
-1.8439,144,72.11,66
-2.7358,192,71.66,67
-1.6775,136,71.38,68
-2.3092,164,71.24,69
1.4195,9,71.24,69
0.6874,20,71.03,71
-1.1412,105,71.0,72
0.7012,19,70.89,73
0.782,17,70.75,74
-0.681,80,70.42,75
-0.5881,76,70.34,76
-1.4307,125,70.28,77
-0.3748,65,70.11,78
-1.3956,123,70.0,79
-2.9548,207,69.9,80
1.3598,10,69.85,81
-1.1813,107,69.78,82
-1.3188,115,69.75,83
0.1404,36,69.45,84
0.8289,15,69.35,85
-1.2424,112,68.93,86
-0.1685,54,68.89,87
-1.0467,99,68.87,88
-0.9513,96,68.85,89
-1.0171,98,68.74,90
0.0257,46,68.65,91
-1.3714,119,68.26,92
-0.8479,91,68.24,93
-0.9841,97,67.74,94
-0.5977,77,67.67,95
-0.1437,51,67.38,96
-0.7668,84,67.23,97
-2.9967,210,66.67,98
0.0953,41,66.67,98
-0.2367,61,66.33,100
-3.6539,242,66.2,101
-1.9282,148,66.05,102
-1.2524,113,66.03,103
-0.8874,94,65.62,104
-1.0668,102,65.4,105
-0.2017,56,65.3,106
-0.7938,89,65.01,107
-0.7917,88,64.87,108
-0.2228,58,64.67,109
-1.3005,114,64.46,110
-0.65,78,63.84,111
-2.1993,158,63.82,112
-2.5654,180,63.45,113
-2.5525,177,63.09,114
-1.9899,154,63.03,115
-2.4883,173,62.94,116
-4.941,287,62.86,117
-2.4417,172,62.48,118
0.1329,37,62.37,119
-2.2799,161,62.32,120
-1.3598,118,62.29,121
-2.3646,168,62.08,122
-2.7381,193,61.95,123
0.2672,33,61.9,124
-1.382,121,61.43,125
-2.6367,187,61.02,126
-1.445,126,60.85,127
-2.1049,157,60.05,128
-1.9864,153,60.03,129
-2.9591,209,59.94,130
-1.6499,134,59.91,131
-1.3437,117,59.53,132
-1.9552,151,59.34,133
-2.2813,162,59.27,134
-0.8423,90,59.16,135
-0.7819,85,58.87,136
-4.7707,280,58.48,137
-3.0197,212,57.8,138
-2.6585,189,57.76,139
-0.5406,72,57.59,140
-2.8345,200,57.28,141
-1.8788,146,57.2,142
-2.0062,155,57.01,143
-0.1458,52,56.91,144
-3.3506,227,56.67,145
-1.3714,119,56.57,146
-2.039,156,56.54,147
0.0404,44,56.51,148
-1.4976,128,56.05,149
-0.8524,92,56.0,150
-0.4352,66,55.76,151
-0.9479,95,55.75,152
-1.0658,101,55.64,153
-2.9522,206,55.37,154
-2.5275,176,54.95,155
-1.759,141,54.73,156
-1.4646,127,54.68,157
-3.2167,224,54.32,158
-1.9185,147,53.54,159
-2.3742,169,53.3,160
-4.0824,256,53.12,161
-3.9414,253,53.04,162
-3.1711,223,53.03,163
-2.7095,190,52.78,164
-3.0727,216,52.63,165
-1.8285,143,52.34,166
-1.6244,132,52.32,167
-1.2094,109,52.14,168
-2.8675,202,51.93,169
-3.6053,237,51.86,170
-3.6327,241,51.4,171
-2.5584,178,51.2,172
-1.9469,150,51.1,173
-1.561,131,50.95,174
-1.8681,145,50.73,175
-1.6459,133,50.37,176
-2.291,163,50.05,177
-1.3413,116,49.87,178
-1.7916,142,49.64,179
-4.7696,279,49.62,180
-2.6321,186,49.4,181
-2.2383,159,49.08,182
-1.5598,130,49.03,183
-2.7306,191,49.03,183
-1.383,122,48.96,185
-2.508,174,48.64,186
-3.0825,217,48.64,186
-3.2272,225,48.63,188
-3.3532,228,48.4,189
-2.4189,171,48.19,190
-2.7476,194,48.18,191
-3.6269,240,48.02,192
-3.0514,213,47.51,193
-1.9582,152,47.47,194
-4.4951,270,47.41,195
-1.943,149,46.73,196
-3.624,239,46.52,197
-2.781,196,46.42,198
-3.4206,230,46.23,199
-2.6046,182,46.23,199
-4.3453,265,45.7,201
-2.6119,183,45.7,201
-2.9363,205,45.57,203
-3.0516,214,45.54,204
-2.2576,160,45.5,205
-2.5152,175,45.5,205
-1.2038,108,45.45,207
-4.5251,271,45.35,208
-4.2722,262,45.32,209
-3.5541,235,45.19,210
-4.3702,266,45.09,211
-3.935,252,44.53,212
-2.5624,179,44.49,213
0.0389,45,44.28,214
-2.3633,167,44.08,215
-3.5228,234,43.96,216
-3.5221,233,43.11,217
-2.811,198,43.01,218
-2.6449,188,42.96,219
-3.0181,211,42.95,220
-4.5585,272,42.74,221
-0.0748,50,41.75,222
-3.1113,220,41.34,223
-4.7974,282,41.18,224
-1.7497,140,41.17,225
-2.629,185,39.96,226
-2.5875,181,39.59,227
-3.4396,231,39.29,228
-4.7955,281,39.28,229
-2.8632,201,38.92,230
-4.8822,284,38.45,231
-4.6445,274,38.24,232
-2.957,208,37.92,233
-2.809,197,37.38,234
-3.519,232,37.34,235
-4.483,269,37.1,236
-2.8264,199,36.19,237
-4.2178,261,35.9,238
-3.8139,247,35.69,239
-4.1132,257,35.64,240
-2.7642,195,35.55,241
-2.3483,166,35.27,242
-1.086,103,35.18,243
-3.3579,229,34.68,244
-4.3108,263,34.63,245
-5.9694,305,34.44,246
-3.8811,249,34.0,247
-5.2657,291,33.53,248
-3.8723,248,32.44,249
-1.4288,124,32.35,250
-4.7539,277,32.29,251
-3.337,226,31.99,252
-5.6744,299,31.71,253
-5.15,288,31.19,254
-3.0906,219,30.76,255
-1.6871,137,30.15,256
-3.0882,218,30.13,257
-2.9232,203,29.99,258
-3.6118,238,29.96,259
-5.2304,290,29.95,260
-6.0403,306,29.09,261
-4.8205,283,28.5,262
-5.1759,289,28.12,263
-4.7603,278,27.69,264
-2.6225,184,27.2,265
-3.7209,245,26.97,266
-3.8117,246,26.54,267
-5.6114,296,26.54,267
-3.7096,244,26.53,269
-3.1168,221,25.08,270
-4.9408,286,24.75,271
-3.0575,215,24.54,272
-5.6825,301,24.26,273
-4.6876,275,23.94,274
-1.7494,139,23.7,275
-5.2897,293,22.95,276
-4.1887,260,21.72,277
-5.6285,297,21.14,278
-1.5529,129,20.83,279
-6.4666,308,19.77,280
-3.127,222,19.57,281
-4.4039,267,18.68,282
-4.9376,285,18.66,283
-5.4754,295,18.56,284
-2.3175,165,18.52,285
-2.9359,204,18.47,286
-2.3879,170,18.32,287
-3.905,250,18.22,288
-1.6626,135,17.37,289
-4.7387,276,16.81,290
-5.6542,298,16.13,291
-5.8781,303,15.7,292
-4.3203,264,15.29,293
-4.1483,258,15.05,294
-5.2877,292,14.35,295
-5.8265,302,13.5,296
-3.5718,236,13.38,297
-4.4066,268,13.27,298
-5.6778,300,13.06,299
-4.0651,255,12.91,300
-3.9226,251,12.37,301
-6.6645,309,11.85,302
-5.8901,304,11.2,303
-3.6634,243,11.1,304
-4.1848,259,10.27,305
-4.0438,254,9.64,306
-5.3,294,9.43,307
-4.5691,273,8.87,308
-8.3918,310,6.71,309
-6.2684,307,4.73,310
