Score,Score Rank,Percentile,Percentile Rank
4.4441,1,99.84,1
3.2914,2,99.49,2
2.1184,4,99.0,3
2.9703,3,98.09,4
1.5504,9,97.81,5
1.1485,15,97.68,6
1.9822,5,97.57,7
1.4743,10,97.39,8
1.1764,14,96.7,9
1.1912,12,96.34,10
1.9126,6,95.5,11
1.1858,13,94.97,12
1.5709,8,94.38,13
0.7916,22,93.92,14
-0.5382,77,93.23,15
0.6411,30,92.82,16
-0.1986,60,92.71,17
0.7772,23,92.27,18
1.0118,17,90.43,19
0.1543,41,90.17,20
0.2593,39,90.16,21
1.0095,18,90.04,22
1.1277,16,88.38,23
0.3267,36,87.78,24
0.6823,26,87.25,25
0.7527,24,87.08,26
0.305,38,87.06,27
-0.0749,47,87.05,28
-0.1389,54,86.86,29
-1.7132,153,86.83,30
0.6203,31,86.63,31
-0.1319,52,86.46,32
-0.0673,46,86.21,33
-0.9129,94,85.8,34
-0.2737,65,85.35,35
-0.1945,59,84.7,36
-0.3267,66,84.47,37
1.6562,7,84.12,38
-0.466,74,83.56,39
-0.1729,58,82.78,40
-0.2002,61,82.09,41
-2.4986,196,81.63,42
-0.8832,93,81.41,43
-0.337,67,81.39,44
-0.8763,92,81.0,45
-0.7827,84,80.9,46
-0.1403,55,80.6,47
-0.2397,64,80.6,47
-1.0109,102,80.55,49
-0.562,80,80.48,50
-0.6065,81,80.37,51
-0.9523,96,79.81,52
-0.3507,68,79.49,53
-1.8705,164,79.08,54
0.3459,35,79.05,55
-0.551,78,79.01,56
-1.7216,154,78.44,57
-0.1294,50,78.27,58
-1.3126,124,78.23,59
-0.5223,76,77.88,60
-1.0289,104,77.53,61
0.0163,42,76.83,62
-0.8527,88,76.11,63
-0.1323,53,75.95,64
-0.979,100,75.7,65
-0.045,45,75.69,66
-1.1046,108,75.47,67
0.4215,34,75.14,68
-1.3457,128,75.04,69
-0.3626,70,74.99,70
-0.0841,48,74.94,71
-0.9681,99,74.8,72
-1.2146,114,74.48,73
0.3193,37,74.0,74
-1.3463,129,73.9,75
-1.1447,110,73.89,76
-0.3681,71,73.29,77
-0.1407,56,73.29,77
0.5653,32,73.22,79
-0.0878,49,73.18,80
-0.834,86,73.1,81
-0.3517,69,73.02,82
-1.2535,119,72.8,83
-1.0304,105,72.79,84
0.881,20,72.03,85
-1.2897,121,71.83,86
-1.4233,133,71.75,87
1.3067,11,71.67,88
0.501,33,71.38,89
-1.7919,160,71.17,90
-0.7992,85,71.07,91
-1.4332,134,70.78,92
-1.6587,146,70.71,93
0.6622,27,70.7,94
-0.8477,87,70.49,95
-1.5243,139,70.33,96
-4.4375,275,70.26,97
-0.0015,43,70.17,98
-1.1997,111,70.05,99
-0.9336,95,69.87,100
-1.0313,106,69.49,101
-1.88,165,69.21,102
0.6831,25,69.11,103
-1.843,163,68.69,104
-1.3164,125,68.55,105
-2.0474,168,68.51,106
0.6429,28,68.46,107
-1.4171,132,68.42,108
-0.4083,72,68.16,109
-0.4913,75,68.15,110
-3.7391,252,68.08,111
0.8175,21,67.71,112
-2.9015,218,67.67,113
-1.6658,147,67.21,114
-0.8538,89,66.89,115
-2.9125,219,66.8,116
-3.236,230,66.57,117
0.6422,29,66.54,118
-0.2135,62,66.17,119
-1.6887,150,65.94,120
-3.4571,243,65.58,121
-0.215,63,65.19,122
-1.3455,127,64.81,123
-0.7579,83,64.8,124
-0.5531,79,64.77,125
0.2124,40,64.72,126
-2.3805,186,64.56,127
-2.1534,174,64.33,128
-2.4341,191,63.91,129
-1.2065,113,63.88,130
-2.4434,192,63.81,131
0.9319,19,63.64,132
-0.4191,73,63.62,133
-3.1165,226,63.42,134
-1.344,126,63.41,135
-1.4475,135,63.31,136
-2.136,173,63.13,137
-0.9952,101,62.71,138
-0.8637,90,62.5,139
-1.2683,120,62.29,140
-1.2241,116,62.15,141
-1.2934,122,62.04,142
-2.8799,217,61.59,143
-2.0886,170,61.51,144
-1.4065,131,61.34,145
-1.6149,142,61.12,146
-2.3172,184,60.9,147
-1.7634,159,60.59,148
-1.8906,166,60.52,149
-2.7945,210,60.35,150
-1.4775,136,60.34,151
-4.6633,282,59.58,152
-2.0986,171,59.48,153
-0.9619,97,59.46,154
-3.3171,235,59.42,155
-1.2311,117,58.79,156
-1.7498,156,58.57,157
-2.7038,205,58.55,158
-1.562,140,58.48,159
-0.1314,51,58.45,160
-0.6074,82,58.07,161
-1.2208,115,57.96,162
-2.755,207,57.2,163
-1.7343,155,56.99,164
-2.7917,209,56.93,165
-2.6669,204,56.68,166
-1.7612,158,56.6,167
-2.2017,177,55.85,168
-3.6387,248,55.83,169
-0.8728,91,55.7,170
-2.0616,169,55.67,171
-0.9626,98,55.45,172
-1.0208,103,55.31,173
-3.4134,240,55.22,174
-3.2279,229,55.13,175
-2.4018,188,55.08,176
-2.3265,185,54.92,177
-3.9055,260,54.51,178
-1.6795,149,53.93,179
-1.0952,107,53.74,180
-2.4974,195,52.74,181
-0.165,57,52.67,182
-3.7908,255,52.54,183
-3.5782,246,52.54,183
-2.312,183,52.49,185
-4.0274,264,52.38,186
-1.1129,109,52.26,187
-1.3515,130,52.0,188
-1.9128,167,51.56,189
-3.3831,237,51.55,190
-1.2316,118,51.48,191
-2.8071,211,51.3,192
-2.2128,178,50.97,193
-2.7167,206,50.92,194
-1.809,161,50.55,195
-1.5632,141,50.44,196
-2.2343,179,50.35,197
-2.9771,224,50.35,197
-3.9936,262,50.35,197
-1.2,112,50.01,200
-2.8298,214,49.71,201
-1.5153,137,49.27,202
-3.2925,233,48.87,203
-2.4958,194,48.11,204
-4.0531,265,47.8,205
-2.9165,221,47.65,206
-3.3145,234,47.57,207
-2.3831,187,47.39,208
-2.9126,220,47.28,209
-3.7273,251,47.24,210
-2.4988,197,46.88,211
-2.6215,202,46.59,212
-3.6687,249,46.38,213
-1.6293,145,46.14,214
-1.3012,123,46.14,214
-3.4469,242,45.78,216
-2.1916,176,45.49,217
-3.7057,250,45.19,218
-4.4185,273,45.06,219
-4.5905,278,44.94,220
-5.3406,298,44.66,221
-1.6183,143,44.64,222
-2.5638,198,44.25,223
-2.6072,200,43.86,224
-0.0314,44,43.7,225
-3.3957,238,43.48,226
-2.4328,190,43.41,227
-3.279,232,43.04,228
-4.0686,267,42.97,229
-2.2508,180,42.85,230
-2.4021,189,42.58,231
-2.943,222,42.19,232
-2.298,182,42.18,233
-2.8332,215,42.13,234
-4.7742,284,41.54,235
-3.9784,261,41.05,236
-3.3969,239,40.72,237
-4.9749,290,40.63,238
-5.3737,300,40.0,239
-5.1567,294,39.5,240
-4.8715,288,39.42,241
-3.539,244,39.42,241
-3.2682,231,39.2,243
-2.6158,201,39.15,244
-4.2647,271,38.56,245
-2.0992,172,37.94,246
-2.8161,213,37.16,247
-3.8867,258,36.96,248
-2.1883,175,36.77,249
-4.797,285,36.66,250
-4.0661,266,36.55,251
-4.4299,274,36.34,252
-1.6725,148,36.15,253
-5.0999,293,35.6,254
-2.8796,216,34.51,255
-5.0074,291,34.16,256
-3.4208,241,33.33,257
-4.3303,272,33.16,258
-2.7682,208,33.01,259
-1.8402,162,32.38,260
-4.5112,276,31.57,261
-3.3683,236,31.44,262
-2.6216,203,31.36,263
-2.4809,193,31.18,264
-1.5225,138,30.23,265
-3.1259,227,29.4,266
-4.0186,263,29.08,267
-2.5921,199,28.7,268
-1.7518,157,28.14,269
-5.1722,295,28.14,269
-3.1933,228,27.71,271
-4.8281,286,27.6,272
-3.8453,257,26.54,273
-4.8586,287,26.05,274
-3.0692,225,25.83,275
-1.6946,152,25.65,276
-4.5216,277,25.14,277
-3.7766,254,24.94,278
-3.5688,245,24.47,279
-6.1228,308,23.62,280
-2.9678,223,23.04,281
-5.3144,296,22.23,282
-5.4323,302,21.88,283
-3.8905,259,21.7,284
-5.6193,304,21.22,285
-4.2525,270,20.74,286
-2.2643,181,20.67,287
-5.9649,306,20.19,288
-2.8103,212,20.16,289
-3.7636,253,20.07,290
-4.9179,289,19.03,291
-5.0468,292,18.98,292
-3.8396,256,18.49,293
-5.486,303,18.44,294
-1.6257,144,18.41,295
-6.8242,309,16.75,296
-4.6579,281,16.25,297
-5.3861,301,16.21,298
-1.6898,151,15.84,299
-5.3676,299,14.19,300
-4.0804,269,12.72,301
-3.6044,247,12.12,302
-5.9945,307,11.56,303
-4.6965,283,11.3,304
-4.0701,268,10.71,305
-6.9848,310,9.98,306
-5.3219,297,9.21,307
-4.6461,280,8.19,308
-5.8556,305,6.53,309
-4.6292,279,5.88,310
