index,Score,Score Rank,Percentile,Percentile Rank
TGFBR1,4.4676,1,98.83,1
TTK,0.699,14,98.42,2
ALK4,2.8422,5,98.23,3
GAK,0.6831,15,97.84,4
BIKE,0.5775,18,97.62,5
ALK2,2.7736,6,96.57,6
PRP4,3.1254,3,96.28,7
ALK7,3.2086,2,96.12,8
NEK5,0.537,19,95.94,9
BMPR1B,3.0489,4,95.64,10
BMPR1A,2.7687,7,95.33,11
AAK1,0.1137,26,95.27,12
HRI,0.483,20,94.96,13
PERK,0.4258,22,94.89,14
BMPR2,0.7484,13,94.42,15
ACVR2A,1.985,8,94.22,16
ALK1,1.6608,10,94.02,17
ACVR2B,1.7628,9,93.19,18
OSR1,-0.7618,44,92.94,19
MST2,-0.6552,40,92.35,20
NEK1,-0.6768,41,91.29,21
TLK1,0.1964,25,91.24,22
CK1G2,0.8002,11,91.16,23
TLK2,0.664,16,90.79,24
TGFBR2,0.343,24,90.43,25
LKB1,-0.3292,31,90.24,26
MEKK1,-0.4523,32,88.95,27
PBK,-1.0174,49,86.42,28
MST1,-0.9016,45,86.18,29
CAMKK2,-1.7241,68,85.48,30
STLK3,-3.2915,155,84.36,31
NEK8,-1.1592,52,83.43,32
PLK1,-0.0118,28,82.91,33
PKR,-0.5665,36,82.82,34
NEK3,-1.4445,57,81.36,35
GRK3,0.3708,23,81.13,36
NEK6,-0.3165,30,80.82,37
MEKK2,-1.0687,51,80.55,38
MYO3B,-2.5025,112,79.81,39
CK2A2,-0.9395,46,79.57,40
ANKRD3,-0.5624,35,79.16,41
MOS,0.4702,21,77.4,42
MEK2,-2.5751,117,76.69,43
CK2A1,-1.6377,65,75.84,44
GRK2,0.0671,27,75.6,45
PLK2,-0.97,47,74.79,46
EEF2K,-2.2017,96,73.83,47
MINK,-2.4477,109,72.35,48
VRK2,-1.7512,70,72.02,49
IRE2,-1.3633,55,71.76,50
YSK4,-1.46,59,70.71,51
NEK7,-1.167,53,70.36,52
PINK1,-0.5223,33,70.25,53
GCK,-2.0292,85,70.16,54
GRK4,-0.5303,34,69.13,55
P38D,0.7586,12,69.11,56
TAK1,-2.817,129,68.62,57
PLK3,-1.0219,50,68.42,58
NEK4,-2.1331,91,68.02,59
P38G,-0.0365,29,67.19,60
CAMKK1,-2.2984,101,66.17,61
TNIK,-2.3923,105,66.0,62
MYO3A,-3.9083,182,64.63,63
KIS,-0.624,38,63.97,64
TAO3,-1.5927,63,63.59,65
AURA,-2.5179,114,62.13,66
TBK1,-1.5114,60,60.34,67
P38B,-0.6398,39,60.32,68
DSTYK,-1.3637,56,59.22,69
BRAF,-1.9177,82,59.11,70
GRK5,-0.9824,48,58.72,71
ASK1,-4.3379,194,58.53,72
P38A,-0.576,37,58.12,73
VRK1,-3.4541,162,57.82,74
GCN2,-1.9011,80,57.79,75
MPSK1,-1.8494,74,57.16,76
GSK3A,0.5819,17,56.34,77
MEKK3,-2.0544,87,55.16,78
NEK9,-1.5647,61,54.98,79
ALPHAK3,-3.4796,163,54.87,80
CDK17,-2.1647,93,54.18,81
CDK2,-2.0807,88,54.16,82
CDK3,-3.399,158,53.65,83
CDK16,-2.2733,100,52.9,84
TAO2,-2.67,120,52.88,85
BUB1,-3.2025,149,52.75,86
CDK6,-2.0961,89,52.13,87
MEK5,-2.1587,92,51.92,88
CDK1,-1.8728,75,51.84,89
TAO1,-4.2149,191,51.49,90
ERK1,-1.8988,78,49.02,91
GRK7,-3.2134,151,48.97,92
CDK5,-2.3318,102,47.87,93
CDK18,-2.2462,99,47.73,94
LRRK2,-3.1329,143,47.73,94
DYRK1B,-1.6887,67,47.56,96
KHS2,-3.7693,176,47.1,97
KHS1,-3.6307,170,46.8,98
YSK1,-4.1718,189,46.73,99
DAPK3,-3.4276,161,46.58,100
MAP3K15,-3.4107,159,45.26,101
DYRK4,-1.883,77,44.27,102
ZAK,-2.9821,138,44.23,103
MASTL,-1.6582,66,43.97,104
HGK,-3.5293,167,43.69,105
ULK1,-3.172,147,43.12,106
MLK3,-2.5169,113,42.99,107
PLK4,-4.228,192,42.84,108
MLK2,-1.9071,81,42.59,109
CDK13,-1.5788,62,42.5,110
ULK2,-2.4739,111,41.91,111
CDK8,-2.4143,108,41.36,112
PIM3,-1.7364,69,41.27,113
DYRK2,-1.7707,71,41.19,114
ATM,-2.0466,86,41.19,114
MEKK6,-4.7323,212,41.19,114
NEK2,-2.7538,125,41.17,117
PASK,-3.0374,141,41.09,118
CDK4,-2.9466,136,40.97,119
CLK2,-2.2428,98,39.83,120
CDK12,-2.7551,126,39.4,121
HIPK2,-2.7255,123,39.06,122
ERK2,-2.3525,103,38.65,123
IRE1,-3.1791,148,38.02,124
ERK5,-1.6227,64,37.97,125
CHK1,-2.471,110,37.77,126
HIPK1,-2.1236,90,37.03,127
HUNK,-2.7064,122,36.92,128
DCAMKL1,-2.8018,128,36.85,129
DYRK1A,-2.576,118,36.28,130
IKKE,-2.7314,124,36.01,131
DYRK3,-3.1333,144,35.66,132
DAPK1,-3.9194,183,35.4,133
PDK1,-3.0265,140,35.34,134
HPK1,-4.1518,188,35.09,135
PIM2,-3.2076,150,34.89,136
CLK4,-2.5573,116,34.71,137
MEK1,-1.9658,84,34.19,138
COT,-1.4456,58,33.87,139
JNK1,-2.5441,115,33.85,140
CDK14,-3.2783,153,33.66,141
ROCK2,-4.6549,207,33.66,141
CDK19,-3.4255,160,33.44,143
MLK4,-3.8825,180,32.48,144
ERK7,-3.7363,175,32.12,145
CDK9,-3.1367,145,31.62,146
CK1D,-3.5217,166,31.41,147
JNK2,-2.3823,104,31.11,148
RAF1,-1.9003,79,30.32,149
DMPK1,-5.357,237,29.32,150
GRK1,-1.8731,76,29.3,151
NLK,-1.3207,54,27.98,152
ROCK1,-5.9873,253,27.18,153
FAM20C,-5.2215,233,26.11,154
HIPK3,-3.2591,152,25.89,155
NEK11,-3.8788,179,25.24,156
MAK,-4.572,201,25.15,157
ICK,-5.3259,236,25.13,158
CHK2,-5.3651,238,25.09,159
ULK3,-5.037,223,25.03,160
MLK1,-2.9782,137,24.95,161
STK33,-4.8102,213,24.79,162
GRK6,-2.4011,107,24.44,163
PIM1,-2.9152,133,23.98,164
SRPK3,-3.153,146,23.74,165
WNK4,-4.0642,185,23.18,166
IRAK4,-4.824,214,22.57,167
TSSK3,-5.5435,241,22.52,168
HIPK4,-3.0079,139,22.41,169
SLK,-5.1242,227,22.32,170
CAMK1D,-5.0556,224,22.11,171
LOK,-5.1694,230,21.93,172
IKKB,-3.0777,142,21.87,173
IRAK1,-5.1308,228,21.82,174
SRPK1,-3.28,154,21.63,175
SRPK2,-3.6539,171,21.59,176
MOK,-4.9332,218,21.47,177
AURB,-5.1498,229,21.03,178
PHKG1,-5.2211,232,20.99,179
CRIK,-6.2113,262,20.56,180
PKCZ,-4.4811,199,20.32,181
CDK7,-3.7167,174,20.03,182
DCAMKL2,-4.0301,184,19.46,183
TSSK4,-3.7911,177,19.11,184
RIPK2,-6.0813,258,19.07,185
HASPIN,-6.0961,260,18.87,186
JNK3,-2.7656,127,18.73,187
YANK2,-3.6905,173,18.35,188
CHAK1,-4.9335,219,17.96,189
MARK2,-4.9782,220,17.93,190
WNK2,-3.3299,156,17.81,191
TSSK1,-4.6133,205,17.37,192
CLK1,-4.6112,204,16.67,193
DAPK2,-1.824,73,16.3,194
CDK10,-6.2368,263,16.01,195
