index,Score,Score Rank,Percentile,Percentile Rank
ERK7,6.9044,2,99.72,1
NLK,4.4613,17,99.53,2
MTOR,3.2159,33,99.44,3
CDK16,7.2198,1,99.38,4
CDK10,6.5237,3,99.28,5
CDK6,5.7242,5,98.39,6
CDK9,4.7484,11,97.8,7
PKCE,2.7291,39,97.76,8
PKCB,2.5068,44,97.75,9
P38G,5.8601,4,97.39,10
CDK3,5.0735,9,97.35,11
MST3,1.3116,62,97.19,12
PKCI,2.0406,50,97.0,13
CDK17,5.4577,7,96.99,14
CLK1,4.1735,23,96.95,15
CDK14,5.0658,10,96.89,16
CDK2,3.7463,27,96.78,17
CDK18,5.654,6,96.56,18
CDK4,4.6418,13,96.29,19
ERK2,4.3023,19,96.06,20
CDK5,4.6266,15,95.99,21
TAO2,0.1797,93,95.83,22
ERK1,5.1556,8,95.72,23
PKCH,1.5828,55,95.58,24
PHKG1,1.515,59,95.49,25
PKCA,1.8209,54,95.35,26
PKCG,1.5487,56,94.85,27
MST4,1.5251,58,94.72,28
TAO3,0.6731,78,94.51,29
CK1E,1.1279,67,94.49,30
CDK8,4.2198,21,94.47,31
CDK1,4.6343,14,94.36,32
HASPIN,0.2071,90,94.34,33
HIPK3,4.2092,22,94.31,34
CDK19,4.357,18,94.18,35
NEK11,-0.2116,101,94.17,36
PKCZ,1.3894,61,93.86,37
TAO1,-0.7183,119,93.81,38
CLK4,3.1047,36,93.53,39
MLK3,0.6693,79,93.52,40
CLK3,2.4974,45,93.41,41
ERK5,2.6299,41,93.41,41
MOK,3.4957,28,93.38,43
P38A,4.1132,24,93.27,44
HIPK1,4.2971,20,93.06,45
HIPK2,4.6596,12,92.54,46
IRE1,0.5436,81,92.48,47
JNK2,4.5521,16,92.48,47
WNK1,1.2816,65,92.39,49
LRRK2,-0.5274,109,92.32,50
CDK7,3.9134,26,92.19,51
PKR,0.0963,95,92.07,52
MLK2,0.5697,80,91.72,53
NEK6,0.7078,74,91.66,54
NUAK2,1.4644,60,91.61,55
CDKL5,2.3331,46,91.55,56
PKN1,0.6825,76,91.55,56
NIK,1.0746,68,91.22,58
JNK3,3.9948,25,91.07,59
WNK3,0.6804,77,90.76,60
PKCD,1.0314,69,90.71,61
MLK1,0.351,85,90.69,62
SRPK1,2.6151,42,90.61,63
CLK2,3.1848,34,90.58,64
PKN2,0.8688,72,90.33,65
DYRK3,2.7242,40,90.15,66
CDK12,3.4681,29,90.1,67
SRPK2,2.0407,49,90.02,68
PKCT,0.407,84,89.91,69
HPK1,-0.6132,116,89.82,70
MEK5,-0.7397,123,89.73,71
WNK2,0.8776,71,89.61,72
SRPK3,1.8977,51,89.58,73
DRAK1,0.1929,91,89.57,74
GSK3A,2.5918,43,89.4,75
CDK13,3.2298,32,89.37,76
YSK1,-1.1909,149,89.2,77
DYRK1B,3.4565,30,89.19,78
MAP3K15,-0.8882,134,89.13,79
PKN3,1.2892,64,88.79,80
KHS2,-0.7369,122,88.5,81
ZAK,-0.5964,115,88.5,81
PINK1,0.7043,75,88.48,83
NEK3,-0.8312,129,88.23,84
MLK4,-0.3494,104,88.19,85
NEK2,0.3043,86,87.8,86
NEK9,0.1831,92,87.58,87
MYO3B,-1.6793,173,87.53,88
CDKL2,1.5356,57,87.0,89
LOK,-0.8055,126,86.94,90
MYO3A,-2.0477,192,86.91,91
MNK1,0.2287,89,86.85,92
MEKK6,-1.9839,188,86.42,93
HRI,-0.4857,108,86.33,94
MEKK2,-0.7525,124,85.68,95
PRPK,0.2731,88,85.48,96
DYRK2,2.891,37,84.95,97
KIS,2.2919,47,84.75,98
GSK3B,0.9704,70,84.71,99
KHS1,-1.1355,146,84.62,100
PHKG2,-0.9533,137,84.6,101
AKT2,0.4317,82,84.13,102
P38D,3.3491,31,84.03,103
MST1,-1.0885,144,84.01,104
HGK,-1.3056,154,83.99,105
EEF2K,-1.3891,157,83.97,106
PERK,-0.7355,121,83.87,107
CDKL1,1.2996,63,83.74,108
DYRK1A,2.1438,48,83.62,109
JNK1,3.1487,35,83.52,110
GCK,-1.1479,147,83.4,111
AKT1,-0.1591,100,82.94,112
TNIK,-1.2879,153,82.83,113
YSK4,-0.7256,120,82.76,114
SLK,-1.3921,159,82.58,115
WNK4,-0.3657,105,82.5,116
ULK3,-1.0482,139,82.28,117
GCN2,-0.5873,114,81.88,118
CK1A2,0.4208,83,81.61,119
AKT3,-0.8799,133,81.45,120
AAK1,-2.5117,218,81.2,121
HIPK4,1.8299,53,80.88,122
PBK,-1.744,175,80.42,123
P38B,2.7709,38,80.32,124
SGK3,-0.1155,97,80.21,125
BIKE,-2.5219,220,79.81,126
MNK2,-0.1238,98,79.67,127
MPSK1,-0.3835,106,79.65,128
MEKK3,-1.0079,138,79.07,129
NEK8,-1.4576,160,79.01,130
SGK1,-0.5634,112,78.71,131
ICK,0.2965,87,78.63,132
PRP4,0.7314,73,78.46,133
OSR1,-2.3974,209,78.39,134
MAK,1.1347,66,78.03,135
IRE2,-0.9364,136,77.8,136
MAPKAPK3,-0.1369,99,77.74,137
QIK,-0.8795,132,77.04,138
DYRK4,1.8719,52,76.94,139
PIM1,0.0504,96,76.71,140
MEKK1,-1.2224,151,76.54,141
ASK1,-3.0542,251,76.51,142
PRKD3,-0.4741,107,76.5,143
NEK7,-0.8226,127,76.43,144
PIM2,-0.5649,113,76.2,145
NEK5,-1.1267,145,76.19,146
CHK2,-1.6102,168,74.71,147
MRCKB,-1.6592,170,74.16,148
SBK,-0.8254,128,74.09,149
CK1G1,-0.8384,130,73.99,150
GAK,-1.9758,187,73.09,151
CAMK1G,-1.5294,166,72.92,152
ANKRD3,-0.8415,131,72.88,153
CHAK1,-1.1614,148,72.69,154
ROCK1,-2.4816,215,72.39,155
P70S6KB,-0.5568,110,72.12,156
MINK,-2.4745,214,71.96,157
SMMLCK,-1.5158,165,71.69,158
CK1A,-0.6432,117,71.12,159
ULK2,-1.056,141,70.34,160
BUB1,-1.8908,181,69.99,161
IRAK4,-1.4596,161,69.3,162
NEK4,-2.085,195,68.89,163
NUAK1,-1.666,171,68.52,164
MAPKAPK5,-1.9305,184,68.31,165
RSK3,-1.2249,152,68.25,166
MOS,0.1042,94,67.84,167
PRKD2,-1.0703,143,67.82,168
ROCK2,-2.3163,205,67.44,169
CAMK1B,-0.2213,103,67.38,170
MST2,-2.6329,228,67.24,171
P70S6K,-2.1706,199,66.95,172
TSSK3,-1.8556,178,66.89,173
CAMK1A,-2.6315,227,66.67,174
TAK1,-2.9324,245,66.23,175
STK33,-2.3259,206,65.75,176
PDK1,-1.8818,180,65.35,177
