index,Score,Score Rank,Percentile,Percentile Rank
IRE2,3.4557,3,99.72,1
PKCZ,3.463,2,99.21,2
PKCB,3.3114,4,98.91,3
PKCD,3.2477,5,98.82,4
MLK3,2.4089,14,98.79,5
PKCG,3.1649,6,98.7,6
IRE1,2.1052,17,98.49,7
IRAK4,1.9252,18,98.33,8
PKCI,2.6996,10,98.31,9
STK33,1.5824,26,98.3,10
PKCH,2.6029,11,98.15,11
HASPIN,1.8564,21,98.15,11
PKCA,2.8928,7,98.04,13
CHAK2,1.9182,19,97.99,14
PKR,1.0735,34,97.96,15
WNK1,2.5394,13,97.92,16
PKCE,2.7888,9,97.85,17
MYO3B,0.5815,51,97.84,18
PKCT,2.5812,12,97.75,19
MLK1,1.6944,24,97.49,20
CHAK1,1.5707,27,97.44,21
MST4,2.165,16,97.07,22
MST1,0.7492,45,96.86,23
MLK4,1.3168,30,96.73,24
MYO3A,-0.1177,77,96.72,25
CDK2,3.5379,1,96.23,26
MLK2,1.1129,33,95.8,27
EEF2K,0.3325,61,95.69,28
WNK2,1.832,23,95.61,29
MST3,0.8652,38,95.53,30
VRK1,-0.562,103,95.4,31
PKN2,1.8554,22,95.33,32
BUB1,1.5046,29,95.27,33
TAO3,0.7475,46,94.94,34
MINK,-0.19,88,94.85,35
TAO1,-0.5501,101,94.66,36
NEK8,-0.0197,71,94.65,37
HGK,-0.0596,73,94.36,38
TNIK,0.1189,67,94.3,39
WNK4,0.9972,36,94.19,40
TAO2,-0.1701,84,93.92,41
CAMK1G,1.6845,25,93.8,42
HRI,0.273,65,93.67,43
PHKG2,0.7083,47,93.46,44
LRRK2,-0.4111,94,93.23,45
SLK,-0.1871,87,92.85,46
PHKG1,0.85,39,92.62,47
CLK3,2.3003,15,92.26,48
NUAK1,1.0654,35,92.26,48
CDK3,2.8128,8,92.03,50
WNK3,0.8204,41,91.9,51
NUAK2,1.5146,28,91.88,52
PRPK,0.4432,55,91.84,53
QIK,0.7826,43,91.56,54
ULK2,0.2969,62,91.26,55
NEK9,0.4942,54,91.25,56
KHS2,-0.3813,90,91.1,57
YSK1,-0.9638,125,90.98,58
MARK3,0.335,60,90.17,59
ZAK,-0.4277,96,90.08,60
OSR1,-1.2639,147,89.69,61
MST2,-1.0488,133,89.44,62
KHS1,-0.637,110,89.07,63
NEK2,0.4094,56,88.97,64
GCK,-0.6342,109,88.81,65
NIK,0.8238,40,88.25,66
COT,1.2581,32,88.08,67
PKN1,-0.1461,79,87.64,68
SMMLCK,0.0755,68,87.07,69
MEKK1,-0.602,106,87.04,70
YSK4,-0.4013,92,86.87,71
AMPKA1,0.705,48,86.83,72
MARK4,0.2753,64,86.8,73
ANKRD3,-0.1515,80,86.54,74
NEK7,-0.1413,78,86.12,75
NEK6,0.0723,69,85.73,76
TSSK4,0.7936,42,85.61,77
SSTK,-0.1553,81,85.58,78
HPK1,-1.1129,138,85.5,79
BRSK2,-0.4307,97,85.39,80
TTK,-2.1448,198,85.12,81
MEK5,-1.0092,129,85.1,82
CAMK1A,-0.1849,86,84.84,83
MNK1,-0.0555,72,84.7,84
QSK,-0.068,74,84.69,85
NEK4,-1.0735,134,84.38,86
MNK2,0.3395,59,84.23,87
SIK,-0.1592,83,84.12,88
ULK1,-0.9233,121,84.06,89
NEK5,-0.677,114,83.81,90
LOK,-1.1177,140,83.71,91
NEK11,-1.3096,150,82.25,92
MARK2,-0.6389,111,82.17,93
DRAK1,-0.5219,100,81.0,94
GCN2,-0.6674,113,80.64,95
DCAMKL2,-0.4121,95,80.55,96
AMPKA2,-0.0121,70,80.48,97
PERK,-0.963,124,80.48,97
SRPK2,0.6171,50,80.42,99
MARK1,-0.9911,128,79.92,100
MEKK2,-1.1134,139,79.74,101
MAP3K15,-1.646,167,79.59,102
CDKL1,0.773,44,79.39,103
TSSK1,-0.2311,89,78.76,104
CHK2,-1.2318,145,77.95,105
MELK,-0.5096,99,77.62,106
CLK1,0.6242,49,77.35,107
TGFBR2,-0.7846,117,77.03,108
PKN3,0.3564,58,76.67,109
GAK,-1.6926,170,76.59,110
CDK1,1.9093,20,76.37,111
CDKL5,0.5038,53,76.13,112
TSSK2,-0.4085,93,76.11,113
MYLK4,-1.0161,130,75.91,114
SNRK,-1.9239,187,75.88,115
NEK3,-1.8717,182,75.56,116
MEKK6,-2.8337,234,75.38,117
RIPK3,-0.9714,126,75.35,118
PIM1,-0.0855,76,75.13,119
CDK5,1.301,31,74.78,120
PKG2,-1.367,154,74.48,121
AKT3,-1.9192,186,74.27,122
VRK2,-1.6723,169,74.1,123
BMPR2,-0.0732,75,73.84,124
NEK1,-2.0705,193,73.56,125
ROCK1,-2.3826,213,73.34,126
ALK1,-0.3868,91,73.12,127
AKT2,-1.1462,143,72.4,128
RIPK2,-2.8095,231,72.04,129
TSSK3,-1.3593,152,71.92,130
MTOR,0.286,63,71.89,131
SRPK1,0.4082,57,71.8,132
PINK1,-0.4391,98,71.78,133
SKMLCK,-1.5619,165,71.73,134
BRSK1,-1.8276,180,71.06,135
CAMK1D,-1.5012,163,70.7,136
CLK4,0.1454,66,70.41,137
AKT1,-1.7629,176,70.21,138
DCAMKL1,-0.7835,116,69.96,139
PKACG,-1.362,153,69.92,140
CAMK4,-1.49,161,69.91,141
ERK7,-0.976,127,68.04,142
ROCK2,-2.2762,206,67.9,143
MAPKAPK3,-0.9534,123,67.81,144
MEKK3,-1.5543,164,67.75,145
ICK,-0.9021,120,67.75,145
MAPKAPK5,-1.9808,191,67.62,147
ULK3,-2.2334,205,67.04,148
CDK6,-0.156,82,67.02,149
MRCKB,-2.3871,215,66.62,150
CDK10,-0.5739,104,66.49,151
CDKL2,-0.6543,112,66.33,152
RIPK1,-1.2254,144,66.07,153
PIM3,-0.5572,102,65.47,154
NLK,0.5664,52,65.06,155
MRCKA,-2.4695,219,64.93,156
RSK3,-1.4709,159,64.7,157
DMPK1,-3.0516,241,64.57,158
IRAK1,-2.3357,210,64.39,159
PKG1,-4.2076,280,64.16,160
GSK3A,0.9341,37,63.69,161
CDK17,-1.1112,137,63.27,162
NDR1,-1.4863,160,62.64,163
MAPKAPK2,-1.4489,157,62.46,164
ERK2,-0.7062,115,62.03,165
SRPK3,-1.0857,135,60.05,166
CDK4,-1.2856,149,60.0,167
CDK13,-0.5962,105,59.38,168
PRKX,-3.0752,242,59.22,169
SGK3,-1.9839,192,59.19,170
MPSK1,-1.7353,172,59.16,171
CDK18,-1.1214,141,58.76,172
TLK1,-2.1599,199,58.43,173
CDK12,-1.3157,151,58.36,174
HUNK,-1.7484,174,58.24,175
PRKD3,-1.9108,185,58.24,175
CDK9,-1.2833,148,57.88,177
DSTYK,-1.4612,158,57.35,178
DLK,-1.0265,131,57.25,179
PRKD2,-1.8888,183,57.06,180
PKACA,-3.5945,265,56.66,181
TTBK2,-1.732,171,56.49,182
CAMK1B,-0.6287,108,56.37,183
RSK2,-1.6056,166,55.98,184
SGK1,-2.8327,233,55.69,185
CAMKK1,-2.8175,232,55.3,186
CDK16,-2.0872,194,54.69,187
PIM2,-2.1635,200,54.53,188
CLK2,-1.0421,132,54.51,189
PLK4,-3.5301,262,54.34,190
YANK2,-1.904,184,54.22,191
CAMLCK,-0.9329,122,53.94,192
P70S6KB,-1.7452,173,53.93,193
PASK,-2.4365,217,53.19,194
AURB,-3.1657,245,52.71,195
CK1E,-0.8762,119,52.27,196
NIM1,-2.1906,203,52.07,197
TTBK1,-3.3326,254,51.61,198
PKACB,-3.2767,249,51.31,199
AURC,-3.1883,247,50.86,200
CDK8,-1.8325,181,50.52,201
PDK1,-2.4818,221,50.44,202
HIPK4,-0.825,118,50.31,203
P70S6K,-3.4396,259,49.4,204
CDK7,-1.6689,168,49.06,205
RSK4,-2.7313,228,48.46,206
STLK3,-5.8171,305,48.25,207
CDK19,-2.3854,214,48.17,208
TAK1,-3.7814,270,48.12,209
MOK,-2.1894,202,47.67,210
HIPK2,-1.9319,188,46.82,211
SMG1,-1.7849,178,46.48,212
PBK,-4.3878,288,46.34,213
CAMK2A,-1.7769,177,46.11,214
PAK1,-2.7023,227,45.81,215
CAMK2D,-1.9582,190,45.65,216
CDK14,-2.2822,207,45.07,217
PRP4,-2.0901,195,44.88,218
HIPK1,-1.4219,155,44.85,219
BIKE,-4.598,290,44.77,220
LATS2,-2.6726,226,43.99,221
DAPK3,-3.5832,264,43.57,222
MSK2,-3.0151,239,43.26,223
PAK3,-3.0093,238,43.13,224
CAMK2G,-1.2527,146,43.08,225
NDR2,-2.3495,211,42.67,226
KIS,-2.3118,208,41.98,227
FAM20C,-4.0545,276,41.92,228
CK1G1,-2.4701,220,41.5,229
MOS,-0.6169,107,41.26,230
TLK2,-2.3589,212,40.93,231
P38A,-1.9358,189,40.01,232
ERK1,-2.5798,223,39.67,233
PDHK1,-1.4457,156,39.65,234
ASK1,-5.1984,300,39.28,235
AAK1,-5.7225,304,38.42,236
GSK3B,-0.1842,85,36.49,237
PAK5,-5.3961,301,36.41,238
P38G,-2.7802,229,35.51,239
CRIK,-5.1461,299,35.32,240
P90RSK,-2.5383,222,35.15,241
CK1A2,-1.1216,142,34.63,242
MAK,-3.6661,268,33.86,243
DYRK1A,-2.7807,230,33.53,244
