index,Score,Score Rank,Percentile,Percentile Rank
PRP4,4.5388,1,98.17,1
GAK,0.5048,24,97.28,2
LKB1,0.7422,18,97.07,3
MPSK1,1.7181,7,95.53,4
PBK,0.6965,20,95.36,5
BIKE,-0.3795,46,94.59,6
NEK1,-0.7374,56,90.8,7
NEK5,-0.238,41,89.52,8
AAK1,-1.3772,75,88.9,9
MYO3B,-1.5245,81,88.67,10
MEKK1,-0.4842,48,88.54,11
P38A,3.3431,3,88.21,12
TTK,-1.8296,91,87.77,13
P38D,3.8717,2,87.23,14
OSR1,-1.7251,87,85.84,15
MST1,-0.9567,62,85.56,16
P38B,3.2874,4,85.37,17
PKR,-0.4874,49,84.17,18
MOS,0.8158,17,83.96,19
CAMKK2,-1.8629,96,83.95,20
GCK,-1.1051,66,83.92,21
TGFBR1,0.4735,26,82.19,22
MST2,-1.7523,89,81.65,23
MLK2,-0.2268,40,80.84,24
MINK,-2.0092,109,78.77,25
ICK,0.2906,29,78.58,26
MAP3K15,-1.7463,88,78.07,27
GSK3A,1.7361,6,78.05,28
ASK1,-2.9684,153,77.56,29
TAO3,-0.8885,60,77.38,30
STLK3,-3.9075,199,77.26,31
MAK,1.012,15,77.08,32
MEKK2,-1.2541,68,76.98,33
ALPHAK3,-2.0544,115,76.85,34
TBK1,-0.7201,55,76.57,35
VRK1,-2.501,136,76.21,36
MYO3A,-3.1784,165,74.87,37
DYRK1B,1.4621,11,74.32,38
DYRK4,1.5348,9,74.2,39
DYRK1A,1.0916,13,74.04,40
DYRK2,1.5052,10,73.13,41
IRE2,-1.2766,71,73.02,42
CK2A2,-1.9231,105,72.97,43
ERK1,1.5514,8,72.94,44
KHS1,-2.0898,116,72.8,45
CDK16,0.7299,19,72.25,46
TNIK,-2.0407,112,72.12,47
P38G,1.9573,5,72.02,48
NEK4,-1.9131,100,71.85,49
HIPK2,1.1484,12,71.84,50
CDK18,0.8378,16,71.35,51
LRRK2,-2.1509,118,70.77,52
BUB1,-1.8604,95,70.37,53
CDK8,0.5248,22,70.16,54
CDK6,0.342,28,69.99,55
CK2A1,-2.4494,131,69.74,56
CDK4,0.1304,32,69.7,57
CDK17,0.2872,30,69.54,58
VRK2,-1.8479,93,69.34,59
EEF2K,-2.4907,135,68.99,60
ERK2,0.2857,31,68.88,61
HIPK1,1.0675,14,68.81,62
CDK19,0.0529,34,68.81,62
TAO1,-3.1827,166,68.75,64
ERK5,0.4964,25,68.44,65
ALK4,-0.6802,53,68.42,66
BMPR1A,-1.5004,79,68.36,67
MOK,-0.0867,38,68.03,68
JNK2,0.3851,27,67.81,69
BMPR1B,-0.6893,54,67.78,70
MEKK6,-3.3292,173,67.74,71
MLK3,-1.3753,74,67.34,72
HIPK3,0.6741,21,67.14,73
HIPK4,0.5137,23,67.09,74
CDK14,-0.0023,36,66.73,75
DYRK3,0.0906,33,66.54,76
ALK2,-1.2573,69,66.38,77
HRI,-1.6044,83,65.94,78
CDKL5,-0.2517,42,65.71,79
CDK1,-0.0816,37,65.41,80
ALK7,-0.3352,44,65.37,81
KHS2,-2.6977,143,65.28,82
TAO2,-2.1732,120,65.02,83
CDK13,0.0068,35,64.7,84
AURA,-2.3482,127,64.69,85
YSK4,-1.7685,90,64.24,86
JNK1,-0.4006,47,63.47,87
CDK3,-1.6627,85,63.19,88
CDK12,-0.7464,57,63.16,89
NEK8,-2.331,126,62.83,90
CDK2,-1.1865,67,62.38,91
MEK5,-1.8594,94,62.19,92
PASK,-1.944,106,62.15,93
NEK3,-2.731,144,62.14,94
CDK5,-0.8459,59,61.96,95
CDK7,-0.6092,52,61.78,96
WNK2,-1.0918,65,61.77,97
TLK2,-1.3944,77,61.3,98
CDKL1,-0.3634,45,60.57,99
CDKL2,-1.0317,63,60.53,100
YSK1,-3.3736,174,60.31,101
CK1G2,-1.5428,82,59.75,102
KIS,-1.0642,64,59.2,103
PIM3,-0.9132,61,58.65,104
WNK4,-1.9558,107,58.45,105
JNK3,-0.8096,58,58.44,106
ERK7,-1.9216,104,57.89,107
MASTL,-1.2627,70,57.7,108
MEK2,-3.4074,176,57.1,109
CDK9,-1.386,76,56.72,110
HPK1,-3.1118,162,55.21,111
ROCK2,-3.2513,169,54.77,112
TAK1,-3.5011,182,54.23,113
NLK,-0.0898,39,54.14,114
CAMKK1,-2.9055,151,53.51,115
HGK,-3.0686,158,53.33,116
PLK2,-2.6472,141,52.92,117
PDK1,-2.4554,133,51.18,118
PERK,-2.3807,130,50.9,119
IRE1,-2.4617,134,50.8,120
IKKE,-2.27,122,49.09,121
NEK6,-2.1773,121,47.88,122
