index,Score,Score Rank,Percentile,Percentile Rank
IRE2,2.5806,3,99.07,1
BUB1,3.3633,2,98.88,2
MLK3,1.5495,7,97.05,3
MYO3A,-0.0338,51,96.93,4
HASPIN,1.0585,21,96.67,5
CDK2,3.6746,1,96.6,6
IRE1,1.291,15,96.36,7
MLK1,1.3102,14,96.26,8
PKCD,2.0027,5,95.78,9
IRAK4,1.2139,16,95.66,10
PINK1,1.4815,9,94.97,11
PKCI,1.3459,13,94.84,12
PKCE,1.4978,8,94.74,13
STK33,0.4279,36,94.7,14
PKCB,1.4335,10,94.61,15
PKCG,1.3697,12,94.22,16
MYO3B,-0.6512,78,93.91,17
PKCH,1.1412,19,93.79,18
PHKG2,0.7475,32,93.59,19
PKR,0.2298,45,93.26,20
HGK,-0.2863,60,93.08,21
PKCZ,1.2098,17,92.92,22
MST4,1.1638,18,92.79,23
MLK4,0.3315,41,92.79,23
EEF2K,-0.3016,62,92.74,25
CAMK1G,1.3878,11,92.71,26
PKCT,0.8248,29,92.03,27
CHAK1,0.4876,34,91.64,28
HRI,0.0014,50,91.6,29
PKCA,0.9757,24,91.59,30
NEK8,-0.4439,66,91.49,31
SSTK,0.7599,31,91.23,32
NUAK1,0.8042,30,90.92,33
PKN2,0.9561,25,90.89,34
MST3,0.0667,48,90.56,35
SLK,-0.5726,73,90.3,36
CDK3,2.4246,4,90.22,37
MLK2,0.3508,39,89.3,38
CHAK2,0.4263,37,89.18,39
WNK1,0.8444,27,88.9,40
TNIK,-0.6924,80,88.85,41
NUAK2,1.0151,23,88.6,42
TAO2,-0.8274,84,88.41,43
CLK3,1.726,6,88.22,44
QIK,0.2636,44,88.1,45
MST1,-0.717,82,88.02,46
AMPKA1,0.8518,26,87.92,47
MINK,-1.2081,110,87.84,48
MARK3,-0.2522,57,86.47,49
PKN1,-0.5491,72,85.38,50
TAO1,-1.9629,162,84.64,51
SMMLCK,-0.2534,58,84.56,52
NEK4,-1.0755,96,84.35,53
YSK1,-1.6994,138,84.27,54
LRRK2,-1.3112,115,84.23,55
ULK2,-0.2633,59,84.2,56
CAMK1A,-0.3799,64,83.81,57
SIK,-0.2071,55,83.79,58
PHKG1,-0.4412,65,83.67,59
AMPKA2,0.3238,42,83.6,60
NIK,0.4638,35,82.93,61
ULK1,-1.0263,93,82.71,62
LOK,-1.2194,111,82.54,63
MST2,-1.7027,139,82.28,64
KHS2,-1.4833,125,81.5,65
TSSK2,0.0478,49,81.38,66
MELK,-0.1905,54,80.81,67
TSSK4,0.2685,43,80.67,68
GCK,-1.3718,118,80.44,69
WNK3,-0.2924,61,80.3,70
QSK,-0.5975,76,80.05,71
CDKL1,0.8367,28,79.99,72
NEK2,-0.3159,63,79.76,73
SNRK,-1.6013,131,79.4,74
KHS1,-1.6136,132,79.28,75
VRK1,-2.3019,183,79.28,75
MARK1,-1.092,98,78.96,77
HPK1,-1.7266,143,78.27,78
MARK4,-0.4952,68,78.04,79
NEK9,-0.463,67,77.14,80
MYLK4,-0.8951,88,76.91,81
MNK1,-0.966,90,76.07,82
CAMKK1,-1.7819,147,76.03,83
YSK4,-1.1809,104,75.77,84
GAK,-1.7747,146,75.66,85
CHK2,-1.5484,128,75.29,86
MARK2,-1.338,117,74.9,87
MEKK6,-2.8814,215,74.63,88
TAO3,-1.0827,97,73.9,89
BRSK2,-1.6944,137,73.65,90
CDK5,1.0832,20,73.53,91
ERK7,-0.5321,70,73.37,92
COT,0.3476,40,72.77,93
NEK11,-1.8532,152,72.5,94
ZAK,-1.7444,144,72.18,95
MEK5,-1.5485,129,71.82,96
RIPK2,-2.8393,212,71.58,97
TSSK1,-0.8497,86,71.4,98
CAMK4,-1.3885,120,71.11,99
PERK,-1.4949,126,70.8,100
NEK1,-2.2347,179,70.66,101
CDK1,1.0307,22,70.66,101
TAK1,-2.7173,206,70.57,103
ERK2,0.6285,33,70.54,104
WNK4,-1.272,112,69.91,105
WNK2,-0.656,79,69.81,106
CDK6,0.1851,46,69.08,107
DCAMKL2,-1.3867,119,68.86,108
IRAK1,-2.0676,171,68.7,109
AKT2,-1.5377,127,68.15,110
DLK,-0.7054,81,67.81,111
CDKL5,-0.118,52,67.77,112
AKT1,-1.9984,165,67.57,113
OSR1,-3.1471,228,67.55,114
RIPK3,-1.4491,123,67.54,115
MEKK2,-1.6799,135,67.52,116
CDK10,-0.542,71,66.76,117
TTBK1,-2.2824,182,66.55,118
AKT3,-2.7913,209,66.38,119
GCN2,-1.4807,124,66.17,120
ROCK1,-3.0884,225,65.64,121
DMPK1,-2.9746,218,65.48,122
SRPK2,-0.7864,83,65.47,123
MPSK1,-1.404,121,64.87,124
PKG2,-2.2581,181,64.7,125
MRCKB,-2.6077,200,64.05,126
ULK3,-2.4375,192,64.01,127
MEKK3,-1.7094,140,63.99,128
TTK,-3.8092,258,63.67,129
MAP3K15,-2.5574,198,63.62,130
CDKL2,-0.8367,85,63.62,130
PRKD3,-1.5868,130,63.14,132
NLK,0.4197,38,62.88,133
MEKK1,-1.8349,151,62.88,133
CDK17,-1.2009,109,62.66,135
ANKRD3,-1.2725,113,62.18,136
CDK4,-1.0656,94,61.88,137
PIM1,-1.0167,92,61.4,138
SKMLCK,-2.4601,193,60.86,139
NEK5,-1.9089,158,60.51,140
MRCKA,-2.8981,216,59.42,141
PIM2,-1.8768,156,59.28,142
PKG1,-4.7377,287,58.82,143
CAMK1D,-2.519,195,58.8,144
CAMK1B,-0.5728,74,58.08,145
P70S6K,-2.8782,213,57.89,146
NEK3,-3.0555,222,56.76,147
CLK1,-1.1763,103,56.5,148
NEK7,-1.87,154,56.37,149
ICK,-2.1178,172,55.93,150
PBK,-3.7414,253,55.9,151
BRSK1,-2.9852,219,55.86,152
CDK16,-1.9709,163,55.79,153
MAPKAPK3,-1.8101,149,55.43,154
RIPK1,-1.8153,150,55.3,155
PRKD2,-2.0331,168,55.05,156
MNK2,-1.9263,159,54.99,157
HUNK,-1.8952,157,54.81,158
PRPK,-0.173,53,54.68,159
PAK3,-2.315,185,54.53,160
CDK7,-1.2982,114,54.05,161
ALK1,-1.1233,100,53.91,162
CDK9,-1.6554,134,53.33,163
BIKE,-4.2407,272,53.25,164
DRAK1,-1.8683,153,53.17,165
CDK8,-1.6506,133,53.12,166
SRPK1,-1.0657,95,53.12,166
PIM3,-1.1844,106,53.08,168
MTOR,-0.5775,75,52.41,169
CDK19,-2.0643,170,52.15,170
CDK18,-1.87,154,51.79,171
SMG1,-1.6881,136,51.19,172
CDK13,-1.1533,102,51.06,173
NEK6,-2.0219,167,50.94,174
ERK1,-1.7654,145,50.67,175
TGFBR2,-2.1411,174,50.35,176
HIPK4,-0.8524,87,49.92,177
CAMKK2,-3.6613,249,49.7,178
CLK4,-1.4301,122,49.55,179
RAF1,-1.1828,105,49.47,180
MOK,-2.0434,169,49.14,181
RSK3,-2.406,189,49.01,182
MAPKAPK5,-3.17,229,48.87,183
ASK1,-4.8074,288,48.74,184
TTBK2,-2.1641,175,48.68,185
DSTYK,-1.9342,160,48.5,186
ROCK2,-3.6635,250,48.47,187
P70S6KB,-2.0115,166,48.33,188
TSSK3,-3.453,241,47.93,189
AAK1,-5.1529,293,47.78,190
YANK2,-2.1968,176,47.76,191
LKB1,-2.7366,207,47.36,192
HIPK1,-1.1877,108,47.35,193
CDK12,-2.2322,178,47.2,194
PAK1,-2.6412,204,46.9,195
ERK5,-1.1328,101,46.9,195
CRIK,-4.383,277,46.89,197
GSK3A,0.1191,47,46.11,198
CDK14,-2.2023,177,45.93,199
BMPR2,-0.5008,69,45.74,200
PAK6,-3.7831,254,45.73,201
SRPK3,-1.971,164,45.06,202
PKN3,-1.0978,99,44.91,203
PKACG,-3.1021,226,44.64,204
ALPHAK3,-4.0184,265,44.39,205
AURC,-3.6503,248,43.8,206
MAPKAPK2,-2.8239,211,43.7,207
PAK2,-3.0511,221,43.65,208
NIM1,-2.6094,201,43.6,209
PAK5,-4.8729,289,43.18,210
PRKX,-4.3583,276,42.98,211
P38B,-2.3131,184,42.76,212
CAMLCK,-1.1868,107,42.75,213
P38A,-1.8009,148,42.39,214
AURB,-3.7946,255,42.28,215
PRP4,-2.2383,180,41.83,216
MOS,-0.6188,77,41.17,217
CK1A2,-0.9555,89,40.77,218
PKACA,-4.7003,286,40.76,219
NDR1,-2.7752,208,40.44,220
RSK2,-2.4126,190,40.16,221
HIPK2,-2.6254,203,40.11,222
CK1G1,-2.6075,199,38.74,223
CK1E,-1.3355,116,38.54,224
IKKA,-2.6201,202,38.25,225
VRK2,-2.6822,205,37.62,226
TLK1,-3.2731,233,36.81,227
CK1G3,-2.5438,196,36.71,228
HIPK3,-2.3249,186,35.5,229
GSK3B,-0.2108,56,35.22,230
DCAMKL1,-2.9031,217,35.15,231
PKACB,-4.387,278,34.79,232
PAK4,-5.8,305,34.16,233
PDK1,-3.069,223,34.14,234
P38G,-2.8799,214,33.67,235
STLK3,-6.6188,308,33.19,236
SGK3,-3.6952,251,32.47,237
ATR,-0.9924,91,31.91,238
MAK,-3.951,263,31.07,239
RSK4,-3.7993,256,30.88,240
DYRK3,-3.5939,245,30.3,241
BRAF,-3.0871,224,29.6,242
DYRK1B,-3.2867,234,29.3,243
DYRK1A,-3.1871,230,27.68,244
SBK,-4.3233,275,27.55,245
P38D,-3.6289,246,26.37,246
PLK4,-5.3092,297,25.99,247
SGK1,-4.5702,284,25.9,248
JNK3,-2.4366,191,25.78,249
CK1A,-2.5474,197,25.0,250
CAMK2G,-1.7248,142,24.54,251
CHK1,-3.2141,231,24.36,252
FAM20C,-5.3767,299,24.32,253
MSK2,-4.1179,268,22.58,254
CLK2,-3.8892,260,21.44,255
CAMK2D,-3.3622,236,21.27,256
JNK1,-3.2708,232,21.07,257
KIS,-3.854,259,20.38,258
PASK,-4.1267,269,19.83,259
CAMK2A,-3.4916,243,18.37,260
DAPK3,-4.8992,290,18.12,261
PRKD1,-4.1171,267,17.99,262
GRK7,-5.1866,294,17.93,263
CK1G2,-3.4173,239,17.91,264
LATS2,-4.5136,282,17.58,265
NDR2,-4.2645,273,17.57,266
IKKB,-3.4059,238,17.55,267
YANK3,-2.3822,188,17.21,268
BCKDK,-4.0699,266,16.52,269
P90RSK,-3.6315,247,16.06,270
DYRK2,-3.8004,257,15.22,271
BMPR1A,-4.5397,283,14.22,272
MEK2,-5.2061,295,13.56,273
GRK6,-3.0233,220,13.49,274
PLK1,-3.9464,262,13.39,275
GRK2,-1.7233,141,13.05,276
MEK1,-2.5014,194,12.44,277
DAPK2,-1.9528,161,12.42,278
JNK2,-3.4396,240,11.83,279
PDHK1,-2.3639,187,11.12,280
MSK1,-5.4204,300,11.08,281
GRK4,-3.4013,237,10.48,282
CK2A2,-6.4614,306,10.39,283
GRK1,-2.8029,210,9.94,284
LATS1,-4.1614,271,9.57,285
DAPK1,-5.4348,301,9.54,286
TLK2,-4.2721,274,9.06,287
CDC7,-3.1146,227,9.01,288
TBK1,-3.9856,264,7.76,289
CK2A1,-6.7541,309,7.59,290
ATM,-3.9204,261,7.47,291
BMPR1B,-3.5518,244,7.17,292
CK1D,-5.6654,304,7.06,293
PDHK4,-2.1186,173,7.04,294
CAMK2B,-5.4947,302,6.54,295
GRK5,-3.4753,242,5.55,296
PLK2,-6.4705,307,5.33,297
PLK3,-5.273,296,5.32,298
DYRK4,-5.6026,303,5.19,299
MASTL,-3.3156,235,5.06,300
DNAPK,-4.4456,280,4.51,301
ACVR2A,-4.131,270,4.42,302
IKKE,-4.9099,292,3.96,303
ACVR2B,-4.4662,281,2.77,304
GRK3,-4.422,279,1.17,305
AURA,-7.7664,310,1.0,306
ALK2,-5.3164,298,0.59,307
TGFBR1,-4.6112,285,0.59,307
ALK7,-4.9003,291,0.31,309
ALK4,-3.7185,252,0.15,310
