index,Score,Score Rank,Percentile,Percentile Rank
VRK1,-0.3044,45,96.51,1
DMPK1,1.6284,1,95.57,2
LOK,0.3658,21,95.24,3
PKG1,1.4578,2,94.16,4
PBK,-0.0653,36,92.24,5
GAK,-0.3042,44,92.08,6
SMMLCK,0.8645,9,92.0,7
MRCKB,1.2036,5,91.96,8
BIKE,-0.9185,76,91.83,9
AAK1,-0.8338,65,91.68,10
SKMLCK,1.2514,4,91.37,11
ROCK1,0.253,26,91.16,12
DAPK3,0.6173,13,90.87,13
PKG2,1.1297,7,90.65,14
MYLK4,1.1741,6,90.03,15
SMG1,0.4409,18,89.87,16
DAPK1,0.7408,11,89.72,17
HPK1,-0.6538,58,89.53,18
ROCK2,0.185,29,89.12,19
TAO2,-0.7992,62,88.73,20
CHK2,0.5214,15,87.76,21
MRCKA,0.2567,25,87.7,22
AURB,0.274,24,87.67,23
KHS1,-0.839,67,87.4,24
TAO1,-1.6671,119,87.37,25
CAMK1A,0.3206,23,87.2,26
PKACA,0.5505,14,87.11,27
NEK1,-1.1692,91,86.64,28
MST3,-0.3703,48,86.44,29
YSK1,-1.5155,111,86.17,30
TNIK,-0.9875,81,86.07,31
CRIK,-0.3802,49,85.99,32
DCAMKL2,0.2014,27,85.76,33
MYO3B,-1.9219,130,85.56,34
SLK,-1.1536,87,85.25,35
CAMK1D,0.4786,16,85.17,36
VRK2,-1.1549,88,84.98,37
MEK2,-2.1094,147,84.77,38
BUB1,-0.4307,51,84.74,39
EEF2K,-1.3266,99,84.62,40
MEKK6,-2.1428,152,84.55,41
DAPK2,0.7276,12,84.27,42
KHS2,-1.2274,96,84.25,43
CAMLCK,0.8602,10,84.18,44
PIM2,0.3721,20,84.18,44
HGK,-1.2893,97,84.17,46
IRAK4,-0.2612,43,84.05,47
MEKK2,-0.8655,70,83.94,48
CAMK4,-0.0694,37,83.89,49
CAMK1B,0.9256,8,83.86,50
SBK,0.4748,17,83.37,51
PDK1,-0.8953,73,83.19,52
PASK,-0.1715,39,83.16,53
SSTK,-0.4719,52,83.14,54
MYO3A,-2.4738,168,83.05,55
PKN1,-0.9611,79,82.62,56
SGK3,0.1926,28,82.53,57
TSSK2,0.1461,31,82.48,58
PAK6,-0.6553,59,82.12,59
PRKD3,0.142,32,81.73,60
STLK3,-3.6671,247,80.22,61
AKT2,-0.2073,40,80.2,62
AKT1,-0.6015,56,80.01,63
NEK4,-1.4043,103,79.91,64
LRRK2,-1.6181,116,79.91,64
MELK,-0.3659,47,79.09,66
ICK,0.3497,22,79.04,67
AURC,-0.8333,64,78.96,68
ERK5,1.2736,3,78.95,69
SGK1,-0.5375,54,78.86,70
TSSK1,-0.2258,41,78.83,71
CHK1,-0.0845,38,78.76,72
CDKL2,0.4241,19,78.66,73
P70S6KB,0.0424,33,78.65,74
WNK3,-0.4177,50,78.52,75
MINK,-2.0352,143,78.44,76
ASK1,-2.9792,211,77.42,77
MEK1,-1.0308,83,77.11,78
PHKG2,-1.8858,128,77.07,79
P70S6K,-1.2021,95,76.55,80
PKACB,-0.9737,80,76.37,81
IRAK1,-1.564,112,76.11,82
PKACG,-0.8088,63,75.82,83
ERK7,-0.3403,46,75.79,84
TTK,-2.9786,210,75.79,84
NEK5,-1.1729,94,75.3,86
RIPK1,-0.684,60,75.1,87
RIPK2,-2.5999,182,75.0,88
PAK3,-0.9426,78,74.5,89
PKN2,-0.856,69,73.94,90
NIK,0.0285,34,73.9,91
PKR,-0.9963,82,73.87,92
HASPIN,-2.4828,171,73.52,93
ULK3,-1.7907,124,73.48,94
TAK1,-2.5696,180,73.24,95
MEK5,-1.5046,109,73.1,96
DCAMKL1,-0.559,55,72.8,97
PKCE,-1.7728,123,72.54,98
RIPK3,-1.1709,93,72.2,99
AKT3,-2.1886,156,71.98,100
PAK2,-1.36,100,71.87,101
CDKL5,0.1579,30,71.59,102
MAP3K15,-2.1566,153,71.27,103
QIK,-1.3975,102,70.35,104
PAK5,-2.6625,187,70.1,105
MNK1,-1.4811,107,70.05,106
CAMK1G,-1.8046,125,69.78,107
SNRK,-2.4798,169,69.13,108
MOK,0.0138,35,69.02,109
PKCI,-1.9385,132,68.61,110
NEK3,-2.3272,162,68.61,110
PRKX,-2.1581,154,68.6,112
WNK1,-0.761,61,68.45,113
PRKD2,-1.0336,84,68.29,114
AMPKA2,-1.1693,92,67.26,115
MST4,-1.1661,90,67.09,116
LKB1,-1.856,127,66.95,117
RSK2,-0.9367,77,66.88,118
GCK,-2.2248,157,66.58,119
WNK4,-1.5135,110,65.84,120
MAPKAPK3,-1.1253,86,65.48,121
PKCT,-2.3328,163,64.39,122
PAK1,-1.6095,115,64.16,123
HRI,-1.713,120,63.62,124
MEKK3,-1.7378,121,63.32,125
PIM1,-0.9074,74,63.29,126
MSK1,-1.9723,137,62.77,127
PAK4,-3.6816,248,61.55,128
AMPKA1,-1.3745,101,61.48,129
PHKG1,-2.2657,159,61.07,130
P38A,-0.2419,42,60.79,131
AURA,-2.618,185,60.53,132
DRAK1,-1.5734,114,60.34,133
PKCH,-2.3642,165,59.92,134
ATR,-0.4786,53,58.72,135
P38B,-0.8875,72,58.61,136
NEK8,-2.5353,176,58.57,137
NEK11,-2.4935,172,57.86,138
BRAF,-1.9757,139,57.69,139
TSSK4,-1.4358,104,57.12,140
MAK,-1.1644,89,57.05,141
P90RSK,-1.4817,108,56.96,142
BRSK2,-3.0184,213,56.55,143
TAO3,-1.9362,131,56.0,144
MST1,-2.7693,196,55.92,145
CAMK2D,-1.4488,106,55.02,146
CAMKK1,-2.8346,199,54.92,147
CAMKK2,-3.4333,232,54.75,148
MLK2,-1.4462,105,53.98,149
RSK3,-2.1336,150,53.93,150
TLK1,-2.4385,167,53.14,151
NDR1,-2.0645,144,53.1,152
ALPHAK3,-3.6071,243,52.43,153
NEK2,-2.0785,146,52.43,153
MPSK1,-2.1349,151,51.93,155
MARK2,-2.9689,208,51.67,156
OSR1,-4.0728,261,51.53,157
CHAK1,-2.5036,173,51.42,158
PKCD,-1.9699,136,51.37,159
NUAK2,-1.6312,118,50.74,160
IRE2,-2.6012,183,50.62,161
MST2,-3.461,234,50.17,162
PKCB,-2.8255,198,50.15,163
MARK1,-3.3257,229,49.78,164
NUAK1,-2.8743,206,49.11,165
RSK4,-2.7158,191,48.78,166
CLK3,-1.0978,85,48.54,167
QSK,-2.9854,212,47.47,168
ERK2,-1.8265,126,47.38,169
