index,Score,Score Rank,Percentile,Percentile Rank
DMPK1,4.8258,1,99.52,1
DAPK3,3.0089,2,97.89,2
PBK,1.4602,19,97.21,3
SMMLCK,2.1924,7,96.96,4
ROCK2,2.214,6,96.53,5
DAPK1,2.5353,4,96.29,6
MRCKA,2.6881,3,96.27,7
ROCK1,1.9548,9,96.19,8
MRCKB,2.4174,5,95.65,9
CAMLCK,2.1138,8,95.36,10
NEK1,-0.0597,71,95.14,11
HPK1,0.1138,65,94.32,12
GAK,-0.0835,73,94.04,13
SKMLCK,1.9527,10,93.97,14
ASK1,-1.0943,118,93.75,15
PASK,1.7231,14,93.66,16
MYO3B,-0.8414,101,92.94,17
KHS1,-0.0825,72,92.85,18
DAPK2,1.5633,16,92.78,19
CRIK,1.2021,26,92.73,20
YSK1,-0.7155,96,92.7,21
PKACA,1.8631,11,92.69,22
WNK1,1.286,23,92.42,23
MST3,0.292,52,92.17,24
MEKK6,-1.3241,136,92.13,25
NDR1,1.4455,20,91.93,26
TAO2,-0.4978,85,91.6,27
LKB1,-0.1864,77,91.53,28
PKACB,1.742,13,91.52,29
PKACG,1.5579,17,91.41,30
MYLK4,1.3643,22,90.98,31
CAMKK2,-1.103,119,90.89,32
AURB,1.04,29,90.74,33
PIM2,1.3837,21,90.35,34
WNK2,0.9722,31,90.34,35
PAK2,0.8391,35,90.32,36
KHS2,-0.5136,87,90.2,37
AURA,0.5514,47,89.36,38
SGK3,1.2734,24,89.22,39
SGK1,1.4886,18,89.15,40
YANK2,0.0979,67,89.09,41
AURC,0.7517,39,88.85,42
WNK4,0.2486,57,88.83,43
PAK1,0.8406,34,88.75,44
DNAPK,0.6639,43,88.72,45
NIK,0.828,36,88.31,46
MAP3K15,-0.9677,109,88.27,47
MSK1,1.1139,28,88.06,48
ICK,1.7872,12,88.04,49
BRAF,-0.5416,88,87.65,50
PRKX,0.7388,40,87.61,51
TNIK,-0.844,102,87.5,52
MEK2,-1.9143,175,87.47,53
RSK4,1.0,30,87.45,54
MST4,0.4033,49,87.26,55
HGK,-1.0287,114,87.08,56
LRRK2,-1.0743,117,87.08,56
AAK1,-1.7157,163,87.02,58
CAMK1B,1.239,25,86.92,59
PDK1,-0.6078,90,86.88,60
MYO3A,-2.0511,187,86.88,60
MINK,-1.3421,138,86.58,62
AKT3,0.0746,68,86.47,63
GCK,-0.9415,107,85.84,64
PAK3,0.2131,59,85.7,65
PKG2,0.1153,64,85.59,66
PKG1,-1.1323,121,85.13,67
AKT1,0.1852,62,84.96,68
MSK2,0.2329,58,84.82,69
BIKE,-1.938,177,84.79,70
TTK,-2.2017,193,84.61,71
P70S6KB,0.6861,42,84.42,72
RSK2,0.8228,37,84.4,73
PAK5,-0.8506,103,84.39,74
DCAMKL1,0.569,45,84.19,75
AKT2,0.3861,50,83.88,76
PIM1,0.7971,38,83.79,77
CAMK1G,-0.3325,82,83.48,78
CAMK1D,0.1067,66,83.09,79
TAO1,-2.1264,191,82.88,80
PKCI,-0.669,94,82.81,81
CDKL2,0.8924,32,82.41,82
MEK5,-1.1358,122,82.35,83
MAK,1.6754,15,81.94,84
PAK4,-1.4642,146,81.91,85
YANK3,0.27,55,81.87,86
LOK,-1.2958,134,81.68,87
PKCE,-0.8285,100,81.55,88
P90RSK,0.2753,54,81.28,89
MPSK1,-0.3032,81,80.57,90
MEKK3,-0.9409,106,80.37,91
PAK6,-0.9602,108,79.69,92
NEK4,-1.4361,144,79.47,93
RSK3,-0.2054,78,79.44,94
MOK,1.1143,27,79.3,95
PKCT,-1.0052,112,79.21,96
ALPHAK3,-1.8691,173,79.1,97
TAO3,-0.7959,99,78.88,98
NEK3,-1.6439,154,78.68,99
MEK1,-1.0017,111,78.07,100
MST1,-1.5553,152,77.88,101
PKCD,-0.3769,83,77.13,102
CAMK2G,0.0578,69,76.76,103
CK1A2,0.1963,61,76.71,104
CLK4,0.6218,44,75.86,105
DCAMKL2,-0.8598,104,75.77,106
CAMKK1,-1.8038,167,75.68,107
MNK2,-0.5444,89,74.88,108
P70S6K,-1.3984,140,74.85,109
CDKL5,0.3764,51,74.55,110
SBK,-0.773,98,74.54,111
MNK1,-1.1945,127,73.54,112
DRAK1,-0.9718,110,73.28,113
HASPIN,-2.5055,214,73.21,114
CAMK1A,-1.9429,178,73.16,115
QIK,-1.2054,129,72.98,116
AMPKA1,-0.6305,92,72.8,117
ULK3,-1.8457,169,72.72,118
CDKL1,0.2127,60,72.32,119
CLK2,0.5591,46,72.11,120
CLK3,0.2665,56,71.87,121
EEF2K,-2.3502,203,71.38,122
NDR2,-0.5069,86,70.99,123
MARK4,-1.0159,113,70.16,124
PKCH,-1.6687,157,69.64,125
MEKK2,-1.5936,153,69.47,126
PKN2,-1.1964,128,69.34,127
PKR,-1.186,125,69.23,128
CAMK4,-1.5419,151,69.22,129
NEK11,-2.0311,185,68.84,130
AMPKA2,-1.0589,115,68.7,131
DYRK3,0.2796,53,68.56,132
PKCG,-1.6573,155,68.16,133
ATR,-0.2834,79,67.86,134
P38A,0.873,33,67.85,135
CAMK2D,-0.7199,97,67.55,136
HIPK3,0.7041,41,67.41,137
NIM1,-1.434,143,66.56,138
TAK1,-2.9349,227,66.19,139
MARK1,-2.2198,196,65.99,140
MELK,-1.4915,147,65.77,141
IRAK4,-1.7366,164,65.33,142
RIPK1,-1.273,132,65.22,143
CAMK2A,-0.6256,91,64.83,144
P38B,0.1191,63,64.61,145
PKCA,-1.704,161,64.49,146
VRK1,-3.1578,235,64.17,147
PKN1,-2.8922,225,64.15,148
TSSK3,-2.12,190,64.09,149
LATS2,-1.4375,145,64.0,150
NEK5,-1.7568,166,63.66,151
PKCB,-1.9513,180,63.42,152
WNK3,-1.3281,137,63.23,153
VRK2,-2.0498,186,63.22,154
MARK3,-2.4424,209,63.11,155
HIPK1,0.4395,48,62.97,156
PIM3,-0.6926,95,62.93,157
CDK10,-1.0647,116,62.66,158
ZAK,-2.2235,197,62.45,159
TSSK4,-1.1161,120,62.33,160
MEKK1,-1.8566,170,62.29,161
CDK16,-1.1497,123,62.27,162
MARK2,-2.3347,201,61.83,163
PLK4,-3.0823,230,61.59,164
CDK14,-0.6551,93,61.55,165
DYRK1B,-0.1444,75,61.25,166
SIK,-2.4109,208,61.24,167
PHKG2,-3.4976,256,60.2,168
ERK5,-0.1584,76,59.97,169
SSTK,-2.7053,221,59.53,170
IRAK1,-2.6422,217,59.52,171
NEK2,-1.6763,159,58.94,172
DYRK4,-0.4582,84,58.34,173
STK33,-2.8107,224,57.58,174
CHK2,-3.0978,231,57.33,175
SNRK,-3.3346,246,57.18,176
PKCZ,-2.014,184,55.97,177
QSK,-2.4868,212,55.65,178
CLK1,-1.2451,131,55.64,179
SRPK2,-1.503,148,55.08,180
CAMK2B,-1.5365,150,54.94,181
MST2,-3.2375,240,54.91,182
RIPK3,-2.2025,194,54.43,183
PRKD3,-2.1682,192,54.26,184
SLK,-3.2449,241,54.13,185
STLK3,-5.4878,301,53.98,186
TSSK2,-1.9519,181,53.61,187
CDK18,-1.6923,160,53.54,188
IRE2,-2.4543,210,53.29,189
CDK17,-2.2512,198,53.18,190
RIPK2,-4.0328,277,52.4,191
FAM20C,-3.3628,247,52.26,192
LATS1,-1.2197,130,52.01,193
BRSK2,-3.3908,248,51.1,194
BRSK1,-3.3246,245,50.66,195
HIPK2,-1.527,149,50.48,196
BUB1,-3.4334,251,49.69,197
RAF1,-1.1867,126,49.36,198
TSSK1,-2.3746,205,49.23,199
ERK7,-2.6933,219,48.29,200
DYRK2,-1.1707,124,48.1,201
MAPKAPK5,-3.2487,242,47.56,202
NEK8,-3.0719,229,47.02,203
ERK2,-1.8607,171,46.77,204
CK2A2,-4.3004,287,46.26,205
JNK2,-1.6662,156,45.47,206
OSR1,-4.4134,289,45.28,207
ANKRD3,-1.9113,174,44.53,208
PRPK,-0.301,80,43.92,209
DYRK1A,-1.949,179,43.77,210
GSK3A,0.0141,70,43.68,211
NUAK2,-1.9817,182,43.53,212
HUNK,-2.4055,207,43.4,213
ALK2,-2.3457,202,43.36,214
CDK3,-4.4519,290,43.24,215
SRPK3,-2.0796,189,43.12,216
ERK1,-2.363,204,42.79,217
MASTL,-1.7107,162,42.15,218
CHK1,-2.2644,200,41.7,219
SRPK1,-1.8641,172,41.68,220
