index,Score,Score Rank,Percentile,Percentile Rank
GRK1,2.6978,4,98.79,1
GRK4,3.2071,2,98.53,2
FAM20C,4.3495,1,97.36,3
PLK3,2.4187,5,96.8,4
PLK2,2.9827,3,96.56,5
PLK1,1.9026,8,96.5,6
IKKE,1.4036,13,96.17,7
BMPR2,0.8156,24,95.28,8
TGFBR1,2.3457,6,94.15,9
TGFBR2,0.8956,22,93.89,10
ACVR2A,1.8788,10,93.77,11
GRK5,1.8889,9,93.36,12
PDHK1,0.5259,29,93.15,13
IKKB,1.1337,19,92.79,14
ALK2,1.5873,11,92.57,15
GRK7,1.2976,15,92.25,16
CAMK2G,1.2681,16,91.54,17
TBK1,0.8128,25,91.46,18
CAMK2B,2.1209,7,91.33,19
CK1D,1.1969,17,90.72,20
BMPR1A,1.3623,14,90.5,21
BCKDK,-0.1004,37,90.1,22
GRK3,1.1636,18,89.91,23
ACVR2B,1.1112,20,89.61,24
BMPR1B,1.5406,12,89.18,25
PLK4,-0.8564,51,88.33,26
ALK1,0.6931,26,87.38,27
ALK4,0.185,30,85.99,28
PDHK4,0.1102,32,85.18,29
GRK6,0.8683,23,84.99,30
CK2A2,-0.0636,34,84.54,31
CAMK2D,0.5278,28,83.74,32
ALK7,0.899,21,83.43,33
CK2A1,-0.4034,43,83.16,34
TLK2,-0.0763,35,83.16,34
DSTYK,0.1245,31,82.8,36
TTBK1,-1.0115,53,82.39,37
CK1G3,-0.1693,38,82.19,38
TLK1,-0.7858,50,81.27,39
DLK,-0.2158,41,81.1,40
CAMK2A,0.5576,27,79.16,41
IKKA,-0.3901,42,79.09,42
TTBK2,-0.4471,44,78.47,43
VRK2,-1.5594,70,76.87,44
ANKRD3,-0.6774,49,76.71,45
CK1G2,-0.6599,48,75.88,46
ALPHAK3,-2.2516,96,74.42,47
YANK3,-0.1738,39,74.21,48
MARK1,-1.6499,74,73.01,49
NEK7,-1.0435,54,72.55,50
YSK4,-1.3904,63,71.99,51
GRK2,-0.0987,36,71.19,52
COT,0.0858,33,67.37,53
MARK2,-2.0233,86,66.42,54
