index,Score,Score Rank,Percentile,Percentile Rank
PLK1,2.4186,1,98.08,1
TTBK1,1.0775,15,97.49,2
TGFBR2,1.7276,5,97.08,3
TTBK2,1.1667,13,96.65,4
GRK4,2.2133,2,96.12,5
PDHK1,0.8523,18,96.11,6
GRK1,1.8046,4,96.05,7
IKKE,1.3759,9,96.02,8
BMPR2,0.7565,22,94.54,9
TLK1,0.6838,23,94.26,10
ACVR2A,1.9441,3,94.07,11
PLK3,1.5921,7,93.6,12
PLK2,1.6304,6,92.51,13
CK1D,1.5142,8,92.47,14
HRI,0.071,33,92.17,15
GRK7,1.1798,12,91.76,16
TLK2,0.786,20,91.71,17
PERK,-0.0644,40,91.44,18
TBK1,0.7913,19,91.31,19
BCKDK,0.0266,36,91.18,20
ULK1,-0.313,44,90.75,21
GRK5,1.2995,10,89.91,22
CK1G3,0.6197,25,89.79,23
DSTYK,0.758,21,89.61,24
ANKRD3,0.0388,35,89.28,25
GRK3,1.0789,14,89.15,26
ACVR2B,0.991,16,88.8,27
TGFBR1,1.2141,11,88.36,28
ALK4,0.3614,29,87.81,29
IKKB,0.6339,24,87.63,30
ULK2,-0.0225,38,87.46,31
PLK4,-1.0335,61,86.85,32
NEK7,-0.1483,43,86.04,33
YSK4,-0.4881,48,85.84,34
CK1G1,-0.0084,37,85.48,35
BMPR1B,0.975,17,85.47,36
BMPR1A,0.412,28,85.24,37
ALK2,0.3411,30,85.16,38
STLK3,-3.3875,164,83.34,39
IKKA,-0.1157,42,83.01,40
ALK1,0.1886,31,82.33,41
GRK6,0.606,26,82.1,42
FAM20C,-0.6369,52,81.8,43
SMG1,-0.7769,55,81.4,44
MLK1,-0.4486,45,80.36,45
MEKK3,-0.972,57,79.74,46
VRK2,-1.4329,76,79.69,47
MEKK2,-1.1471,67,79.06,48
TTK,-2.7344,129,78.89,49
MST2,-1.9549,100,78.79,50
VRK1,-2.3541,115,78.5,51
RIPK2,-2.3448,114,78.12,52
GRK2,0.1289,32,77.11,53
CK2A2,-1.349,73,76.98,54
MLK4,-1.4431,77,76.11,55
BRSK1,-1.4124,75,75.57,56
MEK1,-1.0802,63,75.28,57
ULK3,-1.6708,86,75.13,58
CK2A1,-1.7804,91,74.85,59
DLK,-0.469,46,74.78,60
NEK9,-0.6029,51,74.63,61
GCN2,-1.0542,62,74.12,62
BRSK2,-1.6594,85,74.04,63
CAMK2G,-0.1027,41,73.78,64
MEK2,-2.7253,126,73.52,65
ALK7,0.0605,34,72.38,66
MARK1,-1.7128,88,72.3,67
GSK3B,0.6012,27,72.27,68
MLK3,-1.2215,69,70.25,69
IRAK1,-1.9801,102,70.01,70
HUNK,-1.2387,70,69.07,71
CAMK2B,-0.4735,47,69.02,72
MEKK1,-1.5874,83,68.74,73
RIPK3,-1.3967,74,68.46,74
MARK2,-1.9255,98,67.78,75
CAMK2D,-0.714,53,67.66,76
CK1G2,-1.2001,68,66.75,77
ZAK,-2.054,103,66.11,78
COT,-0.0452,39,64.54,79
CAMKK1,-2.4298,118,63.33,80
MARK3,-2.5573,121,61.51,81
PDHK4,-0.5406,49,61.37,82
NEK6,-1.5163,80,60.81,83
NEK2,-1.6059,84,60.13,84
MARK4,-1.5712,82,60.06,85
SRPK3,-1.1125,66,59.68,86
BRAF,-1.8974,94,59.63,87
PKG1,-4.6745,240,59.47,88
EEF2K,-3.0315,142,58.45,89
CDC7,-1.0118,59,57.44,90
PKG2,-2.8544,134,56.68,91
NIM1,-1.9567,101,56.66,92
NEK11,-2.5953,123,55.3,93
YANK3,-0.974,58,54.95,94
TAK1,-3.484,170,54.62,95
ASK1,-4.5423,234,54.45,96
ATM,-1.5287,81,53.68,97
RSK3,-2.3252,113,50.53,98
MINK,-3.6238,174,50.5,99
RSK2,-1.9253,97,50.02,100
RIPK1,-2.1098,105,49.54,101
CK1A2,-0.7298,54,49.01,102
MAPKAPK5,-3.1735,155,48.81,103
OSR1,-4.2357,217,48.56,104
PKR,-1.9121,95,48.26,105
P90RSK,-1.9217,96,48.25,106
PKCA,-2.7459,131,48.21,107
SNRK,-3.9971,203,47.32,108
JNK1,-1.7737,90,47.23,109
JNK3,-1.4764,79,47.18,110
SSTK,-3.6564,177,47.01,111
QSK,-3.0311,141,46.69,112
SKMLCK,-3.393,165,46.51,113
MAPKAPK3,-2.3953,116,46.28,114
CK1E,-1.0963,65,45.51,115
PKACA,-4.4243,230,44.96,116
PKCD,-2.3213,112,44.75,117
CAMK2A,-1.8843,93,44.2,118
QIK,-3.0972,146,44.05,119
CK1A,-1.682,87,43.82,120
LATS2,-2.7259,127,43.12,121
KIS,-2.2407,108,43.04,122
PRKD1,-2.2619,111,43.03,123
NEK4,-3.5879,173,42.88,124
MSK1,-3.2293,156,42.84,125
ALPHAK3,-4.1023,209,42.74,126
NEK3,-3.9093,194,42.45,127
PHKG2,-4.9678,252,42.33,128
AURA,-3.683,180,42.1,129
RAF1,-1.4579,78,41.94,130
MNK2,-2.7313,128,41.84,131
MEK5,-2.4536,119,41.56,132
MSK2,-3.1182,149,41.19,133
HGK,-3.6621,178,41.03,134
WNK3,-2.4903,120,40.96,135
STK33,-3.8194,187,40.38,136
TSSK1,-2.9546,138,40.18,137
PIM3,-1.7901,92,40.12,138
PAK4,-5.3446,263,39.99,139
AURB,-3.9407,197,39.9,140
MAPKAPK2,-3.1394,152,39.34,141
PAK3,-3.2556,158,39.09,142
CHAK1,-3.2876,160,39.03,143
P70S6KB,-2.4157,117,38.91,144
BIKE,-4.8294,246,38.91,144
IRE1,-3.1331,150,38.77,146
PKACB,-4.1404,212,38.6,147
YANK2,-2.6174,124,38.46,148
NEK8,-3.4774,168,38.41,149
TSSK2,-2.932,137,38.33,150
PKN2,-3.0996,147,38.32,151
SRPK1,-2.1303,106,37.69,152
MYLK4,-3.5367,172,37.65,153
CAMKK2,-4.2444,218,37.61,154
LOK,-4.0569,205,37.5,155
SMMLCK,-3.2682,159,36.92,156
CAMLCK,-1.312,71,36.68,157
NEK5,-3.0565,144,36.35,158
SGK3,-3.4697,167,35.93,159
SIK,-4.0773,207,35.76,160
PKCT,-4.5181,232,35.25,161
PHKG1,-4.0284,204,35.0,162
MEKK6,-5.0386,256,34.92,163
PKACG,-3.7068,182,34.8,164
ATR,-0.9397,56,34.72,165
MLK2,-2.2553,110,34.41,166
CHK2,-4.6994,241,33.98,167
DAPK3,-4.0691,206,33.8,168
YSK1,-5.001,254,33.5,169
PAK2,-3.6316,175,33.22,170
PAK6,-4.6683,239,33.08,171
IRE2,-3.6415,176,32.91,172
CLK1,-3.1383,151,32.67,173
IRAK4,-3.9764,200,32.37,174
CAMK1D,-4.3083,226,32.28,175
PAK1,-3.4833,169,32.24,176
CAMK4,-3.9046,193,31.99,177
PKCH,-4.158,214,31.97,178
PAK5,-5.7717,278,31.66,179
MST4,-3.2387,157,30.8,180
TNIK,-4.2147,216,30.45,181
P38B,-2.9777,140,30.4,182
MASTL,-2.0677,104,30.0,183
CAMK1B,-1.3246,72,29.95,184
DRAK1,-2.8575,135,29.94,185
PRKD3,-3.6747,179,29.67,186
CAMK1A,-5.5387,269,29.42,187
DNAPK,-2.6448,125,28.77,188
DAPK1,-4.2502,219,28.67,189
PRKD2,-3.9183,196,28.6,190
SLK,-4.7067,242,28.58,191
PKCB,-4.2658,222,28.56,192
CHAK2,-2.8094,133,28.4,193
NUAK2,-2.7608,132,28.19,194
CDK8,-3.1486,154,27.9,195
AMPKA1,-3.3408,162,27.86,196
CLK4,-3.0486,143,27.84,197
AAK1,-6.451,293,27.25,198
MAP3K15,-4.3333,229,27.24,199
P70S6K,-4.8416,247,27.03,200
TAO1,-5.7084,273,26.43,201
PKCE,-5.3517,264,26.1,202
ROCK1,-6.1011,287,25.72,203
PKCG,-4.5319,233,25.69,204
AURC,-4.9142,250,25.29,205
TSSK4,-3.3455,163,25.29,205
