index,Score,Score Rank,Percentile,Percentile Rank
CAMK2G,2.48,3,97.97,1
AURA,2.3699,6,94.88,2
AURC,2.4721,4,94.57,3
MSK1,2.6623,2,94.41,4
HUNK,0.6909,24,94.38,5
PRKX,2.4266,5,93.79,6
CK2A1,2.6738,1,93.45,7
AURB,1.7005,8,92.92,8
GSK3B,1.3541,11,92.48,9
CK2A2,2.0733,7,91.86,10
CDC7,1.1407,14,91.81,11
DAPK1,1.0133,20,91.08,12
PKACA,1.2574,12,90.39,13
MYLK4,1.1332,15,89.82,14
PKACB,1.1799,13,89.19,15
MSK2,1.1,17,88.83,16
CAMK2A,1.6574,9,88.46,17
CAMK1B,1.3878,10,88.23,18
PAK6,0.2376,31,87.87,19
GRK6,1.111,16,87.41,20
GRK1,0.6432,25,86.53,21
LATS1,1.0311,19,85.58,22
ALK2,0.3761,27,85.42,23
YANK3,0.523,26,85.29,24
DAPK3,-0.3362,45,85.08,25
DAPK2,0.7849,23,84.87,26
CAMLCK,0.8889,21,84.45,27
CAMKK1,-1.2915,83,83.95,28
SSTK,-0.4083,51,83.63,29
PAK1,-0.0471,37,82.56,30
CAMK2B,0.8221,22,82.49,31
SKMLCK,-0.3955,50,81.95,32
SMMLCK,-0.5798,61,81.9,33
PAK4,-1.5477,95,81.39,34
PKACG,-0.2498,43,80.72,35
TSSK2,-0.0657,39,80.18,36
RSK2,0.2472,30,80.06,37
PAK2,-0.6405,62,80.05,38
MEK1,-0.9615,73,79.42,39
WNK2,-0.0486,38,79.4,40
CAMK2D,0.1168,32,79.21,41
CAMKK2,-2.2646,131,78.44,42
MNK2,-0.2568,44,78.25,43
PAK5,-1.8457,111,77.41,44
CK1D,-0.4428,55,77.31,45
CAMK4,-0.8603,70,76.99,46
PKG1,-2.6879,149,76.6,47
DMPK1,-1.9595,115,76.22,48
TSSK4,-0.1355,41,76.19,49
GRK5,-0.002,35,76.17,50
PLK3,-0.496,57,75.69,51
RSK4,-0.6539,63,75.47,52
CAMK1G,-1.3376,87,74.87,53
LATS2,-0.6716,64,74.68,54
CK1A2,0.0806,34,74.04,55
PIM1,-0.175,42,74.04,55
NDR2,-0.3602,48,72.99,57
PAK3,-1.093,78,72.72,58
MOS,0.2767,28,72.7,59
MRCKB,-1.8616,112,72.28,60
FAM20C,-1.797,108,72.21,61
WNK1,-0.5245,58,72.15,62
PRKD2,-0.7645,68,71.49,63
MEK2,-2.8438,157,70.97,64
PKG2,-1.7204,103,70.93,65
TGFBR1,-0.349,47,70.91,66
WNK3,-0.9109,72,70.62,67
AKT2,-1.3334,85,70.46,68
MARK4,-1.0008,74,70.4,69
HASPIN,-2.7171,150,70.12,70
QSK,-1.4951,94,69.91,71
ALK1,-0.5427,59,69.77,72
CLK3,0.1066,33,69.46,73
CAMK1D,-1.6496,101,69.16,74
CLK2,0.2654,29,69.11,75
ALK7,-0.1311,40,69.08,76
NDR1,-1.0575,76,69.07,77
BRSK1,-2.0155,120,68.79,78
P70S6KB,-0.8219,69,68.73,79
PDHK4,-0.3753,49,68.67,80
MRCKA,-2.1599,126,68.39,81
CLK4,-0.0338,36,68.21,82
PLK2,-1.593,99,67.64,83
MNK1,-1.6871,102,67.46,84
GSK3A,1.078,18,66.54,85
MARK1,-2.1803,127,66.53,86
SGK1,-2.0021,119,66.45,87
CK1E,-0.4143,52,66.25,88
DNAPK,-1.0629,77,65.68,89
PASK,-1.7295,106,65.5,90
ATR,-0.3386,46,65.43,91
ACVR2B,-1.2163,82,64.88,92
BMPR1B,-0.8957,71,64.47,93
ACVR2A,-1.2046,80,64.32,94
PIM2,-1.5512,97,64.19,95
AKT3,-3.0234,166,63.87,96
AKT1,-2.329,134,63.68,97
GRK3,-0.6859,65,62.86,98
ATM,-1.1259,79,62.64,99
SGK3,-1.7594,107,62.31,100
BMPR1A,-1.9602,116,62.1,101
CAMK1A,-3.072,173,61.89,102
RAF1,-0.7495,67,61.7,103
CK1G3,-1.4412,93,61.62,104
NIK,-0.4379,54,60.8,105
MARK3,-2.6131,144,60.68,106
ROCK1,-3.5175,195,60.61,107
GRK2,-0.457,56,59.91,108
MARK2,-2.4793,139,59.53,109
GRK4,-1.0113,75,59.41,110
P90RSK,-1.3739,90,59.03,111
SBK,-2.1482,125,58.75,112
SNRK,-3.2341,181,58.7,113
RSK3,-1.8644,113,58.61,114
DYRK4,-0.4282,53,58.61,114
GAK,-2.6786,147,58.46,116
PRKD3,-1.9886,118,57.05,117
TSSK1,-1.8704,114,57.02,118
BIKE,-4.0784,210,56.88,119
DRAK1,-1.7283,105,56.66,120
PRKD1,-1.4201,91,55.89,121
ROCK2,-3.2966,186,54.1,122
CRIK,-3.9327,205,53.28,123
TSSK3,-3.0577,170,52.84,124
IKKB,-1.3681,89,52.73,125
PIM3,-1.2096,81,52.62,126
MAPKAPK5,-2.9653,165,52.37,127
RIPK1,-1.9792,117,52.08,128
MAPKAPK2,-2.2346,130,51.92,129
NIM1,-2.2154,128,51.61,130
DYRK3,-1.5493,96,51.22,131
QIK,-2.6821,148,50.84,132
DSTYK,-1.8124,109,50.82,133
P70S6K,-3.4189,194,49.73,134
CLK1,-1.7229,104,49.71,135
SRPK1,-1.3239,84,49.47,136
TAK1,-3.75,201,48.9,137
PBK,-4.2194,217,48.76,138
WNK4,-2.5768,143,47.56,139
CDK12,-2.2195,129,47.38,140
BRAF,-2.3786,136,47.1,141
PLK1,-2.1092,122,45.79,142
CDK13,-1.4404,92,45.46,143
CHK1,-2.1183,124,44.65,144
SIK,-3.5716,198,43.68,145
MST4,-2.5291,142,43.29,146
PKR,-2.0751,121,43.26,147
LKB1,-2.9302,162,43.0,148
AMPKA1,-2.461,138,42.94,149
ALK4,-1.3606,88,42.91,150
RIPK2,-4.5661,232,42.9,151
GRK7,-3.5954,199,42.77,152
AMPKA2,-2.8037,156,41.86,153
BMPR2,-0.551,60,41.81,154
MAPKAPK3,-2.7202,151,41.18,155
SRPK2,-2.4057,137,40.69,156
CDKL2,-2.2803,133,39.51,157
BCKDK,-2.9191,161,38.81,158
IRAK1,-3.954,206,38.29,159
BRSK2,-4.2954,219,37.92,160
MAK,-3.2569,183,37.71,161
ICK,-4.0247,208,37.46,162
DYRK1B,-2.6332,146,37.28,163
DYRK2,-2.1107,123,36.94,164
VRK2,-2.7216,152,35.92,165
STK33,-4.0948,213,35.71,166
MPSK1,-3.0324,167,35.58,167
GCN2,-3.1135,178,35.51,168
PDHK1,-1.5521,98,35.4,169
PKN2,-3.2741,185,35.29,170
RIPK3,-3.321,190,35.13,171
BUB1,-4.5392,230,34.61,172
DYRK1A,-2.7293,153,34.18,173
MEKK3,-2.8542,159,34.11,174
NEK2,-3.2138,180,33.77,175
IKKA,-2.8838,160,33.35,176
HIPK2,-3.3053,188,33.1,177
