index,Score,Score Rank,Percentile,Percentile Rank
BRAF,2.5538,2,99.96,1
LKB1,1.8781,3,99.43,2
DMPK1,2.807,1,97.89,3
NEK1,0.6567,13,97.77,4
MEK2,-0.4721,53,97.69,5
CAMKK2,0.0175,28,97.01,6
SMMLCK,1.6632,5,95.41,7
DAPK3,1.7286,4,95.22,8
PBK,0.6357,14,95.13,9
ASK1,-0.8225,79,95.06,10
MEKK6,-0.8774,83,94.79,11
GAK,-0.0965,34,93.91,12
NEK3,-0.1733,40,93.58,13
MYO3B,-0.7485,71,93.43,14
ULK3,0.357,20,93.29,15
HPK1,-0.1502,35,92.95,16
NEK4,-0.3091,48,92.35,17
CAMKK1,-0.5095,56,92.09,18
DAPK1,1.2222,8,92.05,19
DAPK2,1.4468,6,91.71,20
YSK1,-0.9564,90,91.06,21
LRRK2,-0.7074,68,90.78,22
ATR,0.548,17,90.7,23
MRCKA,0.8394,12,90.53,24
DNAPK,0.8887,11,90.41,25
ROCK1,0.004,29,90.06,26
MRCKB,0.4973,18,88.97,27
CAMLCK,1.2924,7,88.72,28
KHS1,-0.759,72,88.14,29
MEK1,-0.6352,64,88.0,30
MINK,-1.2187,104,87.73,31
ROCK2,-0.0737,32,87.65,32
HGK,-1.0951,96,86.38,33
MAP3K15,-1.155,99,86.13,34
RIPK2,-1.6113,128,85.93,35
PDK1,-0.7136,69,85.55,36
SKMLCK,0.1232,25,85.49,37
KHS2,-1.2107,103,84.43,38
CAMK2G,0.5532,16,84.36,39
MEK5,-1.0601,95,84.01,40
ICK,1.0253,10,83.75,41
AURB,-0.427,51,83.69,42
NEK8,-1.1919,101,83.01,43
MST3,-0.6765,66,82.87,44
MYO3A,-2.4972,174,82.82,45
MPSK1,-0.1514,36,82.27,46
WNK1,0.2033,24,82.03,47
AURA,-0.7957,74,81.9,48
MYLK4,-0.2678,43,81.61,49
WNK4,-0.4513,52,81.46,50
PKACA,-0.5582,60,81.45,51
PAK2,-0.5087,55,81.26,52
TAK1,-2.1223,154,80.36,53
NEK2,-0.2774,44,80.31,54
PASK,-0.5387,58,80.11,55
MSK1,-0.2977,46,79.95,56
PIM2,-0.158,38,79.93,57
CRIK,-1.3568,109,79.88,58
PKCI,-0.992,93,79.64,59
TAO2,-1.4594,113,79.5,60
AAK1,-2.7191,195,79.5,60
RAF1,-0.015,31,79.31,62
YANK2,-0.6334,63,78.94,63
NEK5,-0.977,92,78.89,64
BIKE,-2.6609,189,78.41,65
MSK2,-0.7205,70,78.35,66
YANK3,0.0493,27,78.35,66
STK33,-1.4798,114,78.15,68
GCK,-1.5358,121,78.1,69
NEK11,-1.5608,124,78.05,70
MAK,1.1269,9,77.96,71
PKG1,-2.558,183,77.47,72
AKT1,-0.9929,94,77.08,73
TNIK,-1.7206,133,77.07,74
PKACB,-0.8899,85,77.0,75
PAK5,-1.9117,143,76.87,76
MEKK3,-1.1283,98,76.76,77
SGK1,-0.8497,81,76.72,78
PAK4,-2.1956,159,76.53,79
DRAK1,-0.8138,75,76.2,80
PKACG,-0.8144,76,75.77,81
WNK2,-0.3065,47,75.63,82
PAK3,-0.8571,82,75.52,83
CAMK1B,0.2125,23,75.36,84
SGK3,-0.6588,65,75.3,85
NDR1,-0.6067,62,75.06,86
MST4,-0.7041,67,74.15,87
TTK,-3.115,226,74.08,88
MOK,0.4153,19,73.0,89
CAMK1G,-1.534,120,72.87,90
CAMK2D,-0.3726,50,72.75,91
AKT3,-2.132,156,72.49,92
CDKL2,-0.1873,41,72.36,93
PAK6,-1.767,138,71.97,94
RIPK1,-0.8922,86,71.77,95
AURC,-1.6079,127,71.62,96
PAK1,-1.0968,97,71.61,97
AKT2,-1.2375,105,71.52,98
NIK,-0.0814,33,71.21,99
PKG2,-1.6956,131,71.21,99
MEKK1,-1.5099,118,70.53,101
TAO1,-3.0888,224,70.17,102
P70S6KB,-0.7885,73,69.15,103
RSK4,-1.2843,106,69.06,104
QIK,-1.5033,117,68.97,105
RSK2,-0.8163,77,68.53,106
VRK2,-1.8893,142,68.14,107
P90RSK,-0.8464,80,68.02,108
PRKX,-2.2827,163,67.49,109
PKCT,-2.1291,155,66.9,110
CK1A2,-0.1956,42,66.69,111
CLK4,-0.1536,37,66.6,112
P38A,0.601,15,66.28,113
PKCE,-2.3368,166,65.9,114
DYRK3,-0.0065,30,65.52,115
P38B,0.2848,22,65.38,116
CDKL1,-0.1627,39,65.28,117
EEF2K,-2.708,194,64.92,118
PKR,-1.374,111,64.09,119
VRK1,-3.163,227,64.06,120
HIPK3,0.3087,21,63.7,121
ERK5,0.1145,26,63.47,122
LOK,-2.5423,181,63.47,122
P70S6K,-2.4705,173,63.4,124
RSK3,-1.5898,125,62.94,125
IRAK1,-2.4491,172,62.62,126
PINK1,-0.9279,88,62.54,127
ZAK,-2.2327,161,62.26,128
MARK1,-2.5126,177,61.94,129
CDKL5,-0.5252,57,61.4,130
SBK,-2.0284,151,60.37,131
MST1,-2.5673,184,60.11,132
PKCD,-1.4801,115,60.04,133
SMG1,-1.5014,116,59.96,134
HASPIN,-3.3493,234,59.95,135
ANKRD3,-1.36,110,59.86,136
MARK4,-1.6014,126,59.52,137
MEKK2,-2.0099,148,59.41,138
DSTYK,-1.3876,112,58.79,139
CLK3,-0.5398,59,58.69,140
DYRK4,-0.4808,54,58.13,141
NIM1,-1.8837,141,58.04,142
ALK2,-1.7305,135,57.24,143
FAM20C,-3.0204,220,57.18,144
CDK10,-1.7722,139,56.7,145
IRAK4,-2.3138,164,56.62,146
HIPK1,-0.2942,45,56.3,147
DCAMKL1,-1.6955,130,55.8,148
DCAMKL2,-2.173,158,55.4,149
STLK3,-5.4093,298,55.36,150
CDK14,-1.3178,108,55.36,150
HUNK,-1.9205,144,54.27,152
PKCH,-2.7306,197,54.27,152
PKCG,-2.6147,185,54.19,154
PKN1,-3.6964,255,53.92,155
SNRK,-3.5796,248,53.6,156
MARK2,-2.895,204,52.9,157
ALPHAK3,-3.5823,249,52.88,158
PLK4,-3.6227,253,52.82,159
DYRK1B,-1.1699,100,52.51,160
MAPKAPK5,-2.9703,213,52.29,161
PIM1,-1.5129,119,52.26,162
CAMK1D,-3.0068,218,51.8,163
PLK3,-2.0197,150,51.73,164
PKCA,-2.5445,182,51.43,165
BCKDK,-2.4286,171,50.76,166
DYRK2,-0.9563,89,50.34,167
MST2,-3.4588,242,50.21,168
CAMK2A,-1.5563,123,49.83,169
PKN2,-2.4209,169,49.81,170
MARK3,-3.3049,232,49.74,171
PDHK1,-1.2078,102,49.69,172
MNK1,-2.9645,211,49.34,173
ERK7,-2.6316,186,49.18,174
ATM,-1.7471,136,48.45,175
WNK3,-2.1049,153,48.41,176
QSK,-2.9535,209,47.99,177
SIK,-3.3588,235,47.13,178
CAMK4,-2.9882,217,46.94,179
TAO3,-2.3291,165,46.86,180
MTOR,-0.8203,78,46.57,181
CK2A2,-4.2864,273,46.49,182
CDK16,-2.8993,205,46.03,183
RIPK3,-2.6844,192,45.88,184
PHKG2,-4.6955,280,45.81,185
PKCZ,-2.6404,187,45.79,186
NEK9,-2.0126,149,45.62,187
MNK2,-2.5038,176,45.57,188
ERK2,-1.9755,147,44.9,189
CAMK1A,-4.4109,277,44.88,190
CLK1,-2.1541,157,44.43,191
CK1G3,-2.214,160,44.4,192
CDK17,-2.9019,207,44.39,193
JNK2,-1.7281,134,44.24,194
MELK,-2.982,216,44.16,195
ERK1,-2.3473,167,43.01,196
PDHK4,-0.9198,87,42.79,197
MASTL,-1.7074,132,42.25,198
CDK18,-2.7259,196,41.9,199
CK2A1,-4.7286,281,40.32,200
DYRK1A,-2.2699,162,40.11,201
PLK2,-3.4964,245,39.64,202
CHK2,-4.3526,275,38.94,203
LATS2,-2.9778,214,38.87,204
ALK1,-1.6235,129,38.85,205
NDR2,-2.6528,188,37.96,206
NEK7,-2.7997,200,37.91,207
TGFBR1,-1.7652,137,37.48,208
SLK,-4.184,271,37.29,209
HRI,-2.8702,203,37.23,210
ACVR2A,-2.3794,168,36.56,211
CLK2,-2.5131,178,36.55,212
CAMK2B,-2.7934,199,36.42,213
AMPKA1,-2.8449,201,36.08,214
HIPK2,-3.0675,223,35.61,215
ALK4,-1.5538,122,35.08,216
TLK1,-3.3778,236,34.87,217
CDK12,-3.0427,221,34.85,218
GRK6,-1.9239,145,34.24,219
PLK1,-2.6883,193,34.18,220
CDK13,-1.9507,146,34.02,221
PKCB,-3.885,261,33.96,222
IRE2,-3.5942,250,33.65,223
ULK2,-2.9015,206,33.61,224
CDK6,-3.6808,254,32.71,225
CDK3,-5.209,293,32.68,226
AMPKA2,-3.3788,237,32.52,227
CDK4,-3.6225,251,32.01,228
BUB1,-4.7511,284,31.9,229
PERK,-3.2603,230,31.47,230
LATS1,-2.4231,170,30.67,231
NUAK1,-4.0005,268,29.8,232
TTBK1,-4.8526,286,29.47,233
TGFBR2,-3.1118,225,29.36,234
SSTK,-5.1045,290,28.8,235
NLK,-1.3149,107,28.1,236
BMPR1A,-3.7707,257,28.09,237
GSK3B,-0.3656,49,27.9,238
CDK9,-3.4272,239,27.48,239
NEK6,-3.2896,231,26.8,240
CDK7,-3.1945,229,26.79,241
IRE1,-3.9201,264,26.75,242
CDK5,-3.8999,262,26.55,243
CDK2,-3.6225,251,26.15,244
SRPK3,-3.0173,219,26.0,245
PIM3,-2.4974,175,25.78,246
BRSK2,-5.1715,292,25.48,247
GCN2,-3.8023,258,24.59,248
NUAK2,-2.9684,212,24.46,249
TSSK2,-3.9536,265,24.22,250
SRPK2,-3.4704,243,24.08,251
PRKD3,-4.082,270,23.74,252
BMPR1B,-2.6679,190,23.59,253
OSR1,-5.7083,301,23.2,254
ACVR2B,-3.046,222,23.11,255
PRPK,-0.6017,61,21.47,256
CK1D,-4.2445,272,21.05,257
GSK3A,-0.9635,91,20.98,258
JNK3,-2.6727,191,20.65,259
SRPK1,-3.4026,238,20.04,260
CK1G1,-3.8542,259,19.96,261
YSK4,-3.4825,244,19.85,262
ULK1,-4.5055,278,19.5,263
BMPR2,-0.8813,84,18.55,264
JNK1,-3.4448,240,18.21,265
TLK2,-3.5556,247,18.19,266
PHKG1,-5.5393,299,18.11,267
HIPK4,-3.4526,241,17.49,268
BRSK1,-5.6083,300,17.14,269
TSSK4,-3.9664,266,16.88,270
CDC7,-2.5356,180,16.76,271
MLK3,-3.9732,267,15.54,272
TSSK1,-4.7894,285,15.51,273
P38G,-3.9111,263,15.26,274
GRK4,-3.1653,228,13.71,275
GRK5,-2.9617,210,12.38,276
COT,-2.9022,208,12.1,277
P38D,-4.7458,282,11.32,278
DLK,-2.5236,179,11.18,279
ALK7,-2.8503,202,10.86,280
CDK1,-4.3158,274,10.63,281
CK1E,-2.732,198,10.54,282
MAPKAPK3,-5.2905,297,10.46,283
PRKD2,-5.8306,302,9.85,284
KIS,-5.2637,295,9.54,285
CHK1,-4.3623,276,9.29,286
PRKD1,-5.1338,291,9.2,287
PRP4,-3.7661,256,9.01,288
CK1G2,-4.038,269,8.74,289
MLK2,-3.8679,260,8.52,290
TSSK3,-7.3487,310,8.36,291
GRK3,-3.327,233,8.2,292
TTBK2,-5.104,289,8.03,293
GRK1,-2.9813,215,7.61,294
CHAK1,-6.606,305,7.25,295
GRK2,-2.0774,152,5.48,296
CK1A,-4.6321,279,5.36,297
MOS,-1.8811,140,5.24,298
GRK7,-6.6244,306,5.03,299
MAPKAPK2,-6.9755,308,4.83,300
CDK19,-6.355,303,3.98,301
CDK8,-5.2826,296,3.3,302
MLK1,-4.7489,283,3.18,303
PKN3,-3.5245,246,2.97,304
