index,Score,Score Rank,Percentile,Percentile Rank
IRE2,3.7914,1,99.81,1
PKCD,3.1504,3,98.68,2
BUB1,3.0899,4,98.57,3
IRAK4,2.0129,17,98.54,4
PKR,1.1557,30,98.23,5
STK33,1.5257,24,98.2,6
PKCI,2.6118,8,98.13,7
PKCB,2.6715,7,98.08,8
MLK3,1.9713,18,98.03,9
IRE1,1.852,19,97.98,10
MST4,2.4823,10,97.93,11
HASPIN,1.5372,23,97.68,12
PKCE,2.5953,9,97.51,13
PKCH,2.1549,14,97.23,14
PKCG,2.3133,11,97.19,15
MYO3A,0.0021,64,97.03,16
PKN2,2.2749,12,96.72,17
PKCT,2.1319,15,96.71,18
MLK1,1.4504,25,96.71,18
PKCA,2.2519,13,96.63,20
PKCZ,1.7839,20,95.59,21
MST3,0.8793,40,95.59,21
CLK3,2.9241,6,95.3,23
CDK2,3.2256,2,95.2,24
MLK4,0.7842,44,94.92,25
CHAK1,0.9535,36,94.81,26
MYO3B,-0.4651,90,94.7,27
NUAK2,2.0466,16,94.67,28
PHKG2,0.8777,41,94.14,29
SSTK,1.3999,28,94.06,30
EEF2K,-0.0746,68,93.99,31
CAMK1G,1.6033,21,93.54,32
WNK1,1.4137,27,93.2,33
TAO2,-0.3378,79,92.88,34
HGK,-0.3552,81,92.65,35
CDK3,2.9424,5,92.57,36
AMPKA1,1.588,22,92.5,37
SLK,-0.2921,76,92.22,38
MINK,-0.7079,104,91.88,39
NUAK1,0.9533,37,91.7,40
PINK1,0.9819,34,91.22,41
CHAK2,0.5959,47,90.83,42
MLK2,0.4431,52,90.42,43
ULK2,0.224,57,90.42,43
NEK8,-0.5735,96,90.23,45
TNIK,-0.5321,95,90.14,46
QIK,0.5531,49,90.13,47
NIK,0.9591,35,89.96,48
LOK,-0.4816,91,89.93,49
YSK1,-1.1155,129,89.8,50
AMPKA2,1.1236,31,89.33,51
LRRK2,-0.8791,113,89.07,52
HRI,-0.3358,78,88.25,53
PKN1,-0.1276,72,87.76,54
WNK3,0.3155,54,87.47,55
TAO3,-0.2211,75,86.94,56
KHS2,-0.9388,118,86.92,57
MST1,-0.8408,112,86.81,58
CAMK1A,0.1891,59,86.64,59
TSSK4,0.9072,38,86.58,60
ULK1,-0.7242,106,86.49,61
PIM2,0.6899,45,86.49,61
TAO1,-1.7777,179,86.42,63
PHKG1,-0.1223,71,86.33,64
P70S6K,0.1848,61,85.9,65
MELK,0.3125,55,85.26,66
COT,1.0191,33,84.76,67
SIK,-0.0888,69,84.61,68
PIM1,0.8505,43,84.22,69
CDKL1,1.3286,29,83.98,70
MARK3,-0.6336,102,83.58,71
WNK2,0.2472,56,83.21,72
SMMLCK,-0.509,93,82.49,73
MNK1,-0.3172,77,82.48,74
ROCK1,-1.3342,149,82.28,75
AKT3,-0.7914,111,81.94,76
PBK,-1.5956,163,81.75,77
TSSK2,0.0782,62,81.72,78
MRCKB,-0.7759,109,81.33,79
NEK4,-1.3212,147,81.13,80
WNK4,-0.4861,92,81.02,81
KHS1,-1.4833,156,80.8,82
MYLK4,-0.407,85,80.65,83
PIM3,0.453,50,80.34,84
AKT2,-0.2009,74,80.25,85
SNRK,-1.5292,161,80.15,86
SRPK2,0.5811,48,80.12,87
P70S6KB,0.191,58,80.05,88
QSK,-0.6096,100,79.91,89
CRIK,-1.4017,151,79.53,90
BRSK2,-1.1534,132,79.22,91
AKT1,-0.7238,105,79.16,92
HPK1,-1.6637,171,79.13,93
CHK2,-1.0573,125,79.12,94
PKG2,-0.9034,115,78.51,95
NEK2,-0.4029,84,78.5,96
DMPK1,-1.7086,173,78.44,97
VRK1,-2.3643,208,78.34,98
MARK1,-1.1723,135,78.16,99
RSK3,-0.3863,82,77.74,100
RSK2,-0.0063,65,77.7,101
CDKL5,0.602,46,77.33,102
GCK,-1.5869,162,77.3,103
NEK9,-0.4572,88,77.24,104
ZAK,-1.4626,154,77.14,105
MRCKA,-1.285,142,76.94,106
MARK4,-0.6129,101,76.39,107
SKMLCK,-1.107,128,76.21,108
CAMKK1,-1.7759,178,76.13,109
MEKK6,-2.7877,232,76.02,110
CDK5,1.4335,26,75.51,111
ROCK2,-1.6141,167,75.44,112
YSK4,-1.2149,136,75.17,113
CDKL2,0.0562,63,75.1,114
MPSK1,-0.7374,107,75.03,115
TSSK1,-0.5861,97,74.68,116
PRKD3,-0.6594,103,74.6,117
ERK7,-0.4578,89,74.32,118
MNK2,-0.5972,98,74.19,119
CDK10,0.4509,51,74.06,120
MAP3K15,-2.0319,196,73.39,121
MARK2,-1.5003,157,73.1,122
NEK1,-2.107,199,72.93,123
MEKK1,-1.4295,153,72.31,124
PKACG,-1.1575,133,72.28,125
PAK3,-1.1399,130,72.11,126
ERK2,0.8661,42,71.73,127
NLK,1.0954,32,71.67,128
IRAK1,-1.8842,187,71.45,129
RIPK3,-1.2189,138,71.42,130
