index,Score,Score Rank,Percentile,Percentile Rank
LOK,2.1169,4,99.26,1
HPK1,2.0121,5,99.04,2
KHS1,1.6455,9,98.41,3
KHS2,1.5025,11,97.96,4
SLK,1.0043,24,97.55,5
TAO1,0.2807,48,97.36,6
MEKK6,-0.3081,64,96.95,7
MEK2,-0.6863,88,96.92,8
TAO2,0.3585,42,96.61,9
TNIK,0.6196,33,96.4,10
MST3,1.0355,22,96.24,11
MYO3A,-0.2898,63,96.24,11
MINK,0.1483,51,96.21,13
HGK,0.3202,47,96.04,14
PKG1,2.2843,2,96.01,15
DMPK1,1.6949,7,95.71,16
YSK1,-0.1598,60,95.5,17
VRK1,-0.5945,81,95.22,18
NEK4,0.0862,52,95.1,19
PDK1,0.3215,46,94.98,20
MRCKB,2.1224,3,94.92,21
SMG1,1.1884,18,94.79,22
TAK1,-0.5864,79,94.75,23
ROCK1,1.3544,13,94.72,24
STLK3,-1.7104,153,94.53,25
ULK3,0.627,32,94.53,25
MEK1,-0.2264,61,94.21,27
CHK2,2.3931,1,94.19,28
TSSK2,1.671,8,93.97,29
GCK,0.0606,55,93.97,29
SMMLCK,1.2227,16,93.71,31
MRCKA,1.5085,10,93.2,32
MAP3K15,-0.4299,67,93.06,33
ROCK2,1.0309,23,93.03,34
RIPK2,-0.6847,87,92.94,35
PKG2,1.7213,6,92.9,36
PKN1,0.871,27,92.29,37
PHKG2,0.3568,43,91.99,38
BIKE,-0.9309,104,91.76,39
ASK1,-1.4471,135,91.7,40
AAK1,-0.9242,102,91.26,41
SKMLCK,1.2185,17,91.21,42
MYLK4,1.4071,12,91.16,43
MYO3B,-1.2257,125,90.71,44
NEK11,-0.6314,83,90.61,45
CHK1,1.113,21,90.53,46
TSSK1,1.141,19,90.43,47
AURB,0.9059,25,90.27,48
SSTK,0.5648,36,90.16,49
NEK1,-0.8309,97,90.03,50
DCAMKL2,0.7871,29,89.72,51
PKN2,0.757,30,89.56,52
MEKK2,-0.4617,68,89.48,53
SGK3,1.3253,15,89.46,54
PAK6,0.4952,37,89.21,55
PRKD3,1.3316,14,89.03,56
PKACA,0.891,26,88.79,57
GAK,-0.6531,84,88.53,58
CAMK4,0.5957,35,88.34,59
DAPK1,0.4801,40,88.3,60
MEK5,-0.852,98,88.02,61
MST4,0.4817,39,87.92,62
WNK3,0.2587,49,86.87,63
DAPK3,-0.1014,59,86.66,64
SBK,1.1376,20,86.51,65
CRIK,-0.2873,62,86.5,66
AKT1,0.44,41,86.38,67
CAMK1A,0.067,54,86.05,68
VRK2,-1.1113,119,85.78,69
LRRK2,-1.2433,126,85.15,70
IRAK1,-0.9492,107,84.13,71
TLK1,-0.5652,76,83.96,72
SGK1,0.3535,44,83.93,73
PRKD2,0.5981,34,83.73,74
CAMLCK,0.8135,28,83.71,75
WNK1,0.3432,45,83.66,76
HASPIN,-1.6234,145,83.39,77
CAMK1D,0.0742,53,82.9,78
MEKK3,-0.7982,94,82.82,79
MNK1,-0.3145,65,82.51,80
PKACG,-0.0257,58,82.48,81
CAMK1B,0.7355,31,81.96,82
DAPK2,0.4898,38,81.89,83
MST1,-1.2782,128,81.66,84
AURA,-0.8526,99,81.48,85
AKT2,-0.0215,57,81.41,86
PKCE,-0.8927,100,80.98,87
PAK5,-1.4199,133,80.62,88
MST2,-1.8317,158,80.51,89
WNK4,-0.5476,73,80.3,90
AURC,-0.6534,85,80.27,91
P70S6K,-0.7159,90,80.19,92
RIPK1,-0.359,66,79.97,93
QIK,-0.626,82,79.92,94
PASK,-0.5835,77,79.7,95
IRAK4,-0.6751,86,79.58,96
EEF2K,-1.7948,157,79.41,97
BUB1,-1.0727,116,79.06,98
PKCI,-1.0951,117,78.57,99
HRI,-0.9908,111,78.41,100
P70S6KB,-0.0042,56,78.12,101
AKT3,-1.5898,141,76.78,102
NIK,0.1532,50,76.73,103
TAO3,-0.929,103,76.63,104
PKACB,-0.9528,108,76.53,105
PIM2,-0.5598,74,76.25,106
YSK4,-1.1971,123,75.48,107
TTBK1,-1.6084,143,75.26,108
DNAPK,-0.5302,72,75.03,109
PAK2,-1.1249,120,74.95,110
PKCH,-1.2638,127,74.81,111
PAK3,-0.921,101,74.79,112
RIPK3,-1.0327,113,74.39,113
SNRK,-2.054,171,74.36,114
PKR,-0.9766,110,74.34,115
PKCT,-1.516,138,73.89,116
MAPKAPK3,-0.4842,70,73.86,117
PHKG1,-1.3562,132,73.79,118
NEK2,-0.725,92,73.66,119
DRAK1,-1.0049,112,72.66,120
MELK,-0.9484,106,72.61,121
TTK,-3.232,233,72.55,122
PAK4,-2.7136,204,71.87,123
CAMK2D,-0.4738,69,71.26,124
DCAMKL1,-0.6907,89,71.12,125
NEK3,-2.253,182,69.75,126
MSK1,-1.4524,136,69.41,127
PKCD,-0.9647,109,68.6,128
RSK2,-0.828,96,68.41,129
PBK,-2.8294,212,68.39,130
NUAK2,-0.8207,95,66.38,131
MARK1,-2.1977,178,66.28,132
BRAF,-1.6519,147,65.79,133
IKKE,-1.6599,148,65.47,134
CHAK1,-1.6243,146,65.47,134
PRKD1,-0.7662,93,65.39,136
NEK5,-1.7155,154,64.54,137
MNK2,-1.3244,129,64.23,138
CAMK1G,-2.2394,181,64.19,139
PAK1,-1.6176,144,64.04,140
BRSK2,-2.5102,196,63.62,141
PRKX,-2.7218,205,63.13,142
TSSK4,-1.0669,115,63.09,143
NEK8,-2.3917,188,61.55,144
PKCG,-2.1414,174,61.52,145
PKCA,-1.9563,164,60.73,146
MARK2,-2.4145,191,60.51,147
AMPKA2,-1.6926,149,59.74,148
ALPHAK3,-3.2964,235,58.17,149
TBK1,-1.6009,142,58.13,150
CAMK2B,-1.3508,131,57.65,151
NUAK1,-2.4086,190,57.17,152
RAF1,-0.9387,105,56.46,153
AMPKA1,-1.6926,149,56.29,154
CK1G3,-1.7007,151,55.99,155
SIK,-2.7987,208,55.69,156
P90RSK,-1.5524,139,55.68,157
ANKRD3,-1.5153,137,55.53,158
ZAK,-2.5347,198,55.37,159
RSK4,-2.3073,184,55.31,160
WNK2,-1.4199,133,55.29,161
CK1A2,-0.5613,75,54.98,162
OSR1,-3.9498,261,53.75,163
BRSK1,-3.1628,229,53.18,164
RSK3,-2.1906,175,53.02,165
BCKDK,-2.3412,186,52.92,166
CAMKK1,-2.9301,216,52.91,167
MAPKAPK5,-2.9464,218,52.64,168
PLK4,-3.6607,248,52.24,169
QSK,-2.7026,203,52.1,170
NEK9,-1.7021,152,52.03,171
CLK1,-1.5551,140,51.8,172
YANK2,-2.0291,170,51.44,173
NDR1,-2.1946,176,50.76,174
PDHK1,-1.1804,122,50.74,175
IKKA,-2.0031,167,50.07,176
PKCB,-2.858,213,49.62,177
TGFBR2,-2.1975,177,49.19,178
CLK3,-1.1077,118,48.36,179
TTBK2,-2.1977,178,48.08,180
CAMKK2,-3.8146,253,46.47,181
PKN3,-1.0343,114,46.44,182
ATR,-0.7227,91,46.13,183
ICK,-3.1515,228,45.86,184
LKB1,-2.8179,210,45.53,185
MARK3,-3.5706,244,45.33,186
CLK4,-1.8556,160,43.98,187
NLK,-0.5881,80,43.84,188
ALK4,-1.3497,130,43.36,189
PIM1,-1.9926,166,42.62,190
CDKL2,-2.1037,173,42.52,191
CDK14,-2.5248,197,42.4,192
MARK4,-2.4626,194,42.23,193
ACVR2B,-2.2744,183,41.92,194
PLK1,-2.3441,187,41.03,195
JNK2,-1.9107,161,40.79,196
MLK2,-1.9872,165,40.66,197
MAPKAPK2,-3.0939,224,39.98,198
TLK2,-2.4151,192,39.75,199
BMPR2,-0.5847,78,39.19,200
CDK4,-3.1194,226,38.67,201
IRE2,-3.3189,237,38.02,202
ERK7,-3.3983,241,37.65,203
MSK2,-3.3276,238,37.01,204
PKCZ,-3.2055,231,36.92,205
STK33,-4.0386,266,36.66,206
CAMK2A,-2.3401,185,36.23,207
IRE1,-3.3123,236,35.8,208
CDK10,-3.9361,260,35.3,209
ALK2,-2.6808,202,35.17,210
ACVR2A,-2.4385,193,35.11,211
MPSK1,-3.0616,222,35.07,212
PERK,-3.0912,223,34.92,213
ALK1,-1.7578,156,34.7,214
MAK,-3.708,249,33.49,215
ATM,-2.4054,189,33.0,216
PDHK4,-1.1422,121,32.68,217
DLK,-1.7444,155,32.29,218
GRK6,-2.0187,169,32.24,219
CK1G2,-2.792,207,30.99,220
MOK,-3.9732,264,30.28,221
HIPK3,-2.8584,214,29.85,222
MEKK1,-3.147,227,29.84,223
ALK7,-1.8482,159,29.78,224
ERK5,-2.0075,168,29.14,225
P38A,-2.5402,199,28.94,226
CDK6,-4.0043,265,28.76,227
YANK3,-1.9491,163,27.6,228
MLK3,-3.2946,234,27.02,229
CDK5,-3.9066,258,26.47,230
CHAK2,-2.9237,215,26.15,231
IKKB,-2.8121,209,25.89,232
MLK1,-2.933,217,25.79,233
SRPK2,-3.3688,240,25.54,234
CDK9,-3.5796,245,25.49,235
TSSK3,-5.2708,287,25.37,236
DYRK3,-4.2009,270,23.13,237
P38B,-3.3521,239,22.84,238
CDKL5,-2.8248,211,21.36,239
GSK3B,-0.5038,71,21.22,240
HIPK1,-3.6242,247,20.43,241
CK1G1,-3.8093,251,20.43,241
ERK2,-3.5885,246,19.69,243
SRPK3,-3.4049,243,19.62,244
MASTL,-2.4681,195,18.92,245
NIM1,-4.0398,267,18.86,246
DSTYK,-3.8118,252,18.83,247
LATS2,-4.4551,277,18.21,248
CDK7,-3.8863,255,18.04,249
CDKL1,-1.9284,162,17.22,250
PIM3,-3.0336,221,16.98,251
CK1D,-4.7044,279,15.45,252
NDR2,-4.5003,278,15.4,253
DYRK1A,-4.1153,268,14.94,254
NEK7,-4.2724,272,14.83,255
CDK2,-4.2344,271,14.75,256
SRPK1,-3.8942,256,14.56,257
CAMK2G,-2.0659,172,14.44,258
JNK3,-3.0327,220,13.92,259
PLK3,-4.4182,276,13.12,260
HIPK4,-3.958,263,12.6,261
ULK2,-4.2758,273,12.3,262
ERK1,-4.7134,280,12.05,263
PLK2,-5.618,291,11.67,264
CDK3,-6.8129,304,11.53,265
CDK16,-5.9212,297,11.0,266
PINK1,-3.7718,250,10.97,267
TGFBR1,-2.9806,219,10.97,267
CDK18,-5.632,292,10.77,269
BMPR1A,-4.7794,281,10.61,270
CK1E,-2.7849,206,9.93,271
CDK17,-5.5914,290,9.88,272
MLK4,-5.5486,289,9.7,273
GRK5,-3.1791,230,9.14,274
CDK12,-5.1774,286,8.57,275
GRK7,-6.1674,301,8.03,276
COT,-3.4012,242,7.66,277
CLK2,-5.7871,294,6.85,278
GRK1,-3.0985,225,6.32,279
JNK1,-4.3815,274,6.24,280
MTOR,-3.2243,232,5.68,281
DYRK2,-4.854,282,5.63,282
FAM20C,-7.889,307,5.56,283
GRK4,-3.9065,257,5.28,284
HUNK,-5.0621,285,5.05,285
ULK1,-6.0754,298,4.98,286
P38D,-5.5034,288,4.8,287
DYRK1B,-5.8951,296,4.53,288
P38G,-4.9463,283,4.5,289
GCN2,-6.1254,300,4.42,290
LATS1,-5.0407,284,4.41,291
PRP4,-4.1526,269,4.23,292
HIPK2,-6.8847,305,3.74,293
GRK3,-3.8607,254,3.56,294
GRK2,-2.2224,180,3.55,295
BMPR1B,-3.9514,262,3.26,296
CDK13,-3.9229,259,3.18,297
NEK6,-5.8023,295,2.8,298
PRPK,-1.2086,124,2.22,299
DYRK4,-6.4843,303,1.76,300
CDK19,-7.1848,306,1.6,301
CK1A,-5.73,293,1.26,302
KIS,-8.2015,309,1.13,303
CDC7,-4.4116,275,1.1,304
GSK3A,-2.675,200,1.09,305
CK2A1,-7.9317,308,1.07,306
CDK8,-6.116,299,0.95,307
MOS,-2.6766,201,0.46,308
CK2A2,-8.5246,310,0.28,309
CDK1,-6.3951,302,0.15,310
