index,Score,Score Rank,Percentile,Percentile Rank
ULK1,2.3585,1,99.81,1
PDHK1,1.7814,4,99.52,2
BCKDK,1.5908,6,98.45,3
ULK2,1.0164,19,96.84,4
TLK1,1.2807,11,96.82,5
HUNK,1.1411,17,96.77,6
CAMKK2,-0.4062,54,95.17,7
PLK1,1.5576,7,95.03,8
IKKE,1.1678,16,94.86,9
PDHK4,0.5838,28,94.19,10
CK1G3,1.3176,10,94.13,11
PLK3,1.5105,9,93.21,12
DSTYK,1.178,14,92.95,13
NEK9,0.6663,26,92.83,14
CAMK2D,1.6257,5,92.71,15
CAMK2A,2.3523,2,92.64,16
DNAPK,1.2509,12,92.61,17
CK1G2,1.0497,18,92.6,18
CAMKK1,-0.4579,57,92.45,19
NEK7,0.4498,32,92.1,20
CAMK2B,2.129,3,91.37,21
MAPKAPK5,0.8441,22,91.15,22
ATM,0.8959,20,91.0,23
TBK1,0.72,23,90.76,24
NEK2,0.5313,30,90.2,25
STLK3,-2.6027,150,90.02,26
YSK4,-0.1216,48,89.88,27
MAPKAPK2,1.5375,8,89.31,28
PLK2,0.89,21,89.26,29
MAPKAPK3,1.2434,13,88.93,30
RAF1,0.557,29,88.72,31
IKKB,0.6798,24,88.16,32
GRK6,1.1729,15,87.98,33
RIPK2,-1.4044,95,87.81,34
TTBK1,-0.5559,62,87.14,35
CK1D,0.4931,31,86.11,36
CAMK2G,0.6669,25,85.7,37
SMG1,-0.4622,58,84.98,38
CK2A2,-0.0626,42,84.55,39
MARK1,-0.4737,59,84.55,39
DLK,-0.0687,43,84.17,41
TGFBR1,0.6518,27,83.87,42
SNRK,-1.1659,83,83.59,43
AURA,-0.6018,63,83.25,44
GRK2,0.4064,33,83.01,45
GRK1,0.3813,34,82.9,46
ALK1,0.196,37,82.43,47
ALK4,-0.0815,45,82.33,48
GRK7,-0.4083,55,82.25,49
MEKK3,-0.8637,73,81.72,50
IKKA,-0.2158,49,81.63,51
GRK4,0.2481,36,81.58,52
ALK2,-0.0912,47,81.36,53
CK2A1,-0.7671,69,81.14,54
MST2,-1.813,107,80.76,55
ACVR2A,-0.0707,44,80.53,56
GRK5,0.29,35,80.27,57
BRAF,-1.0042,79,79.86,58
BMPR2,0.0641,39,79.76,59
NEK8,-1.4201,96,79.63,60
MARK2,-0.9421,78,79.25,61
TTBK2,-0.4029,53,79.17,62
ULK3,-1.3663,93,78.74,63
NEK6,-0.5094,61,78.18,64
TLK2,-0.4947,60,77.32,65
CAMK4,-0.8366,71,77.24,66
CHK1,-0.232,50,76.78,67
NEK4,-1.6236,101,76.68,68
HRI,-1.1245,82,75.89,69
NEK11,-1.6913,104,75.71,70
MEK2,-2.6243,153,75.65,71
BMPR1A,-0.899,75,74.91,72
GRK3,-0.0588,41,74.7,73
LATS2,-0.6871,67,74.5,74
MARK3,-1.6905,103,72.92,75
PLK4,-2.3919,143,71.77,76
TGFBR2,-1.1201,81,71.27,77
MASTL,-0.8418,72,71.25,78
BRSK1,-1.8209,108,71.12,79
ACVR2B,-0.8984,74,70.04,80
ALK7,-0.0847,46,69.84,81
TAK1,-2.7754,165,69.46,82
SIK,-1.8562,112,68.38,83
MTOR,0.1162,38,68.36,84
ANKRD3,-1.0422,80,67.99,85
NIM1,-1.3507,92,67.98,86
MARK4,-1.1667,84,67.5,87
PINK1,-0.6712,65,67.47,88
CDC7,-0.6596,64,66.96,89
CAMK1A,-2.66,155,66.39,90
ATR,-0.319,52,66.34,91
STK33,-2.3096,138,66.03,92
CAMK1D,-1.924,116,66.03,92
FAM20C,-2.3674,140,65.86,94
ZAK,-2.073,124,65.73,95
CK1G1,-1.3097,87,65.23,96
DRAK1,-1.3731,94,64.94,97
EEF2K,-2.7066,158,64.94,97
CK1A,-0.8991,76,64.83,99
PRPK,-0.0484,40,64.81,100
MSK1,-1.8593,113,64.27,101
BMPR1B,-0.9331,77,63.83,102
SBK,-1.768,106,63.72,103
PKN3,-0.3189,51,63.67,104
CAMK1G,-2.3449,139,62.72,105
LKB1,-2.0662,123,62.52,106
MEKK1,-1.8526,111,62.39,107
QIK,-1.9571,118,62.3,108
CAMK1B,-0.455,56,61.53,109
QSK,-2.1384,127,61.15,110
NEK1,-2.78,166,61.01,111
ALPHAK3,-3.188,186,60.08,112
SSTK,-2.6767,157,59.9,113
PRKD1,-1.1794,85,59.49,114
TSSK2,-1.6064,100,59.06,115
GCK,-2.6172,152,58.82,116
NEK5,-2.0044,121,58.58,117
MINK,-3.231,189,58.37,118
GCN2,-1.8769,115,58.22,119
PHKG2,-3.7025,212,57.79,120
TSSK1,-1.8414,110,57.48,121
WNK2,-1.3151,88,57.44,122
MSK2,-2.2732,136,57.39,123
BRSK2,-3.0008,179,56.78,124
PKG1,-5.028,271,55.64,125
PKCH,-2.6759,156,55.11,126
PKCG,-2.5977,149,54.43,127
PAK4,-4.2697,239,54.28,128
WNK4,-2.2285,131,53.67,129
WNK3,-1.8386,109,53.55,130
MEKK2,-2.2482,134,53.16,131
PKACA,-3.893,220,52.72,132
PAK5,-4.1915,236,52.28,133
MEK1,-1.6062,99,52.18,134
CHK2,-3.4611,200,51.99,135
PHKG1,-2.8723,173,51.86,136
NEK3,-3.3526,194,51.62,137
OSR1,-4.0814,231,51.37,138
WNK1,-1.7433,105,51.29,139
ASK1,-4.6978,257,51.21,140
NUAK1,-2.7554,163,51.17,141
CK1A2,-0.6756,66,50.94,142
PKCA,-2.6128,151,50.34,143
P70S6K,-3.383,195,50.28,144
IRAK1,-3.225,187,50.05,145
LATS1,-1.3497,91,49.72,146
MYLK4,-2.9292,177,49.51,147
SMMLCK,-2.741,161,49.41,148
MEK5,-2.2371,133,49.12,149
DCAMKL2,-2.4936,144,49.11,150
MEKK6,-4.3658,244,48.71,151
HPK1,-3.4617,201,48.57,152
MRCKA,-3.6466,209,48.48,153
AURB,-3.4609,199,47.85,154
PKN2,-2.5537,147,47.68,155
PAK3,-2.782,167,46.94,156
MELK,-2.813,169,46.71,157
PERK,-2.574,148,46.58,158
PRKD2,-2.6359,154,46.56,159
PKN1,-4.2645,238,46.46,160
CHAK1,-2.8195,171,46.4,161
MLK1,-1.9817,119,46.13,162
VRK2,-2.5299,146,44.12,163
DCAMKL1,-2.3847,142,43.92,164
PRKD3,-2.8187,170,43.46,165
TSSK4,-2.2368,132,43.45,166
YSK1,-4.3778,247,43.39,167
IRE2,-3.0194,182,43.24,168
PKCB,-3.2731,191,43.12,169
P90RSK,-2.177,128,42.86,170
NDR2,-2.3702,141,42.35,171
PIM3,-1.6899,102,42.29,172
AMPKA1,-2.5011,145,42.18,173
PKACG,-3.3073,193,41.27,174
PKCT,-4.0612,230,41.26,175
SKMLCK,-3.7163,214,41.11,176
JNK2,-1.9242,117,40.48,177
NUAK2,-2.1341,126,40.41,178
BIKE,-4.7859,262,39.97,179
JNK1,-2.2187,130,39.7,180
MST4,-2.7237,160,39.65,181
PAK2,-3.2831,192,39.38,182
MLK3,-2.712,159,38.83,183
JNK3,-1.8764,114,38.78,184
SLK,-4.1078,234,38.57,185
AMPKA2,-3.0049,180,38.57,185
NLK,-0.8326,70,38.45,187
KHS1,-4.101,233,38.34,188
PIM1,-2.2865,137,36.48,189
COT,-1.3223,89,36.43,190
PKCD,-2.7691,164,36.42,191
TNIK,-3.9225,223,35.81,192
MYO3B,-5.3984,278,35.78,193
