index,Score,Score Rank,Percentile,Percentile Rank
JAK1,1.7795,1,93.54,1
TYK2,0.661,2,85.91,2
ROS,0.4441,3,70.96,3
JAK2,0.097,5,63.62,4
RET,0.1211,4,63.23,5
TNK1,-0.6021,8,62.31,6
DDR1,-0.7793,11,57.02,7
MUSK,-1.1754,16,55.92,8
TIE2,-0.8171,13,53.82,9
FLT3,-0.6519,10,53.27,10
BTK,-1.1897,17,50.58,11
DDR2,-1.9806,34,50.4,12
MST1R,-0.44,6,47.69,13
TEC,-1.2439,18,44.84,14
TYRO3,-0.5295,7,42.74,15
EPHA6,-0.6168,9,41.43,16
ALK,-1.4735,24,40.01,17
PDGFRA,-1.4848,26,39.5,18
VEGFR2,-1.0164,14,39.2,19
JAK3,-1.0282,15,38.57,20
CSFR,-0.7893,12,35.68,21
PDGFRB,-1.3626,20,35.26,22
HER2,-1.2848,19,34.74,23
LTK,-1.5826,28,30.73,24
BRK,-1.773,30,29.68,25
LCK,-1.4041,22,29.68,25
BLK,-1.5529,27,29.42,27
TRKB,-1.9601,33,28.56,28
KIT,-1.3951,21,27.78,29
INSR,-2.0555,37,27.62,30
CTK,-1.406,23,27.42,31
IGF1R,-2.8337,63,26.64,32
HCK,-1.4804,25,26.48,33
IRR,-2.0931,39,24.91,34
EPHA1,-2.4781,49,24.6,35
AXL,-2.0756,38,23.51,36
VEGFR3,-2.5224,50,22.52,37
FRK,-2.4192,47,21.67,38
ZAP70,-2.0288,36,20.9,39
ETK,-1.9028,32,20.82,40
LYN,-2.5577,51,20.57,41
CSK,-2.1138,40,20.33,42
VEGFR1,-2.2887,44,19.52,43
SRC,-2.7741,59,17.33,44
ABL,-1.8433,31,16.96,45
SYK,-2.2765,43,16.28,46
EPHA7,-2.7182,56,16.2,47
FGFR1,-2.3165,45,15.65,48
FGFR3,-2.7831,61,15.56,49
ARG,-1.6459,29,15.52,50
FES,-4.2524,77,14.77,51
TRKC,-2.782,60,14.44,52
EPHA8,-3.0446,67,13.48,53
EPHB1,-2.6317,54,13.13,54
EPHB3,-2.7298,57,13.04,55
MER,-2.66,55,12.96,56
FYN,-2.8409,65,12.02,57
FGFR2,-2.4767,48,11.78,58
FGR,-2.1815,42,11.75,59
EPHB4,-2.0117,35,10.46,60
TXK,-2.7689,58,10.16,61
EPHA4,-2.1185,41,9.46,62
TRKA,-2.9219,66,9.15,63
ACK,-3.2788,70,8.82,64
FER,-2.4077,46,8.69,65
EPHA5,-4.1552,75,8.49,66
EPHB2,-3.2881,71,8.45,67
FAK,-2.5612,52,8.38,68
ITK,-2.8267,62,8.29,69
YES,-2.6295,53,7.94,70
EPHA2,-4.6659,78,7.79,71
FGFR4,-3.7756,73,7.03,72
EPHA3,-3.2595,69,5.95,73
HER4,-3.8957,74,5.91,74
MET,-2.8375,64,5.78,75
EGFR,-3.3051,72,5.69,76
SRMS,-3.1429,68,5.14,77
PYK2,-4.1778,76,4.44,78
