index,Score,Score Rank,Percentile,Percentile Rank
TYK2,0.3924,3,79.49,1
MST1R,0.6036,1,78.49,2
RET,0.5919,2,77.08,3
BTK,-0.1732,8,70.78,4
TYRO3,0.3478,5,68.55,5
ROS,0.3509,4,68.07,6
TNK1,-0.4229,12,66.82,7
JAK1,-0.1959,9,65.49,8
AXL,-0.1593,7,62.64,9
TEC,-0.5836,14,58.0,10
JAK2,-0.1315,6,56.79,11
PDGFRA,-1.112,20,48.98,12
EPHA1,-1.1825,22,46.97,13
MUSK,-1.6845,34,45.65,14
ABL,-0.3474,10,44.04,15
VEGFR2,-0.841,17,43.53,16
EPHA6,-0.5585,13,42.98,17
LTK,-1.076,18,42.04,18
ETK,-0.8007,16,41.06,19
TIE2,-1.4799,27,39.4,20
ARG,-0.3666,11,38.78,21
FLT3,-1.3186,24,36.73,22
TRKB,-1.5718,30,36.09,23
FRK,-1.549,29,35.26,24
ALK,-1.7666,36,33.93,25
MER,-1.2711,23,33.4,26
EPHB4,-0.6917,15,32.94,27
ITK,-1.0935,19,32.72,28
PDGFRB,-1.4736,26,32.72,28
ACK,-1.5864,31,32.63,30
HER2,-1.5056,28,28.48,31
CSFR,-1.1544,21,27.66,32
DDR2,-3.4684,71,27.2,33
EPHB3,-1.6908,35,26.81,34
JAK3,-1.4566,25,26.74,35
EPHB1,-1.6665,33,26.02,36
HCK,-1.6213,32,23.75,37
DDR1,-1.9766,40,23.59,38
CSK,-1.9716,39,23.2,39
EPHA7,-2.2856,44,22.08,40
VEGFR3,-2.6079,54,21.34,41
TRKA,-2.0238,41,21.27,42
FGFR1,-2.0378,42,20.25,43
TXK,-1.8987,38,19.66,44
INSR,-2.553,52,19.57,45
TRKC,-2.4187,50,18.36,46
YES,-1.8196,37,17.95,47
FGFR3,-2.6481,57,17.57,48
VEGFR1,-2.4519,51,16.9,49
EPHA3,-2.3031,45,16.46,50
LCK,-2.3464,47,16.18,51
IRR,-2.6279,55,15.56,52
EPHA5,-3.3226,69,15.43,53
FGFR2,-2.2373,43,15.19,54
LYN,-3.0761,65,14.03,55
EPHA2,-3.9119,76,13.88,56
EPHB2,-2.6689,58,13.83,57
BRK,-2.6972,59,13.26,58
PYK2,-2.9797,63,13.24,59
IGF1R,-3.8629,75,13.2,60
FES,-4.5273,78,11.89,61
FGFR4,-3.212,67,11.42,62
BLK,-3.114,66,11.34,63
SRMS,-2.3619,48,10.99,64
FGR,-2.3065,46,10.66,65
HER4,-3.2844,68,10.4,66
KIT,-2.5676,53,10.22,67
EGFR,-2.7901,60,9.91,68
EPHA8,-3.4326,70,9.87,69
MET,-2.4091,49,9.57,70
ZAP70,-3.0728,64,9.21,71
SRC,-3.5749,73,9.04,72
CTK,-2.6304,56,7.73,73
FYN,-3.4877,72,6.78,74
FER,-2.8907,62,5.14,75
SYK,-3.8543,74,3.57,76
EPHA4,-2.8647,61,2.63,77
FAK,-4.2612,77,0.17,78
