index,Score,Score Rank,Percentile,Percentile Rank
NEK2,2.7024,2,99.4,1
PDHK1,1.127,24,97.72,2
STK33,1.0592,28,97.14,3
RAF1,1.4908,13,97.0,4
PKCI,1.9155,6,96.69,5
NEK7,1.1722,20,96.36,6
AURA,2.8936,1,95.96,7
PAK5,2.1855,3,95.82,8
PAK4,1.9298,5,95.56,9
PAK6,2.1398,4,95.35,10
ULK1,0.295,68,95.33,11
ULK3,0.8067,38,95.32,12
SLK,0.2679,70,95.12,13
NEK4,0.0115,86,94.66,14
PKG1,1.6303,10,94.61,15
MARK3,1.3516,16,94.51,16
PKCH,1.2894,18,94.44,17
QSK,1.6463,9,94.41,18
HPK1,0.072,79,94.12,19
MARK2,1.3453,17,94.04,20
MST4,1.3692,15,93.97,21
MNK2,1.8612,7,93.77,22
TNIK,0.0092,88,93.76,23
MARK1,1.1441,22,93.75,24
PKCT,1.1707,21,93.54,25
ATR,0.793,39,93.32,26
PDHK4,0.5139,55,93.2,27
PKCZ,1.2445,19,93.1,28
AURB,1.6116,11,92.64,29
LOK,-0.1047,97,92.63,30
PKG2,1.6053,12,92.47,31
AURC,1.6645,8,92.36,32
MINK,-0.6647,127,92.15,33
PLK4,-0.3031,107,92.12,34
KHS2,-0.245,106,91.94,35
HGK,-0.4615,113,91.9,36
NEK6,0.7075,45,91.66,37
SNRK,-0.0826,94,91.54,38
MEK2,-1.5536,194,91.46,39
PKCE,0.665,47,91.36,40
MYO3A,-1.4304,186,91.17,41
PKCD,1.0897,26,91.1,42
MARK4,0.825,37,91.06,43
PAK2,0.939,33,90.83,44
MYO3B,-1.2149,169,90.79,45
PKCG,0.6463,49,90.66,46
CK1G3,0.7308,42,90.61,47
WNK1,1.0381,29,90.59,48
PAK3,1.0115,31,90.57,49
DSTYK,0.8431,36,90.31,50
TAO1,-1.3189,178,90.14,51
QIK,0.5548,52,90.13,52
MNK1,0.7449,40,90.07,53
PKACA,1.1027,25,89.75,54
NIM1,0.2482,72,89.07,55
PKCB,0.3945,59,89.0,56
BRSK2,0.0931,76,88.93,57
ULK2,0.0907,77,88.91,58
TBK1,0.4455,57,88.71,59
PKCA,0.5213,54,88.67,60
PKACG,0.973,32,88.64,61
GCK,-0.6565,126,88.62,62
HUNK,0.017,85,88.62,62
MST3,-0.1793,99,88.43,64
NEK11,-0.8542,142,88.32,65
MRCKB,0.3659,62,88.3,66
PHKG2,-0.3844,109,88.22,67
NEK8,-0.7834,137,88.14,68
PAK1,0.7344,41,88.11,69
AKT2,1.1397,23,87.95,70
AKT3,0.3547,63,87.73,71
IKKE,0.0465,81,87.55,72
AKT1,0.6527,48,87.52,73
KHS1,-0.8427,140,87.37,74
CK1G1,0.1573,75,87.29,75
P70S6KB,1.074,27,87.19,76
RIPK2,-1.4763,188,87.16,77
BRSK1,0.0254,83,87.16,77
CK1A2,0.7308,42,87.13,79
WNK3,0.2679,70,86.96,80
MYLK4,0.5813,50,86.78,81
MLK1,-0.0397,93,86.48,82
PKN2,0.3238,66,86.44,83
SSTK,-0.0396,92,86.39,84
ROCK1,-0.6967,130,86.38,85
DNAPK,0.3918,60,86.35,86
CHAK1,-0.0829,95,86.31,87
SGK3,0.7227,44,86.08,88
EEF2K,-1.2126,168,85.84,89
SIK,0.0649,80,85.61,90
NEK3,-1.0976,159,85.56,91
YANK3,0.5265,53,85.33,92
PKACB,0.388,61,85.25,93
CK1G2,0.0459,82,84.72,94
MEKK3,-0.6892,129,84.67,95
NEK1,-1.3514,180,84.49,96
CAMLCK,0.8867,34,84.44,97
WNK4,-0.1994,102,84.41,98
MSK1,0.3973,58,84.3,99
CAMKK1,-1.2695,174,84.26,100
CLK1,1.3983,14,84.13,101
MSK2,0.0808,78,83.95,102
P70S6K,-0.1909,101,83.68,103
PINK1,0.3068,67,83.61,104
PKN1,-0.8502,141,83.35,105
AMPKA1,0.2883,69,83.24,106
MRCKA,-0.4662,114,83.23,107
NIK,0.4783,56,83.18,108
IRE2,-0.5238,116,83.09,109
WNK2,0.1936,74,82.55,110
NEK9,-0.1618,98,82.43,111
PDK1,-0.9516,148,82.39,112
SMMLCK,-0.5303,118,82.32,113
TAO2,-1.2974,176,82.2,114
NEK5,-0.7956,138,81.99,115
LKB1,-1.0184,152,81.95,116
SKMLCK,-0.4476,112,81.56,117
YSK1,-1.9722,221,81.12,118
TSSK1,-0.0052,89,81.06,119
BCKDK,-0.8944,146,80.79,120
