index,Score,Score Rank,Percentile,Percentile Rank
NEK2,2.93,2,99.58,1
PDHK1,1.3911,16,98.68,2
NEK7,1.8885,5,98.61,3
RAF1,1.6643,9,97.8,4
ULK3,1.596,12,97.79,5
STK33,1.2084,23,97.53,6
PKCI,2.2332,3,97.41,7
ULK1,0.6538,46,97.08,8
NEK4,0.4459,59,96.86,9
AURA,3.275,1,96.66,10
BCKDK,0.9454,34,96.61,11
MEK2,-0.8083,143,96.4,12
PKCH,1.782,8,96.24,13
NEK6,1.4549,13,96.01,14
HPK1,0.4058,62,95.71,15
PKCZ,1.7826,7,95.59,16
RIPK2,-0.1834,94,95.53,17
TAO1,-0.4486,114,95.1,18
MST4,1.5969,11,95.02,19
MINK,-0.1662,90,94.97,20
CHAK1,0.9373,35,94.71,21
SLK,0.1371,75,94.55,22
MYO3A,-0.8329,147,94.27,23
TNIK,0.1077,79,94.26,24
ULK2,0.5925,50,94.12,25
PKCT,1.3075,20,94.11,26
NEK11,-0.2329,98,93.99,27
MYO3B,-0.6382,128,93.97,28
MNK2,1.9002,4,93.93,29
ATR,0.8705,36,93.83,30
CK1G3,1.2221,22,93.65,31
PDHK4,0.5394,56,93.61,32
PAK5,1.3154,19,93.59,33
PKCE,1.1274,25,93.38,34
WNK3,1.0159,32,93.28,35
PAK6,1.4282,14,93.26,36
PKG1,1.1142,27,93.24,37
AURB,1.8037,6,93.22,38
KHS2,-0.036,85,93.08,39
PKG2,1.6588,10,92.68,40
IRE1,0.5521,55,92.53,41
PINK1,1.1176,26,92.4,42
PAK4,0.6487,47,92.27,43
HGK,-0.4138,109,92.25,44
DSTYK,1.0746,29,92.18,45
PKCA,1.0658,30,92.14,46
IKKE,0.7406,39,92.12,47
PAK3,1.2751,21,91.84,48
LOK,-0.231,97,91.8,49
WNK1,1.1799,24,91.7,50
MEK1,-0.4368,112,91.55,51
CK1G1,0.62,48,91.54,52
AURC,1.4061,15,91.49,53
MEK5,-0.621,126,91.37,54
MST3,0.1676,72,91.3,55
GCK,-0.3483,106,91.22,56
PKCG,0.724,41,91.13,57
NEK3,-0.529,122,90.96,58
CAMKK1,-0.6616,130,90.83,59
KHS1,-0.4233,110,90.7,60
NEK1,-0.7593,138,90.63,61
PKCD,1.0109,33,90.58,62
PRPK,0.4004,63,90.53,63
NEK8,-0.5528,124,90.48,64
TBK1,0.6757,42,90.43,65
PKCB,0.5788,51,90.23,66
EEF2K,-0.7017,133,90.07,67
