index,Score,Score Rank,Percentile,Percentile Rank
CK1A2,2.5052,4,99.35,1
RAF1,1.9033,8,98.62,2
AURA,3.7668,1,97.48,3
AURC,3.554,2,96.79,4
CK1G3,1.8582,9,96.36,5
AURB,3.15,3,96.34,6
TBK1,1.4854,18,96.15,7
CK1A,1.4161,21,96.1,8
CK1G1,1.3287,24,95.89,9
PAK4,1.6193,15,94.92,10
PAK5,1.7462,11,94.76,11
IKKE,1.1379,30,94.66,12
PAK1,2.0336,6,94.23,13
PAK2,1.6409,14,93.86,14
LOK,-0.0017,77,93.27,15
HPK1,-0.1184,85,93.14,16
PKACA,1.9652,7,93.06,17
MST4,1.1972,28,92.97,18
PAK3,1.5239,17,92.96,19
PKACB,2.1136,5,92.83,20
AMPKA1,1.6181,16,92.66,21
DNAPK,1.2025,27,92.38,22
AMPKA2,1.6937,13,92.38,22
PKACG,1.7874,10,92.37,24
SSTK,0.9902,33,92.36,25
PAK6,1.1711,29,92.26,26
TSSK1,1.3931,22,91.87,27
ATR,0.6385,40,91.81,28
PRKX,1.7397,12,91.67,29
PKG2,1.3491,23,91.52,30
KHS2,-0.3157,102,91.5,31
PDHK1,0.3723,59,91.35,32
KHS1,-0.3588,106,91.18,33
MRCKB,0.9672,34,90.98,34
ROCK1,0.1157,69,90.57,35
CAMLCK,1.4469,19,90.23,36
CK1E,0.7148,39,90.03,37
RSK3,1.4401,20,89.99,38
PKG1,0.099,70,89.98,39
TSSK2,0.9576,35,89.69,40
ROCK2,0.2886,63,89.64,41
MRCKA,0.599,42,89.49,42
MST3,-0.0761,82,89.36,43
MYLK4,1.0084,32,89.22,44
CK1G2,0.4991,48,89.03,45
QSK,0.4794,50,88.67,46
AKT3,0.3761,57,87.83,47
MNK2,0.7835,37,87.79,48
MARK3,-0.0704,80,87.66,49
AKT2,1.082,31,87.65,50
PDHK4,0.1909,67,87.2,51
MNK1,0.2717,64,87.14,52
SKMLCK,0.3687,61,86.99,53
WNK2,0.5812,43,86.9,54
MINK,-1.3167,171,86.81,55
SMG1,-0.1831,92,86.77,56
MARK4,0.2062,66,86.11,57
CDC7,0.4523,52,85.97,58
TNIK,-0.9969,151,85.97,58
HUNK,-0.2145,95,85.91,60
CHAK1,-0.1314,87,85.84,61
SIK,0.0955,71,85.82,62
BRSK1,-0.1893,93,85.72,63
MSK1,0.6099,41,85.49,64
SLK,-1.1285,159,85.49,64
TSSK4,0.7692,38,85.45,66
DAPK1,-0.0405,79,85.25,67
MARK2,-0.2811,98,85.14,68
SGK1,0.5773,44,85.07,69
DAPK3,-0.3569,105,84.92,70
DMPK1,-0.8458,140,84.88,71
NEK2,0.0181,75,84.35,72
SGK3,0.4421,53,84.32,73
NIK,0.5354,45,84.13,74
AKT1,0.025,74,84.11,75
HGK,-1.3141,170,83.88,76
CAMK1B,0.9217,36,83.82,77
NEK4,-1.1214,158,83.79,78
RSK4,0.3903,55,83.75,79
PRKD3,0.3738,58,83.45,80
PHKG2,-1.1635,160,83.08,81
P70S6KB,0.5112,46,83.04,82
NDR1,0.1388,68,82.94,83
PRKD2,0.4886,49,82.91,84
GCK,-1.1937,162,82.82,85
MSK2,-0.1298,86,82.7,86
MARK1,-0.6946,128,82.62,87
DAPK2,0.5102,47,82.1,88
TGFBR2,-0.441,109,82.07,89
CLK4,1.2176,25,82.02,90
RSK2,0.4774,51,81.99,91
BRSK2,-0.8716,141,81.83,92
NIM1,-0.4523,112,81.64,93
PKCI,-0.8015,136,81.55,94
PKCD,-0.029,78,81.32,95
PHKG1,-0.7276,131,80.86,96
SMMLCK,-0.7076,129,80.74,97
TLK2,-0.2781,97,80.52,98
PKCE,-0.9639,146,80.43,99
CRIK,-1.2727,167,80.39,100
PLK2,-0.404,107,80.17,101
WNK1,0.0335,73,79.87,102
MST1,-1.4244,176,79.76,103
ATM,-0.2025,94,79.67,104
QIK,-0.6766,127,79.41,105
PKCT,-0.9835,148,79.4,106
PRKD1,0.3689,60,79.29,107
TSSK3,-0.5276,119,79.01,108
CAMK1D,-0.5596,120,78.93,109
RIPK3,-0.7309,132,78.84,110
MYO3B,-2.5933,254,78.72,111
YSK1,-2.1611,230,78.72,111
MYO3A,-2.9035,266,78.33,113
PKCH,-0.9749,147,78.22,114
CHAK2,-0.4063,108,78.21,115
WNK3,-0.446,110,78.09,116
CLK2,1.208,26,78.01,117
NEK11,-1.585,189,77.64,118
P70S6K,-1.0957,155,77.46,119
IKKB,-0.0754,81,77.4,120
ULK3,-1.4905,179,77.31,121
DCAMKL1,-0.1689,91,77.31,121
WNK4,-0.7764,135,77.23,123
PKCZ,-0.5815,123,77.07,124
TAO1,-2.6053,256,77.05,125
P90RSK,-0.1576,90,77.01,126
PKN2,-0.6076,124,76.97,127
IRE2,-1.0093,152,76.82,128
TLK1,-1.1161,157,76.66,129
PKCA,-0.8038,137,76.42,130
CAMK4,-0.9897,149,75.69,131
PLK3,-0.4964,115,75.69,131
CAMK1A,-1.6401,196,75.62,133
PKCG,-1.0731,153,75.6,134
TTK,-3.0048,269,75.48,135
ALK7,0.2537,65,75.39,136
PIM2,-0.6763,126,75.09,137
YSK4,-1.2227,165,75.05,138
CLK1,0.3867,56,74.97,139
ALK4,-0.4713,114,74.21,140
GRK3,-0.0942,84,74.04,141
BCKDK,-1.3194,172,74.0,142
MST2,-2.267,235,73.93,143
IKKA,-0.756,133,73.3,144
PRPK,0.0641,72,73.24,145
PIM3,-0.0885,83,73.22,146
PIM1,-0.2812,99,72.71,147
NUAK2,-0.4524,113,72.4,148
CLK3,0.3035,62,72.38,149
TAO3,-1.1794,161,72.12,150
PKCB,-1.338,175,71.87,151
SNRK,-2.2859,236,71.52,152
MEK2,-2.829,262,71.27,153
CAMK1G,-1.6884,198,71.08,154
PKN1,-2.299,238,70.82,155
ACVR2A,-0.845,139,70.55,156
SBK,-1.205,163,70.34,157
BMPR1B,-0.5253,117,70.18,158
NDR2,-0.5644,121,70.16,159
CHK1,-0.7102,130,69.93,160
GRK2,-0.1428,88,69.93,160
MEK5,-1.6165,195,69.81,162
CK1D,-1.0934,154,69.47,163
ALK1,-0.5803,122,68.94,164
NUAK1,-1.6802,197,68.32,165
DCAMKL2,-1.4339,177,68.19,166
PLK4,-2.6777,259,67.74,167
TTBK2,-1.1121,156,67.54,168
IRE1,-1.5257,181,67.2,169
KIS,-0.3225,103,66.66,170
NEK1,-2.462,246,66.55,171
TAO2,-2.1237,225,66.18,172
BUB1,-2.2,232,66.11,173
MTOR,0.015,76,66.07,174
MEKK6,-3.4695,279,65.38,175
GSK3B,0.4345,54,65.36,176
MEK1,-1.3298,174,65.17,177
MELK,-1.5722,188,64.77,178
NEK8,-2.2393,233,64.67,179
IRAK4,-1.7823,202,64.63,180
PASK,-1.8283,205,64.04,181
YANK3,-0.6505,125,63.55,182
MEKK2,-1.8449,207,63.55,182
MAP3K15,-2.5695,250,63.36,184
ACVR2B,-1.3219,173,62.94,185
MEKK1,-1.8754,208,61.85,186
BMPR1A,-1.9946,218,61.57,187
LKB1,-2.1112,224,61.53,188
PDK1,-2.0523,222,61.39,189
STK33,-2.5953,255,61.34,190
BMPR2,-0.2935,101,61.05,191
MAPKAPK5,-2.45,245,60.57,192
DYRK3,-0.5045,116,60.5,193
IRAK1,-2.5872,252,60.43,194
TTBK1,-2.7717,260,59.64,195
MOS,-0.1443,89,59.48,196
MAPKAPK3,-1.5399,185,59.46,197
SRPK2,-1.2192,164,59.42,198
NEK3,-2.9014,265,59.34,199
RIPK2,-3.6857,289,58.2,200
LATS1,-0.8917,143,57.98,201
ZAK,-2.4253,243,57.92,202
HIPK3,-0.2893,100,57.79,203
HIPK4,-0.271,96,57.45,204
PKR,-1.6068,193,57.41,205
ALK2,-1.7291,201,57.26,206
GRK6,-0.886,142,57.04,207
MEKK3,-1.997,219,56.72,208
SRPK1,-0.806,138,56.71,209
PLK1,-1.5699,187,56.67,210
SRPK3,-1.3028,169,56.62,211
CAMKK2,-3.3843,277,55.89,212
NEK5,-2.1317,228,55.81,213
STLK3,-5.3868,306,55.72,214
CHK2,-3.217,273,55.61,215
HIPK2,-0.9637,145,55.38,216
DSTYK,-1.5679,186,55.34,217
OSR1,-3.8685,292,55.11,218
MLK1,-1.6046,191,54.86,219
HIPK1,-0.4481,111,54.83,220
DYRK1B,-0.9938,150,54.17,221
DYRK1A,-0.9196,144,54.11,222
NEK7,-2.0069,220,53.6,223
MAPKAPK2,-2.1611,230,52.99,224
RIPK1,-1.9373,215,52.9,225
TAK1,-3.5699,284,52.75,226
PBK,-3.9626,296,52.63,227
HASPIN,-3.7884,291,52.57,228
NEK6,-1.9702,216,51.94,229
HRI,-2.2467,234,51.46,230
CDK5,-2.1386,229,50.43,231
CDK7,-1.5857,190,50.19,232
CDKL2,-1.6915,199,49.75,233
LATS2,-2.3244,239,49.72,234
YANK2,-2.1293,226,49.22,235
CDK14,-1.9193,212,49.13,236
ULK2,-2.1312,227,48.93,237
GCN2,-2.3576,241,48.89,238
PINK1,-1.6053,192,48.78,239
FAM20C,-3.597,286,48.67,240
PERK,-2.4812,247,48.63,241
COT,-0.7582,134,48.42,242
MASTL,-1.536,183,48.33,243
