index,Score,Score Rank,Percentile,Percentile Rank
VRK2,0.5417,11,99.21,1
VRK1,0.0468,19,97.7,2
ASK1,-1.4215,45,91.88,3
ALK2,1.2795,3,91.15,4
GRK4,1.2145,4,90.93,5
TGFBR1,1.5531,1,90.45,6
FAM20C,1.2026,5,90.26,7
CAMK2D,1.1796,6,89.71,8
TLK2,0.4287,12,88.71,9
STLK3,-2.8306,110,88.38,10
CAMK2B,1.5052,2,87.77,11
GRK1,0.7417,8,87.73,12
ALK4,0.3247,13,87.45,13
GRK5,0.8102,7,85.82,14
CAMK2G,0.6605,10,85.65,15
CAMKK2,-1.782,62,84.85,16
GRK7,-0.0823,21,84.61,17
CK2A1,-0.1455,23,84.5,18
BMPR1A,0.267,14,84.3,19
PLK2,0.0646,18,83.9,20
CK1D,0.2091,15,83.84,21
BMPR1B,0.7372,9,83.52,22
CK2A2,-0.6041,32,81.63,23
PLK3,-0.4472,28,76.23,24
GRK6,0.1646,16,76.14,25
ACVR2A,-0.4872,30,75.66,26
GAK,-1.8158,64,75.14,27
ALK7,0.1627,17,74.03,28
ALPHAK3,-2.2973,82,73.83,29
ZAK,-1.699,60,73.09,30
GRK3,-0.1718,25,72.75,31
MEKK6,-3.0653,125,71.93,32
CAMK2A,-0.0938,22,71.9,33
PLK1,-0.7872,33,71.35,34
MINK,-2.5124,96,71.32,35
BCKDK,-1.5127,50,70.56,36
BMPR2,-0.1547,24,69.7,37
YANK2,-1.2058,39,68.63,38
YANK3,-0.4686,29,67.75,39
ACVR2B,-1.0752,37,67.3,40
TAK1,-2.916,116,66.56,41
BIKE,-3.606,157,66.06,42
WNK4,-1.5612,52,65.03,43
SMG1,-1.3963,44,64.45,44
EEF2K,-2.7447,104,64.25,45
MAPKAPK2,-1.3465,42,63.73,46
IRAK1,-2.4182,93,63.13,47
CAMKK1,-2.4427,94,63.08,48
TLK1,-1.9436,67,62.57,49
MARK4,-1.4402,48,62.46,50
MARK2,-2.3016,83,62.34,51
MAP3K15,-2.6373,99,61.95,52
PDHK1,-0.9006,35,61.5,53
PDHK4,-0.5499,31,60.92,54
WNK1,-1.2452,40,60.14,55
DNAPK,-1.3705,43,58.99,56
PLK4,-3.2603,138,58.85,57
TSSK2,-1.6398,57,58.56,58
PKR,-1.574,54,58.4,59
ALK1,-0.9812,36,58.09,60
TNIK,-2.8122,106,57.99,61
ANKRD3,-1.4363,46,57.77,62
HGK,-2.8575,111,57.76,63
IKKE,-2.0202,71,56.23,64
CAMLCK,-0.8948,34,55.46,65
MAPKAPK3,-1.8242,65,55.2,66
DSTYK,-1.5777,55,55.17,67
YSK4,-2.156,76,55.05,68
MEK1,-1.5497,51,54.95,69
MST2,-3.2398,135,54.87,70
SSTK,-3.0826,126,54.67,71
SKMLCK,-2.9006,115,54.38,72
DAPK1,-2.9812,118,53.63,73
DLK,-1.146,38,53.29,74
MEKK3,-2.1394,75,52.93,75
PDK1,-2.3945,90,52.78,76
AAK1,-4.8891,223,52.11,77
RIPK2,-4.0677,185,51.82,78
WNK2,-1.5848,56,51.8,79
NEK1,-3.3244,141,51.57,80
MPSK1,-2.1578,77,51.49,81
TTBK1,-3.3768,145,50.94,82
OSR1,-4.1426,189,50.29,83
DAPK3,-3.2402,136,50.13,84
MEKK2,-2.3765,88,49.77,85
MEK2,-3.6877,162,49.55,86
DYRK4,-1.4397,47,48.99,87
YSK1,-4.0448,183,48.88,88
JNK1,-1.6827,59,48.63,89
PRP4,-1.9374,66,47.82,90
MLK4,-3.0978,128,47.38,91
GSK3B,0.0403,20,47.1,92
IKKB,-1.6659,58,46.84,93
MST1,-3.1994,133,46.8,94
RSK2,-2.0945,74,46.71,95
ULK3,-3.558,151,46.3,96
RIPK1,-2.2862,81,46.16,97
PKG2,-3.583,153,45.89,98
PASK,-2.8193,109,45.63,99
TTK,-4.8524,221,45.52,100
MARK3,-3.57,152,45.35,101
MARK1,-3.6251,158,44.95,102
P38D,-2.3322,85,44.92,103
NEK2,-2.541,97,44.78,104
LATS1,-1.7601,61,42.08,105
MAPKAPK5,-3.5886,155,42.02,106
P38B,-2.4161,92,40.96,107
RIPK3,-2.9758,117,40.95,108
IKKA,-2.4786,95,40.93,109
LRRK2,-3.3887,146,40.92,110
KHS1,-3.9565,177,40.86,111
JNK3,-1.7922,63,40.71,112
CK1G3,-2.3777,89,40.68,113
SMMLCK,-3.1293,129,40.29,114
MAK,-3.0181,121,39.92,115
TTBK2,-2.6561,100,39.89,116
NEK5,-2.8778,112,39.88,117
MST3,-3.0892,127,39.52,118
MLK3,-2.6828,102,39.5,119
MSK1,-3.4395,148,39.29,120
RSK4,-3.2885,139,39.26,121
GSK3A,-0.1927,26,38.75,122
DYRK2,-1.9877,69,38.46,123
SGK3,-3.3426,143,37.96,124
KHS2,-4.3332,200,37.2,125
TBK1,-2.3743,87,37.11,126
ROCK2,-4.4316,208,36.96,127
MLK1,-2.397,91,36.82,128
PRPK,-0.3941,27,36.23,129
BRAF,-2.8124,107,35.98,130
MYO3B,-5.4168,241,35.52,131
NEK3,-4.3722,203,35.42,132
MNK2,-3.1485,131,35.17,133
ICK,-4.374,204,34.08,134
TSSK1,-3.3509,144,34.07,135
TAO1,-5.2346,236,33.71,136
WNK3,-2.8889,114,33.57,137
JNK2,-2.2683,80,33.45,138
STK33,-4.2878,196,32.63,139
P90RSK,-2.6663,101,32.5,140
MEKK1,-3.0504,124,32.13,141
NEK4,-4.2334,194,32.08,142
CHK1,-2.7894,105,31.83,143
PKG1,-7.1413,286,31.5,144
MYO3A,-5.8964,253,31.23,145
DMPK1,-5.2775,239,30.59,146
HPK1,-4.4221,207,30.21,147
NIM1,-3.3298,142,30.13,148
PRKD1,-3.1478,130,30.11,149
NEK11,-3.6503,159,29.89,150
GCK,-3.9912,180,29.63,151
DAPK2,-1.4804,49,29.4,152
ULK2,-3.1752,132,28.66,153
AURA,-4.5152,211,28.63,154
MOK,-4.1991,191,28.02,155
SGK1,-4.4698,210,27.63,156
MEK5,-2.8837,113,27.4,157
TAO2,-3.6783,161,27.22,158
LKB1,-3.7099,165,27.18,159
MASTL,-2.1603,78,27.14,160
MLK2,-2.6036,98,26.93,161
MSK2,-3.8732,173,26.7,162
CAMK1D,-4.7278,215,26.36,163
NEK7,-3.4875,150,25.8,164
TAO3,-3.3064,140,25.75,165
