index,Score,Score Rank,Percentile,Percentile Rank
CK1A2,2.1258,6,98.55,1
AMPKA1,3.1199,3,97.91,2
AMPKA2,3.304,2,97.61,3
AURC,3.4175,1,96.56,4
AURA,2.973,4,96.12,5
AURB,2.8966,5,95.88,6
SSTK,1.7967,15,95.39,7
RAF1,1.1049,35,94.44,8
PAK4,1.3757,28,94.32,9
PAK1,2.0466,8,94.28,10
PAK5,1.5481,23,94.24,11
MARK3,1.237,31,94.12,12
TSSK1,1.8421,13,94.01,13
PAK2,1.6099,20,93.75,14
TSSK4,2.0518,7,93.71,15
PHKG1,1.042,38,93.6,16
TSSK2,1.5563,21,93.46,17
BRSK2,0.9717,40,93.43,18
PKACG,2.0292,9,93.28,19
BRSK1,1.2065,32,93.25,20
PLK3,1.4963,25,93.11,21
PAK3,1.5382,24,93.04,22
QSK,1.2991,29,93.01,23
MYLK4,1.8004,14,92.92,24
PKACA,1.8591,12,92.69,25
PLK2,1.6458,17,92.57,26
SIK,1.3949,27,92.48,27
NIM1,0.6291,54,92.22,28
PDK1,-0.0894,100,92.2,29
CAMK1B,1.8729,11,92.02,30
MARK4,0.9503,42,91.88,31
CAMLCK,1.6202,19,91.84,32
RSK3,1.8748,10,91.83,33
MARK2,0.7581,49,91.68,34
HUNK,0.323,76,91.61,35
CAMK4,1.1461,34,91.4,36
RIPK3,0.4173,69,91.37,37
ATR,0.5947,56,91.29,38
CK1A,0.6592,53,91.22,39
AKT3,1.2881,30,91.2,40
PKACB,1.6601,16,91.19,41
PRKX,1.5543,22,90.98,42
DRAK1,0.342,72,90.83,43
TBK1,0.7163,50,90.74,44
CAMK1G,0.89,43,90.66,45
PKG2,1.0945,36,90.49,46
SGK3,1.4852,26,90.22,47
AKT2,1.6229,18,90.14,48
MARK1,0.2889,79,89.71,49
NUAK1,0.5839,58,89.64,50
PHKG2,-0.1215,101,89.57,51
PAK6,0.5551,61,89.51,52
MNK1,0.6285,55,89.42,53
PKG1,-0.0731,99,89.39,54
DCAMKL2,0.6904,52,89.09,55
AKT1,0.9689,41,89.0,56
CK1G3,0.5093,63,88.96,57
MST4,0.5843,57,88.78,58
NUAK2,1.0287,39,88.71,59
DCAMKL1,1.201,33,88.57,60
MELK,0.7825,47,88.56,61
QIK,0.3334,74,88.56,61
LOK,-0.6818,132,88.12,63
PKN2,0.5338,62,88.03,64
MNK2,0.811,45,88.0,65
SKMLCK,0.4866,65,87.66,66
CAMK1A,0.4197,68,87.61,67
NIK,0.767,48,87.49,68
SGK1,1.0899,37,87.43,69
CDC7,0.5661,59,87.19,70
IKKE,-0.0026,92,87.18,71
PKN1,-0.2804,111,86.9,72
PKCI,-0.2104,108,86.59,73
MSK1,0.716,51,86.03,74
DAPK2,0.8751,44,85.83,75
SNRK,-0.914,153,85.79,76
CK1E,0.4234,67,85.64,77
CAMK1D,0.5581,60,85.6,78
ROCK1,-0.8551,146,85.38,79
P70S6KB,0.8049,46,85.33,80
PKCD,0.3403,73,85.04,81
PKCZ,0.1133,84,84.83,82
MRCKB,-0.3106,113,84.46,83
PKCT,-0.3959,117,84.44,84
PRKD3,0.4916,64,84.25,85
MSK2,0.0978,85,84.06,86
PKCE,-0.5308,121,84.01,87
DAPK1,-0.2864,112,83.63,88
MRCKA,-0.4494,118,83.36,89
CK1G1,-0.194,105,83.27,90
DMPK1,-1.0983,159,83.15,91
YANK3,0.3581,71,83.15,91
CRIK,-0.8988,150,82.94,93
P70S6K,-0.3233,114,82.83,94
GRK3,0.4784,66,82.62,95
NEK11,-1.2858,170,82.59,96
PKCH,-0.5453,122,82.44,97
TSSK3,-0.0545,97,82.39,98
ROCK2,-0.8803,149,82.14,99
RSK4,0.1274,83,81.99,100
CK1G2,-0.2038,107,81.98,101
NDR1,0.0252,87,81.94,102
WNK2,0.1369,82,81.81,103
MST3,-0.7708,136,81.63,104
GRK2,0.321,77,81.33,105
GCN2,-0.6251,124,81.31,106
SMG1,-0.8086,142,80.89,107
NEK8,-1.3401,173,80.88,108
PRPK,0.1849,81,80.78,109
DAPK3,-0.9235,154,80.53,110
DNAPK,-0.1494,103,80.53,110
PLK4,-1.7123,195,80.25,112
ATM,-0.194,105,79.81,113
CHK1,-0.0052,93,79.71,114
HPK1,-1.6285,185,79.65,115
SMMLCK,-0.8339,145,79.53,116
PRKD2,0.0523,86,79.44,117
TGFBR2,-0.6338,125,79.36,118
WNK1,-0.053,96,78.7,119
P90RSK,0.0038,90,78.68,120
CHAK1,-0.7791,139,78.08,121
RSK2,0.0055,89,77.83,122
PKCA,-0.6816,131,77.81,123
NEK2,-0.4556,119,77.77,124
PKN3,0.3593,70,76.72,125
ALK7,0.3327,75,76.54,126
PIM1,-0.0193,94,75.94,127
PKCG,-1.0989,160,75.3,128
IRE2,-1.1411,163,74.96,129
PLK1,-0.5809,123,74.76,130
PDHK4,-0.2352,109,74.28,131
SLK,-2.0259,210,74.22,132
MEK2,-2.6964,249,74.14,133
PIM2,-0.791,141,73.89,134
ULK3,-1.8105,198,73.23,135
PRKD1,-0.1725,104,73.17,136
MASTL,-0.7767,137,73.13,137
CAMK2G,-0.1394,102,73.1,138
YSK1,-2.589,245,72.9,139
MEK1,-1.1796,165,71.61,140
KHS1,-2.1873,218,71.35,141
MAP3K15,-2.1806,217,70.82,142
RIPK1,-0.9627,156,70.59,143
PKCB,-1.4407,178,70.47,144
WNK3,-0.927,155,70.33,145
CHAK2,-0.8687,147,70.07,146
RIPK2,-2.9475,262,70.0,147
KHS2,-2.4009,234,69.73,148
TAO1,-3.1218,266,69.66,149
ANKRD3,-0.9806,157,69.5,150
NEK1,-2.3061,225,69.4,151
ALK4,-0.659,129,69.12,152
CLK4,0.0142,88,68.79,153
PIM3,-0.383,116,68.61,154
YANK2,-1.2064,166,68.61,154
CLK2,0.2193,80,68.59,156
NEK4,-2.1043,214,68.5,157
WNK4,-1.3654,174,68.32,158
NDR2,-0.7282,134,67.94,159
MLK1,-1.0518,158,67.9,160
GRK7,-1.8682,202,67.86,161
PASK,-1.5731,182,67.79,162
ALK1,-0.6465,127,67.34,163
MLK2,-0.8995,151,67.04,164
KIS,-0.3829,115,66.13,165
STK33,-2.3048,224,66.11,166
IRAK4,-1.6838,192,66.03,167
ACVR2A,-1.122,161,65.9,168
PDHK1,-0.7794,140,65.68,169
TTBK1,-2.3508,228,65.6,170
SBK,-1.6603,188,65.05,171
MINK,-2.8845,258,64.92,172
MTOR,-0.0402,95,64.86,173
BMPR1B,-0.8749,148,64.81,174
TAO3,-1.5351,180,64.78,175
IKKB,-0.7786,138,64.54,176
ACVR2B,-1.2353,169,64.53,177
MOS,0.0012,91,64.47,178
